Interval,GMTIntervalEnd,Settlement Location,Pnode,LMP,MLC,MCC,MEC
02/03/2022 01:00:00,02/03/2022 07:00:00,AEC,SOUC,49.1499,0.9109,13.7397,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,AECC_CSWS,CSWS_AECC_LA,49.7430,0.9490,14.2946,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,AECC_ELKINS,CSWSELKINSUNELKINS_RA,46.9566,0.3048,12.1524,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,AECC_FITZHUGH,CSWSFITZHUGHPLT1,49.6950,1.1179,14.0778,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,AECC_FLTCREEK,CSWSFLINTCRKUN1_JOU_AECC_RA,47.7389,-0.2176,13.4571,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,AECC_FULTON,CSWSFULTON_CUNFULT_RA,44.1925,0.4272,9.2660,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,AECC_HYDRO13,CSWSLD13UN1_RA,48.0786,1.0337,12.5456,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,AECC_JWTURK,CSWSTURK_PPUNTURK_AECC_RA,42.4202,-0.1009,8.0218,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,AECI,AECI,51.2326,0.4730,16.2602,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,AEPM_CSWS,CSWS_LA,40.4625,0.6676,5.2955,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,ALTW,MISO,44.3466,0.6894,9.1578,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,AMRN,MISO,44.3466,0.6894,9.1578,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,ANTELOPE,SPSANTELOPEUNANT1_RA,13.1188,-1.6583,-19.7223,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,BBA,MISO,44.3466,0.6894,9.1578,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,BCA,MISO,44.3466,0.6894,9.1578,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,BEPM_RM_NPPD,NPPD_BEPM_RUSHMORE_LA,39.8176,2.3633,2.9550,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,BEPM_TS_NPPD,NPPD_BEPM_TRISTATE_LA,32.4477,-3.2237,1.1721,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,BLKW,BLKW,29.2716,-1.2797,-3.9480,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,BLUECANYON2,WFECBLUCAN14UNUN2_BLUCAN14_RA,0.0016,-2.5887,-31.9090,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,BLUECANYON5,WFECCHERRYRDUNBLUCAN5_WND_RA,45.3897,-1.5163,12.4066,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,BLUECANYON6,WFECSLCKHILSUNBLUCAN6_WIND_RA,0.0643,-2.5260,-31.9090,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,BRAZ,MISO,44.3466,0.6894,9.1578,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,BUBA,MISO,44.3466,0.6894,9.1578,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,BUFFALO_DUNES_WIND,SPSFINNEY1UNBUFFDUNE_WIND_RA,17.0501,-3.5521,-13.8971,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CANADIAN_HILLS_1,OKGECIMARRONUNCANADN1_WIND_RA,20.0551,-1.2572,-13.1870,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CANADIAN_HILLS_2,OKGECIMARRONUNCANADN2_WIND_RA,20.0551,-1.2572,-13.1870,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CANADIAN_HILLS_3,GRDACMRN_GRDLDCANADN3_WIND_RA,20.0551,-1.2572,-13.1870,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CANADIAN_HILLS_4,OKGECIMARRONUNCANADN4_WIND_RA,20.0551,-1.2572,-13.1870,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CANADIAN_HILLS_5,OKGECIMARRONUNCANADN5_WIND_RA,20.0551,-1.2572,-13.1870,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CANEY_RIVER_WINDPOWER,WRCAN_RIVRUNCANEY_WIND_RA,-1.4608,-1.5704,-34.3898,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CASS_CO_1,OPPDCASSCNTYUN1_RA,28.4612,-0.9449,-5.0932,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CASS_CO_2,OPPDCASSCNTYUN2_RA,28.4612,-0.9449,-5.0932,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CLEC,MISO,44.3466,0.6894,9.1578,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,COFFEYVILLE_7,GRDACOFFEYGRUN7_RA,-15.3337,0.2661,-50.0992,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,COWP,COWP_LA,63.4641,0.9898,27.9750,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,COWP_GEN1,WRW_PLAINGUNCOWP_GEN1_RA,63.4641,0.9898,27.9750,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,COWP_GEN2,WRW_PLAINGUNCOWP_GEN2_RA,63.4641,0.9898,27.9750,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CPLE,VACS,49.2682,0.8893,13.8796,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CPLW,VACS,49.2682,0.8893,13.8796,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CROSSROADS1,MPSCRSRD_EXUNCROSSROADS1_RA,50.2737,0.9799,14.7945,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CROSSROADS2,MPSCRSRD_EXUNCROSSROADS2_RA,50.2737,0.9799,14.7945,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CROSSROADS3,MPSCRSRD_EXUNCROSSROADS3_RA,50.2737,0.9799,14.7945,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CROSSROADS4,MPSCRSRD_EXUNCROSSROADS4_RA,50.2737,0.9799,14.7945,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CRTH_SPA,WRCRTH_SPA_LA,70.8376,1.1094,35.2288,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWARSENALHILL5,CSWSARSENALUN5_RA,45.8698,1.0687,10.3018,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWCOMANCHE1,CSWSCOMANCHEPLT1,27.9750,-0.4336,-6.0907,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWDOLET1,CSWDOLET1_H,46.7478,1.2370,11.0115,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWELKCITY,CSWELKCITY_H,18.3370,-2.3345,-13.8279,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWETTURK,CSWSTURK_PPUNCSWETTURK_RA,42.4202,-0.1009,8.0218,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWFLINTCREEK1,CSWSFLINTCRKUN1_RA,47.7389,-0.2176,13.4571,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWJLSTALL,CSWSSTALL_PPPLT1,45.4434,0.6399,10.3042,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWKNOXLEE5,CSWSKNOXLEEUN5_RA,45.1575,0.9924,9.6658,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWLIEBERMAN3,CSWSLIEBERMUN3_RA,46.0743,1.4080,10.1669,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWLIEBERMAN4,CSWSLIEBERMUN4_RA,46.0743,1.4080,10.1669,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWMATTISON1,CSWSMATTISONUN1_RA,46.6189,0.1857,11.9339,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWMATTISON2,CSWSMATTISONUN2_RA,46.6189,0.1857,11.9339,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWMATTISON3,CSWSMATTISONUN3_RA,46.6190,0.1858,11.9339,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWMATTISON4,CSWSMATTISONUN4_RA,46.6190,0.1858,11.9339,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWMSTURK,CSWSTURK_PPUNCSWMSTURK_RA,42.4202,-0.1009,8.0218,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWNARROWS1,CSWSNARROWSUN1_RA,44.2153,1.5168,8.1991,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWNORTHEASTERN1,CSWSNE_GASPLT1,37.4805,-1.3206,4.3018,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWNORTHEASTERN2,CSWSNE_GASUN2_RA,37.5611,-1.2401,4.3018,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWNORTHEASTERN3,CSWSNE_COALUN3_RA,17.7361,-1.0954,-15.6678,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWPIRKEY1,CSWSPIRKEYUN1_RA,44.4613,0.3809,9.5810,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWRIVERSIDE1,CSWSRIVRSIDEUN1_RA,29.6644,-0.5186,-4.3163,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWRIVERSIDE2,CSWSRIVRSIDEUN2_RA,29.6644,-0.5187,-4.3163,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWRIVERSIDE3,CSWSRIVRSIDEUN3_RA,29.6644,-0.5186,-4.3163,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWRIVERSIDE4,CSWSRIVRSIDEUN4_RA,29.6644,-0.5186,-4.3163,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWS.AECC.DRIFTSAND,CSWSDRFTSND4UNDRIFTSAND_WIND_RA,37.2476,0.1841,2.5641,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWS.AECC.WILDHORSE,CSWSTUSKAHOMUNWILDHORSE_RA,41.9669,0.9020,6.5656,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWS.CORP.KIAPB1,CSWS.CORP.KIAPB1_H,30.1683,0.0246,-4.3556,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWS.CORP.KIAPB2,CSWS.CORP.KIAPB2_H,30.1690,0.0253,-4.3556,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWS.EKCW.EKCW,CSWSELK_TAPUNELKCTY_WIND_RA,18.3370,-2.3345,-13.8279,34.4994
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWS.FPLP.RSES,CSWS.FPLP.RSES_H,22.9636,-0.2474,-11.2883,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWS.FPLP.RSES.MSR,CSWSTERRY_RDUNRS_ENERGY_MSR_RA,22.9636,-0.2474,-11.2883,34.4993
02/03/2022 01:00:00,02/03/2022 07:00:00,CSWS.GREENCOUNTRY,CSWSJENKSUNCGCC1_RA,28.2357,-1.2116,-5.0520,34.4993
