Interval,GMTIntervalEnd,Reserve Zone,RegUP,RegDN,Spin,Supp
02/23/2022 01:00:00,02/23/2022 07:00:00,1,13.9204,9.5924,0.0518,0.0101
02/23/2022 01:00:00,02/23/2022 07:00:00,2,13.9204,9.5924,0.0518,0.0101
02/23/2022 01:00:00,02/23/2022 07:00:00,3,13.9204,9.5924,0.0518,0.0101
02/23/2022 01:00:00,02/23/2022 07:00:00,4,13.9204,9.5924,0.0518,0.0101
02/23/2022 01:00:00,02/23/2022 07:00:00,5,13.9204,9.5924,0.0518,0.0101
02/23/2022 01:00:00,02/23/2022 07:00:00,SPP,13.9204,9.5924,0.0518,0.0101
02/23/2022 02:00:00,02/23/2022 08:00:00,1,21.8733,9.3465,0.0533,0.0101
02/23/2022 02:00:00,02/23/2022 08:00:00,2,21.8733,9.3465,0.0533,0.0101
02/23/2022 02:00:00,02/23/2022 08:00:00,3,21.8733,9.3465,0.0533,0.0101
02/23/2022 02:00:00,02/23/2022 08:00:00,4,21.8733,9.3465,0.0533,0.0101
02/23/2022 02:00:00,02/23/2022 08:00:00,5,21.8733,9.3465,0.0533,0.0101
02/23/2022 02:00:00,02/23/2022 08:00:00,SPP,21.8733,9.3465,0.0533,0.0101
02/23/2022 03:00:00,02/23/2022 09:00:00,1,19.5942,8.0012,0.8269,0.0101
02/23/2022 03:00:00,02/23/2022 09:00:00,2,19.5942,8.0012,0.8269,0.0101
02/23/2022 03:00:00,02/23/2022 09:00:00,3,19.5942,8.0012,0.8269,0.0101
02/23/2022 03:00:00,02/23/2022 09:00:00,4,19.5942,8.0012,0.8269,0.0101
02/23/2022 03:00:00,02/23/2022 09:00:00,5,19.5942,8.0012,0.8269,0.0101
02/23/2022 03:00:00,02/23/2022 09:00:00,SPP,19.5942,8.0012,0.8269,0.0101
02/23/2022 04:00:00,02/23/2022 10:00:00,1,17.0550,8.0003,1.0017,0.0101
02/23/2022 04:00:00,02/23/2022 10:00:00,2,17.0550,8.0003,1.0017,0.0101
02/23/2022 04:00:00,02/23/2022 10:00:00,3,17.0550,8.0003,1.0017,0.0101
02/23/2022 04:00:00,02/23/2022 10:00:00,4,17.0550,8.0003,1.0017,0.0101
02/23/2022 04:00:00,02/23/2022 10:00:00,5,17.0550,8.0003,1.0017,0.0101
02/23/2022 04:00:00,02/23/2022 10:00:00,SPP,17.0550,8.0003,1.0017,0.0101
02/23/2022 05:00:00,02/23/2022 11:00:00,1,14.9207,2.5001,1.0018,0.0101
02/23/2022 05:00:00,02/23/2022 11:00:00,2,14.9207,2.5001,1.0018,0.0101
02/23/2022 05:00:00,02/23/2022 11:00:00,3,14.9207,2.5001,1.0018,0.0101
02/23/2022 05:00:00,02/23/2022 11:00:00,4,14.9207,2.5001,1.0018,0.0101
02/23/2022 05:00:00,02/23/2022 11:00:00,5,14.9207,2.5001,1.0018,0.0101
02/23/2022 05:00:00,02/23/2022 11:00:00,SPP,14.9207,2.5001,1.0018,0.0101
02/23/2022 06:00:00,02/23/2022 12:00:00,1,30.6698,2.5000,3.4093,0.1480
02/23/2022 06:00:00,02/23/2022 12:00:00,2,30.6698,2.5000,3.4093,0.1480
02/23/2022 06:00:00,02/23/2022 12:00:00,3,30.6698,2.5000,3.4093,0.1480
02/23/2022 06:00:00,02/23/2022 12:00:00,4,30.6698,2.5000,3.4093,0.1480
02/23/2022 06:00:00,02/23/2022 12:00:00,5,30.6698,2.5000,3.4093,0.1480
02/23/2022 06:00:00,02/23/2022 12:00:00,SPP,30.6698,2.5000,3.4093,0.1480
