Interval,GMTIntervalEnd,Reserve Zone,RegUP,RegDN,Spin,Supp
02/03/2022 01:00:00,02/03/2022 07:00:00,1,9.5558,9.5128,0.0110,0.0110
02/03/2022 01:00:00,02/03/2022 07:00:00,2,9.5558,9.5128,0.0110,0.0110
02/03/2022 01:00:00,02/03/2022 07:00:00,3,9.5558,9.5128,0.0110,0.0110
02/03/2022 01:00:00,02/03/2022 07:00:00,4,9.5558,9.5128,0.0110,0.0110
02/03/2022 01:00:00,02/03/2022 07:00:00,5,9.5558,9.5128,0.0110,0.0110
02/03/2022 01:00:00,02/03/2022 07:00:00,SPP,9.5558,9.5128,0.0110,0.0110
02/03/2022 02:00:00,02/03/2022 08:00:00,1,8.8224,9.2015,0.0101,0.0101
02/03/2022 02:00:00,02/03/2022 08:00:00,2,8.8224,9.2015,0.0101,0.0101
02/03/2022 02:00:00,02/03/2022 08:00:00,3,8.8224,9.2015,0.0101,0.0101
02/03/2022 02:00:00,02/03/2022 08:00:00,4,8.8224,9.2015,0.0101,0.0101
02/03/2022 02:00:00,02/03/2022 08:00:00,5,8.8224,9.2015,0.0101,0.0101
02/03/2022 02:00:00,02/03/2022 08:00:00,SPP,8.8224,9.2015,0.0101,0.0101
02/03/2022 03:00:00,02/03/2022 09:00:00,1,8.6085,9.5186,0.0110,0.0110
02/03/2022 03:00:00,02/03/2022 09:00:00,2,8.6085,9.5186,0.0110,0.0110
02/03/2022 03:00:00,02/03/2022 09:00:00,3,8.6085,9.5186,0.0110,0.0110
02/03/2022 03:00:00,02/03/2022 09:00:00,4,8.6085,9.5186,0.0110,0.0110
02/03/2022 03:00:00,02/03/2022 09:00:00,5,8.6085,9.5186,0.0110,0.0110
02/03/2022 03:00:00,02/03/2022 09:00:00,SPP,8.6085,9.5186,0.0110,0.0110
02/03/2022 04:00:00,02/03/2022 10:00:00,1,8.0255,9.9807,0.0110,0.0110
02/03/2022 04:00:00,02/03/2022 10:00:00,2,8.0255,9.9807,0.0110,0.0110
02/03/2022 04:00:00,02/03/2022 10:00:00,3,8.0255,9.9807,0.0110,0.0110
02/03/2022 04:00:00,02/03/2022 10:00:00,4,8.0255,9.9807,0.0110,0.0110
02/03/2022 04:00:00,02/03/2022 10:00:00,5,8.0255,9.9807,0.0110,0.0110
02/03/2022 04:00:00,02/03/2022 10:00:00,SPP,8.0255,9.9807,0.0110,0.0110
02/03/2022 05:00:00,02/03/2022 11:00:00,1,10.1280,8.5427,0.1000,0.1000
02/03/2022 05:00:00,02/03/2022 11:00:00,2,10.1280,8.5427,0.1000,0.1000
02/03/2022 05:00:00,02/03/2022 11:00:00,3,10.1280,8.5427,0.1000,0.1000
02/03/2022 05:00:00,02/03/2022 11:00:00,4,10.1280,8.5427,0.1000,0.1000
