Interval,GMTIntervalEnd,Reserve Zone,RegUP,RegDN,Spin,Supp
02/10/2022 01:00:00,02/10/2022 07:00:00,1,8.7850,4.3463,6.1840,0.1490
02/10/2022 01:00:00,02/10/2022 07:00:00,2,8.7850,4.3463,6.1840,0.1490
02/10/2022 01:00:00,02/10/2022 07:00:00,3,8.7850,4.3463,6.1840,0.1490
02/10/2022 01:00:00,02/10/2022 07:00:00,4,8.7850,4.3463,6.1840,0.1490
02/10/2022 01:00:00,02/10/2022 07:00:00,5,8.7850,4.3463,6.1840,0.1490
02/10/2022 01:00:00,02/10/2022 07:00:00,SPP,8.7850,4.3463,6.1840,0.1490
02/10/2022 02:00:00,02/10/2022 08:00:00,1,9.1605,4.9038,6.0489,0.1490
02/10/2022 02:00:00,02/10/2022 08:00:00,2,9.1605,4.9038,6.0489,0.1490
02/10/2022 02:00:00,02/10/2022 08:00:00,3,9.1605,4.9038,6.0489,0.1490
02/10/2022 02:00:00,02/10/2022 08:00:00,4,9.1605,4.9038,6.0489,0.1490
02/10/2022 02:00:00,02/10/2022 08:00:00,5,9.1605,4.9038,6.0489,0.1490
02/10/2022 02:00:00,02/10/2022 08:00:00,SPP,9.1605,4.9038,6.0489,0.1490
02/10/2022 03:00:00,02/10/2022 09:00:00,1,8.5782,2.6175,6.3412,0.1490
02/10/2022 03:00:00,02/10/2022 09:00:00,2,8.5782,2.6175,6.3412,0.1490
02/10/2022 03:00:00,02/10/2022 09:00:00,3,8.5782,2.6175,6.3412,0.1490
02/10/2022 03:00:00,02/10/2022 09:00:00,4,8.5782,2.6175,6.3412,0.1490
02/10/2022 03:00:00,02/10/2022 09:00:00,5,8.5782,2.6175,6.3412,0.1490
02/10/2022 03:00:00,02/10/2022 09:00:00,SPP,8.5782,2.6175,6.3412,0.1490
02/10/2022 04:00:00,02/10/2022 10:00:00,1,9.3195,4.9192,6.4100,0.1490
02/10/2022 04:00:00,02/10/2022 10:00:00,2,9.3195,4.9192,6.4100,0.1490
02/10/2022 04:00:00,02/10/2022 10:00:00,3,9.3195,4.9192,6.4100,0.1490
02/10/2022 04:00:00,02/10/2022 10:00:00,4,9.3195,4.9192,6.4100,0.1490
02/10/2022 04:00:00,02/10/2022 10:00:00,5,9.3195,4.9192,6.4100,0.1490
02/10/2022 04:00:00,02/10/2022 10:00:00,SPP,9.3195,4.9192,6.4100,0.1490
02/10/2022 05:00:00,02/10/2022 11:00:00,1,9.5145,4.9837,5.8416,0.1490
02/10/2022 05:00:00,02/10/2022 11:00:00,2,9.5145,4.9837,5.8416,0.1490
02/10/2022 05:00:00,02/10/2022 11:00:00,3,9.5145,4.9837,5.8416,0.1490
02/10/2022 05:00:00,02/10/2022 11:00:00,4,9.5145,4.9837,5.8416,0.1490
02/10/2022 05:00:00,02/10/2022 11:00:00,5,9.5145,4.9837,5.8416,0.1490
02/10/2022 05:00:00,02/10/2022 11:00:00,SPP,9.5145,4.9837,5.8416,0.1490
02/10/2022 06:00:00,02/10/2022 12:00:00,1,10.8708,4.9018,7.2192,0.1490
02/10/2022 06:00:00,02/10/2022 12:00:00,2,10.8708,4.9018,7.2192,0.1490
02/10/2022 06:00:00,02/10/2022 12:00:00,3,10.8708,4.9018,7.2192,0.1490
02/10/2022 06:00:00,02/10/2022 12:00:00,4,10.8708,4.9018,7.2192,0.1490
02/10/2022 06:00:00,02/10/2022 12:00:00,5,10.8708,4.9018,7.2192,0.1490
02/10/2022 06:00:00,02/10/2022 12:00:00,SPP,10.8708,4.9018,7.2192,0.1490
02/10/2022 07:00:00,02/10/2022 13:00:00,1,21.5083,6.4600,17.1411,0.6701
02/10/2022 07:00:00,02/10/2022 13:00:00,2,21.5083,6.4600,17.1411,0.6701
02/10/2022 07:00:00,02/10/2022 13:00:00,3,21.5083,6.4600,17.1411,0.6701
02/10/2022 07:00:00,02/10/2022 13:00:00,4,21.5083,6.4600,17.1411,0.6701
02/10/2022 07:00:00,02/10/2022 13:00:00,5,21.5083,6.4600,17.1411,0.6701
02/10/2022 07:00:00,02/10/2022 13:00:00,SPP,21.5083,6.4600,17.1411,0.6701
02/10/2022 08:00:00,02/10/2022 14:00:00,1,19.7234,4.6828,17.2088,0.6701
02/10/2022 08:00:00,02/10/2022 14:00:00,2,19.7234,4.6828,17.2088,0.6701
02/10/2022 08:00:00,02/10/2022 14:00:00,3,19.7234,4.6828,17.2088,0.6701
02/10/2022 08:00:00,02/10/2022 14:00:00,4,19.7234,4.6828,17.2088,0.6701
02/10/2022 08:00:00,02/10/2022 14:00:00,5,19.7234,4.6828,17.2088,0.6701
02/10/2022 08:00:00,02/10/2022 14:00:00,SPP,19.7234,4.6828,17.2088,0.6701
02/10/2022 09:00:00,02/10/2022 15:00:00,1,12.4866,4.4120,10.1171,0.6701
02/10/2022 09:00:00,02/10/2022 15:00:00,2,12.4866,4.4120,10.1171,0.6701
02/10/2022 09:00:00,02/10/2022 15:00:00,3,12.4866,4.4120,10.1171,0.6701
02/10/2022 09:00:00,02/10/2022 15:00:00,4,12.4866,4.4120,10.1171,0.6701
02/10/2022 09:00:00,02/10/2022 15:00:00,5,12.4866,4.4120,10.1171,0.6701
02/10/2022 09:00:00,02/10/2022 15:00:00,SPP,12.4866,4.4120,10.1171,0.6701
02/10/2022 10:00:00,02/10/2022 16:00:00,1,21.6175,2.5000,16.5910,0.6705
02/10/2022 10:00:00,02/10/2022 16:00:00,2,21.6175,2.5000,16.5910,0.6705
02/10/2022 10:00:00,02/10/2022 16:00:00,3,21.6175,2.5000,16.5910,0.6705
02/10/2022 10:00:00,02/10/2022 16:00:00,4,21.6175,2.5000,16.5910,0.6705
02/10/2022 10:00:00,02/10/2022 16:00:00,5,21.6175,2.5000,16.5910,0.6705
02/10/2022 10:00:00,02/10/2022 16:00:00,SPP,21.6175,2.5000,16.5910,0.6705
02/10/2022 11:00:00,02/10/2022 17:00:00,1,19.4013,3.6567,13.7496,0.6706
02/10/2022 11:00:00,02/10/2022 17:00:00,2,19.4013,3.6567,13.7496,0.6706
