fips,Population,% in disadvantaged comunity,% low income (<200% poverty)
05007,258980.0,0.16931423275928642,0.2792116765773419
05009,37288.0,0.4999195451619824,0.4035660266037331
05011,10948.0,0.7686335403726708,0.43200127877237854
05013,5202.0,0.0,0.36078046905036526
05015,27887.0,0.26453186072363466,0.36964105138595044
05017,10826.0,1.0,0.547091261777203
05019,22385.0,0.0,0.4398293500111682
05021,15061.0,0.7305623796560653,0.4396633689662041
05023,25230.0,0.5991280221957986,0.35687990487514865
05025,8226.0,0.42778993435448576,0.39711159737417945
05027,23892.0,0.6967604218985435,0.48172526368658963
05029,20906.0,0.8785037788194776,0.4023753946235531
05031,105701.0,0.49555822556077994,0.4083645377054143
05033,62472.0,0.4877064925086439,0.4077970930977078
05035,49013.0,0.6571521841144187,0.47407279701303734
05037,16998.0,0.5996587833862808,0.39205965407695026
05039,7432.0,0.7995156081808397,0.425010764262648
05041,11887.0,1.0,0.5441793555985531
05043,18502.0,0.3016971138255324,0.39844665441573884
05045,122416.0,0.2309583714547118,0.3554044405960005
05047,17780.0,0.6014060742407199,0.4392058492688414
05049,12139.0,1.0,0.47915479034516845
05051,98296.0,0.6188247741515422,0.40495411817367943
05053,18086.0,0.21237421209775517,0.3452963618268274
05055,44623.0,0.2796988100307017,0.39828899894673153
05057,22018.0,0.6594604414569898,0.4464928694704333
05059,33520.0,0.3312947494033413,0.4106169451073986
05061,13389.0,1.0,0.470418253790425
05063,37264.0,0.8598647488192357,0.4332962108200944
05065,13559.0,0.40275831550999336,0.41417066155321186
05067,17225.0,1.0,0.5348243831640057
05069,70424.0,0.548534590480518,0.43595876405770756
05071,26291.0,0.8756608725419345,0.4979901867559241
05073,6915.0,1.0,0.5277454808387564
05075,16669.0,0.8121063051172835,0.4363993040974264
05077,9398.0,1.0,0.5070993828474144
05079,13695.0,0.8540343190945601,0.45074333698430086
05081,12417.0,0.5655955544817589,0.40940404284448745
05083,21757.0,0.8500712414395367,0.44470607160913733
05085,72206.0,0.24945295404814005,0.31720161759410576
05087,16076.0,0.7519283403831799,0.4203471012689724
05089,16438.0,0.6955225696556758,0.43528713955469034
05091,43759.0,0.5009483763340112,0.41717452409789996
05093,42831.0,0.7372230393873597,0.4739282295533608
05095,7249.0,1.0,0.4677817630017934
05097,8993.0,0.6271544534638052,0.4623307016568442
05099,8440.0,1.0,0.49886255924170625
05101,7848.0,1.0,0.41881753312945974
05103,24106.0,0.6808263502862358,0.47079233385879043
05105,10322.0,0.31602402635148225,0.36141348575857396
05107,19034.0,1.0,0.5604733634548703
05109,10808.0,0.6358253145817913,0.43559678016284237
05111,24054.0,0.6871622183420637,0.429720212854411
05113,20163.0,0.8175866686504984,0.4973788622724793
05115,63644.0,0.498601596379863,0.44241326755075105
05117,8244.0,0.7086365841824357,0.4214677341096555
05119,393463.0,0.3062117657822972,0.36962985083730887
05121,17603.0,1.0,0.488155996137022
05123,26294.0,1.0,0.5392226363428919
05125,118009.0,0.07843469565880569,0.2460216593649637
05127,10442.0,1.0,0.5071097490902126
05129,7923.0,1.0,0.5074555092767891
05131,127461.0,0.4743333254877963,0.42299346466762394
05133,17193.0,0.7918920490897459,0.47464491362763916
05135,17043.0,1.0,0.5270826732382796
05137,12446.0,1.0,0.4812654668166479
05139,39732.0,0.6907278767743884,0.41171977247558644
05141,16684.0,0.5387796691440901,0.46052385519060174
05143,228529.0,0.2580241457320515,0.39813844194828674
05145,78804.0,0.39411704989594437,0.4134644180498452
05147,6660.0,1.0,0.47203153153153155
05149,21573.0,1.0,0.459040930793121
06001,1643700.0,0.2212398856238973,0.2104161464987525
06003,1146.0,1.0,0.38
06005,37829.0,0.04967088741441751,0.23343836739009757
06007,227075.0,0.26368380491027194,0.38558665639106
06009,45235.0,0.21644744114070963,0.2783013153531557
06011,21464.0,0.2868524040253448,0.3610934588147596
06013,1133247.0,0.19791625303221627,0.202755206940764
06015,27424.0,0.398811260210035,0.43974401983663947
06017,186661.0,0.09616363353887529,0.19904618533062612
06019,978130.0,0.6046762700254568,0.45256796131393556
06021,27897.0,0.6979603541599455,0.4343839839409255
06023,135768.0,0.16091420658770844,0.41507991573861286
06025,180216.0,0.9146135748213255,0.470952412660363
06027,18085.0,0.16195742327896046,0.2732684545203207
06029,883053.0,0.6130062408485107,0.46359058856036967
06031,150075.0,0.607576211894053,0.4354784607696152
06033,64148.0,0.651820789424456,0.4052718712976243
06035,31185.0,0.23030303030303031,0.32277857944524607
06037,10093855.0,0.4781058376606361,0.34292352822583655
06039,155013.0,0.5223239341216543,0.4262848277241263
06041,260295.0,0.06177606177606178,0.16768201463723856
06043,17540.0,0.38392246294184723,0.3623409350057013
06045,87422.0,0.5029969572876393,0.3923650797282149
06047,269075.0,0.7418935241103781,0.453720003716436
06049,8938.0,0.6833743566793467,0.4334672186171403
06051,14174.0,0.17186397629462397,0.28625088189643005
06053,433212.0,0.4208262929004737,0.34390887140707094
06055,140530.0,0.005137693019284139,0.21397765601650895
06057,99092.0,0.0684313567190086,0.2666030557461752
06059,3164182.0,0.26405402723357885,0.2516825928470613
06061,380077.0,0.020369556695090732,0.1765835870100006
06063,18699.0,0.0,0.28279694101288844
06065,2383286.0,0.37999845591339015,0.33243649314433954
06067,1510023.0,0.35245290965766746,0.32315752144172655
06069,59416.0,0.17668641443382255,0.2505027265383062
06071,2135413.0,0.4703048075477671,0.36649035572978156
06073,3302833.0,0.23378112063189388,0.2753042675787724
06075,870044.0,0.29008417965068434,0.20851564978322917
06077,732212.0,0.4371534473622394,0.3534571954570532
06079,281455.0,0.02556003624025155,0.275926027251248
06081,765935.0,0.17598751852311229,0.16199310646464787
06083,443738.0,0.2924608665473771,0.32800271781997486
06085,1922200.0,0.2093923629174904,0.1746443866403081
06087,273765.0,0.221039943016821,0.2919168995306193
06089,179085.0,0.20443923276656337,0.34990825585615765
06091,2930.0,0.0,0.31
06093,43540.0,0.6194533762057878,0.40735140101056505
06095,438530.0,0.17200647618178916,0.23555104553850356
06097,501317.0,0.09059736653654275,0.22865161165490097
06099,539301.0,0.4697246991939566,0.3750374837057599
06101,95872.0,0.5042139519359146,0.37937719042056084
06103,63373.0,0.9090148801540088,0.4477708172250012
06105,12862.0,0.5018659617477842,0.3964018037630229
06107,460477.0,0.7595406502387742,0.4960834960269461
06109,53932.0,0.21859007639249425,0.2715109767855818
06111,848112.0,0.23523190333352198,0.24084725838096835
06113,214977.0,0.17134856286951627,0.3541383962005238
06115,75493.0,0.33401772349754283,0.34714609301524646
08001,497115.0,0.25372197580036815,0.2863746014503687
08003,16444.0,0.34468499148625636,0.4869976891267332
08005,636671.0,0.16328841740867733,0.21531249263748473
08007,12908.0,0.26572668112798264,0.299108304927177
08009,3563.0,1.0,0.46598091495930394
08011,5809.0,1.0,0.56
08013,321030.0,0.031972089835840885,0.23565666760115872
08014,66120.0,0.0,0.13176149425287356
08015,19164.0,0.14944687956585265,0.32535587560008344
08017,2039.0,0.0,0.26
08019,9379.0,0.17773749866723532,0.22875466467640476
08021,8142.0,1.0,0.54
08023,3687.0,1.0,0.591033360455655
08025,5630.0,1.0,0.52
08027,4640.0,0.0,0.34
08029,30346.0,0.6029460225400383,0.41230013840374347
08031,693417.0,0.26918722788740396,0.29084607097893467
08033,1841.0,0.0,0.32999999999999996
08035,328614.0,0.0,0.0782022068445045
08037,54357.0,0.0,0.2442248468458524
08039,25162.0,0.0,0.1460142278038312
08041,688153.0,0.18007768621222314,0.26131501279511976
08043,47002.0,0.0,0.33930173184119816
08045,58538.0,0.0,0.25026324780484477
08047,5924.0,0.0,0.15
08049,15066.0,0.0,0.23761648745519712
08051,16537.0,0.0,0.3307752312995102
08053,878.0,0.0,0.29
08055,6583.0,0.47607473796141575,0.42377943186996814
08057,1296.0,0.0,0.31
08059,570427.0,0.03755958255832911,0.18008100948938247
08061,1449.0,0.0,0.38
08063,7635.0,0.18127046496398166,0.3258742632612967
08065,7585.0,0.2760711931443639,0.37729993408042184
08067,55101.0,0.0,0.23168381699061721
08069,338161.0,0.01602491121093207,0.2594961867276238
08071,14179.0,0.710346286762113,0.41019042245574444
08073,5548.0,0.0,0.32658615717375633
08075,21689.0,0.53916731983955,0.35607589100465675
08077,149998.0,0.1441085881145082,0.32199955999413327
08079,823.0,0.0,0.3
08081,13060.0,0.10405819295558959,0.32632618683001535
08083,25909.0,0.3674398857539851,0.3554367208305994
08085,41268.0,0.3478724435397887,0.3332776000775419
08087,28257.0,0.299217892911491,0.37439112432317656
08089,18325.0,0.8195361527967258,0.4921467939972715
08091,4722.0,0.0,0.19
08093,17392.0,0.0,0.21054852805887767
08095,4318.0,0.0,0.3322973598888374
08097,17909.0,0.0,0.1553459154614998
08099,12052.0,0.3940424825755061,0.39604132094258215
08101,164685.0,0.3316938397546832,0.40485065427938194
08103,6465.0,0.0,0.3
08105,11351.0,0.602061492379526,0.40549378909347195
08107,24874.0,0.0,0.22826405081611323
08109,6468.0,1.0,0.4900309214594929
08111,544.0,0.0,0.27
08113,7968.0,0.0,0.24404869477911645
08115,2350.0,0.0,0.38
08117,30429.0,0.0,0.2148282888034441
08119,24113.0,0.0,0.21822295027578487
08121,4840.0,0.0,0.32594008264462815
08123,295123.0,0.1600146379645097,0.2719251295222671
08125,10069.0,0.5673850432019069,0.3870215512960572
09001,944348.0,0.22997030755611278,0.20214794757864685
09003,894730.0,0.21207515116292067,0.23908366769863537
09005,183031.0,0.04772415601728669,0.171842256229819
09007,163368.0,0.023676607413936634,0.1720369962293718
09009,859339.0,0.20974376817530682,0.251682549028963
09011,268881.0,0.14863080693689773,0.23056076851841525
09013,151269.0,0.0445629970449993,0.21914331422829528
09015,116538.0,0.033774391185707665,0.2611339648869897
10001,174822.0,0.1791078925993296,0.3178793858896478
10003,555133.0,0.14741332257314912,0.2394484564960108
10005,219540.0,0.05391728158877653,0.26870952901521356
11001,684498.0,0.31006372553316447,0.28094891438689373
12001,263148.0,0.16793591439038108,0.4086031434781947
12003,27785.0,0.28868094295483177,0.32698794313478496
12005,182482.0,0.3064905031729157,0.33288395567782025
12007,26979.0,0.19934022758441752,0.4086678527743801
12009,576808.0,0.14811514403406334,0.29843372491366277
12011,1909151.0,0.3559807474631394,0.32249217584151274
12013,14444.0,0.27831625588479647,0.35792647466075883
12015,176954.0,0.23389694496874894,0.3115861184262576
12017,143087.0,0.5399651959996365,0.38401503980096025
12019,207291.0,0.04503331065989358,0.26018133927666903
12021,363922.0,0.2623666609877941,0.2940192403866763
12023,69105.0,0.31285724621952105,0.3866860574488097
12027,36399.0,0.8715349322783593,0.5522085771587132
12029,16437.0,1.0,0.4665498570298717
12031,924229.0,0.2495929039231619,0.33830143827990655
12033,311522.0,0.3585589460776446,0.34394081316889336
12035,107139.0,0.08351767330290558,0.33844333062656934
12037,11736.0,0.8305214723926381,0.40572767552828903
12039,46017.0,0.6900927917943369,0.4646491514005694
12041,17615.0,0.32069259154130003,0.4289355662787397
12043,13363.0,1.0,0.4161019232208336
12045,16055.0,0.0,0.3439233883525381
12047,14269.0,1.0,0.48702852337234565
12049,27228.0,0.954458645511973,0.5444465256353753
12051,40127.0,1.0,0.5334490492685723
12053,182696.0,0.3271226518369313,0.354504039497307
12055,102101.0,0.5859785898277197,0.43082457566527266
12057,1378883.0,0.307955062177139,0.3367227458747407
12059,19430.0,1.0,0.4687112712300567
12061,150984.0,0.365091665342023,0.3174019763683569
12063,48472.0,0.9118253837266875,0.4281593497276778
12065,14105.0,0.4293512938674229,0.3799638426090039
12067,8744.0,1.0,0.45959972552607503
12069,335362.0,0.20735205539089105,0.3185292609180528
12071,718679.0,0.2784400267713402,0.3158582900015167
12073,288102.0,0.10224156722271974,0.37923051558128723
12075,39961.0,0.6016866444783664,0.47583894296939516
12077,8365.0,1.0,0.5149635385534967
12079,18474.0,0.7240987333549854,0.5012211757063981
12081,373853.0,0.2209023332700286,0.29873709720130626
12083,348371.0,0.38440053850636247,0.38934394653975213
12085,157581.0,0.21051395790101599,0.26663772916785644
12086,2715516.0,0.6799249203466302,0.40494068162367663
12087,76325.0,0.24750736980019653,0.2693756960366852
12089,80578.0,0.0,0.23612152200352454
12091,200737.0,0.027653098332644205,0.27862865341217613
12093,40572.0,0.8478260869565217,0.47486098787341025
12095,1321194.0,0.3389373551499628,0.35601605063298797
12097,338619.0,0.3328608258839581,0.416347753670054
12099,1446277.0,0.33262991805857384,0.3012125685466892
12101,510593.0,0.3676235279371241,0.32253283926728354
12103,957875.0,0.2217345687067728,0.30154190264909314
12105,668671.0,0.42017524313152504,0.3929808680202969
12107,72766.0,0.8259077041475414,0.5020587911936893
12109,235503.0,0.0673537067468355,0.19069434359647222
12111,305591.0,0.2843866475125249,0.3494570520728687
12113,170442.0,0.07721101606411565,0.25586991469238807
12115,412144.0,0.0659745137621802,0.23972414981171625
12117,455086.0,0.09487217800591537,0.26180596634482284
12119,120999.0,0.13904247142538367,0.21528706848816934
12121,43924.0,0.3678854384846553,0.3989732264821055
12123,22098.0,0.4868766404199475,0.4232360394605847
12125,15239.0,0.729837915873745,0.43729444189251265
12127,527634.0,0.22182990482038686,0.34541017068649865
12129,31877.0,0.4169150170969665,0.3229024061235373
12131,65858.0,0.4255519450939901,0.31273679735187826
12133,24566.0,0.9332817715541806,0.5052430188064805
13001,18454.0,0.537010946136339,0.47738972580470357
13003,8265.0,0.44077434966727164,0.5401415607985481
13005,11228.0,1.0,0.5036373352333452
13007,3189.0,1.0,0.5336500470366886
13009,45286.0,0.28971426047785187,0.4648867199576028
13011,18510.0,0.255537547271745,0.4393479200432199
13013,76887.0,0.17876884258717338,0.31933916006607094
13015,103620.0,0.14371742906774754,0.36221627099015635
13017,17154.0,0.9147720648245308,0.5258173020869767
13019,19025.0,0.2797371879106439,0.4593035479632063
13021,153490.0,0.4897191999478793,0.44711010489282677
13023,12775.0,0.19561643835616438,0.4519405088062623
13025,18561.0,0.3889876623026777,0.5081110931523085
13027,15622.0,0.570925617718602,0.48788439380361026
13029,35885.0,0.2854117319214156,0.2678974501881009
13031,74782.0,0.35368136717391885,0.4957239710090664
13033,22550.0,0.7628381374722838,0.45699866962305985
13035,23750.0,0.6525473684210527,0.4147671578947369
13037,6428.0,1.0,0.5406549471064095
13039,52714.0,0.13320939408885685,0.3466572447547141
13043,10827.0,1.0,0.5453348111203473
13045,116022.0,0.05124890107048663,0.368930375273655
13047,66299.0,0.0,0.29637837674776385
13049,12983.0,0.7607640760995148,0.49932989293691754
13051,287049.0,0.2672679577354389,0.3376059139728757
13053,10767.0,0.6048109965635738,0.4044933593387201
13055,24817.0,0.8123060805093283,0.5188511907160415
13057,241910.0,0.0,0.1990513000702741
13059,124602.0,0.16490907048040962,0.5273025312595303
13061,3001.0,1.0,0.66
13063,278666.0,0.41743520917514154,0.4590569355429081
13065,6743.0,1.0,0.5721993178110634
13067,745057.0,0.12469784191008204,0.23884802102389482
13069,42961.0,0.4763855589953679,0.4805539908288913
13071,45606.0,0.4690610884532737,0.5057380607814761
13073,147295.0,0.0,0.17137472419294614
13075,17184.0,0.33606843575418993,0.4782530260707635
13077,140516.0,0.14115118563010617,0.24657789860229434
13079,12344.0,0.5583279325988334,0.42147764095917056
13081,22846.0,1.0,0.5444160903440428
13083,16227.0,0.2147655142663462,0.3757428976397363
13085,23861.0,0.0,0.2612354888730565
13087,26833.0,0.6435732120895912,0.44716729400365224
13089,743187.0,0.3351538710983911,0.336181109195936
13091,20919.0,0.2861513456666189,0.47374826712557955
13093,13905.0,1.0,0.4689500179791442
13095,91049.0,0.6385682434732946,0.52117870597151
13097,141840.0,0.15329244218838128,0.2961756909193457
13099,10348.0,1.0,0.5437446849632779
13101,3994.0,0.0,0.42377065598397595
13103,58689.0,0.0,0.22238732982330592
13105,19212.0,0.7382365188423902,0.46660628773683116
13107,22499.0,0.7919463087248322,0.4852491221832082
13109,10727.0,0.36860259159131165,0.5049277524004848
13111,24925.0,0.4349448345035105,0.3452132397191575
13113,111369.0,0.0,0.16755721969309237
13115,96824.0,0.2722155663884987,0.4049669503428902
13117,219880.0,0.0,0.1341170638530107
13119,22514.0,0.6057564182286578,0.424508750111042
13121,1021902.0,0.27944656141195534,0.2920107603273112
13123,29922.0,0.5604237684646748,0.37615901343493086
13125,3009.0,0.0,0.33
13127,83974.0,0.4169385762259747,0.3659225474551647
13129,56790.0,0.0,0.4334544814227857
13131,24926.0,0.9084891278183423,0.45391799727192483
13133,16976.0,0.5996701225259189,0.4159613572101791
13135,902298.0,0.20531908526894663,0.28866590638569517
13137,44289.0,0.17205175099911943,0.3772114972114972
13139,195961.0,0.21567046504151335,0.33644021004179403
13141,8535.0,0.7786760398359696,0.5435219683655536
13143,28956.0,0.2677165354330709,0.3531430446194226
13145,33590.0,0.0,0.21023965465912473
13147,25631.0,0.21122859037883812,0.42638367601732274
13149,11677.0,0.36584739230966856,0.35058062858610944
13151,221307.0,0.07255080047174288,0.24667240530123313
13153,151682.0,0.1216492398570694,0.31249284687701906
13155,9268.0,0.2577686663789383,0.4693785066896849
13157,65755.0,0.0,0.28881925328872327
13159,13784.0,0.0,0.4121982008125363
13161,14991.0,0.4779534387299046,0.5675798812620906
13163,15772.0,1.0,0.513328049708344
13165,8827.0,1.0,0.5881443298969072
13167,9730.0,0.8257965056526207,0.4660832476875642
13169,28548.0,0.12957124842370743,0.3298420204567746
13171,18513.0,0.22616539728839194,0.37137524982444764
13173,10366.0,0.0,0.45616438356164385
13175,47418.0,0.6494791007634232,0.49765447720274997
13177,29348.0,0.0,0.24906228703829905
13179,62108.0,0.23861660333612417,0.43206012107941
13181,7799.0,1.0,0.43217335555840497
13183,18156.0,0.6162701035470368,0.4431389072482926
13185,114582.0,0.31816515683091584,0.4609436037073885
13187,31951.0,0.0,0.35535319708303337
13189,21498.0,0.6344311098706856,0.4501297795143734
13191,14120.0,0.6839943342776204,0.3597762039660057
13193,13480.0,1.0,0.5129784866468843
13195,28900.0,0.3267128027681661,0.39937058823529414
13197,8484.0,0.5022395096652522,0.4000895803866101
13199,21113.0,1.0,0.5290105622128546
13201,5836.0,1.0,0.4230517477724469
13205,22432.0,1.0,0.5081004814550643
13207,27010.0,0.363346908552388,0.3309122547204739
13209,9036.0,0.0,0.4345473660911908
13211,18235.0,0.0,0.23257197696737048
13213,39557.0,0.4444472533306368,0.3989015850544784
13215,196670.0,0.5721919967458179,0.4187642243351808
13217,106497.0,0.1505112820079439,0.3499227208278168
13219,37017.0,0.0,0.16505740605667668
13221,14784.0,0.12073863636363637,0.3955478896103896
13223,155840.0,0.0,0.2626994353182752
13225,26966.0,0.3435808054587258,0.4456311651709561
13227,30832.0,0.0,0.2950259470679813
13229,19164.0,0.0,0.4573220621999582
13231,18082.0,0.0,0.22576097776794601
13233,41621.0,0.264938372456212,0.430105475601259
13235,11295.0,0.11810535635236831,0.4363373173970784
13237,21503.0,0.4700739431707204,0.4008659256847882
13239,2276.0,1.0,0.43
13241,16457.0,0.6021753661056085,0.4387209090356687
13243,7087.0,1.0,0.6273119796811063
13245,201463.0,0.5910018216744514,0.4562735589165255
13247,89011.0,0.1564076350114031,0.340506903641123
13249,5211.0,0.5707157935137209,0.418436000767607
13251,13990.0,0.8725518227305218,0.48244889206576125
13253,8437.0,0.7245466398008771,0.47236576982339695
13255,64719.0,0.33113923268282885,0.4251596903536829
13257,25676.0,0.25019473438230255,0.4136851534506933
13259,6042.0,1.0,0.5902416418404502
13261,30352.0,0.5030640484976279,0.4840521217712178
13263,6378.0,1.0,0.4506992787707746
13265,1665.0,1.0,0.45999999999999996
13267,25353.0,0.0,0.48918786731353286
13269,8193.0,1.0,0.5124069327474673
13271,16115.0,1.0,0.5533105802047782
13273,8859.0,0.8218760582458516,0.5184230725815555
13275,44730.0,0.6610105074893807,0.41567963335568964
13277,40510.0,0.2842508022710442,0.44823302888175753
13279,27048.0,0.7777284826974268,0.49867236024844713
13281,11417.0,0.0,0.3263405448016116
13283,6777.0,1.0,0.48667847129998526
13285,69774.0,0.6403101441797804,0.42264697451772865
13287,7962.0,0.6417985430796282,0.49776186887716656
13289,8284.0,1.0,0.4491308546595848
13291,22775.0,0.2214270032930845,0.35302568605927553
13293,26216.0,0.7694537686908758,0.45966928593225514
13295,68824.0,0.4800215041264675,0.3952271010112752
13297,90132.0,0.1652354324768118,0.29301735232769716
13299,35599.0,0.5422905137784769,0.49516138093766676
13301,5346.0,1.0,0.5250673400673401
13303,20461.0,0.9123210009285959,0.486676115536875
13305,29767.0,0.4338025330063493,0.45174118990828777
13307,2613.0,0.0,0.3511595866819747
13309,7939.0,1.0,0.5855347021035395
13311,28928.0,0.0,0.32832860896017696
13313,103849.0,0.230007029436971,0.4523590983061946
13315,8846.0,1.0,0.5211869771648203
13317,9884.0,0.7790368271954674,0.4781910157830838
13319,9078.0,0.6971799955937431,0.43977417933465524
13321,20656.0,0.3511812548412084,0.385565453137103
15001,197658.0,0.10579890517965375,0.3171781562092098
15003,987638.0,0.128465085385536,0.1965176208286843
15005,75.0,0.0,0.18
15007,71377.0,0.010955910167140676,0.21965324964624458
15009,165281.0,0.08511565152679376,0.214239628269432
16001,446052.0,0.031153318447176562,0.2495233515374889
16003,4019.0,0.6287633739736253,0.33431450609604385
16005,85065.0,0.44173279257038733,0.38906424498912606
16007,5962.0,0.0,0.33533545790003355
16009,9086.0,1.0,0.4278670482060313
16011,45551.0,0.06197449013194002,0.37309235801628937
16013,21994.0,0.0,0.3093593707374739
16015,7163.0,0.0,0.31000000000000005
16017,42711.0,0.500924820303903,0.333323031537543
16019,112397.0,0.09561643104353319,0.3269105047287739
16021,11549.0,0.44514676595376224,0.3578058706381505
16023,2602.0,0.0,0.37
16025,886.0,0.0,0.38
16027,212230.0,0.5793148942185365,0.4191723130565895
16029,6918.0,0.0,0.31063746747614923
16031,23615.0,0.41702307855176796,0.3972729197543933
16033,1077.0,1.0,0.47
16035,8640.0,0.6564814814814814,0.3659537037037037
16037,4141.0,1.0,0.4
16039,26433.0,1.0,0.43202474180002265
16041,13279.0,0.0,0.293562768280744
16043,12965.0,0.2960277670651755,0.3721334361743155
16045,17052.0,0.33304011259676286,0.3713417780905466
16047,15169.0,0.0,0.4250049442942844
