Interval,GMTIntervalEnd,Reserve Zone,RegUP,RegDN,Spin,Supp,RampUP,RampDN
03/24/2022 01:00:00,03/24/2022 06:00:00,1,8.0584,4.7920,6.6877,0.6700,0.0000,0.0000
03/24/2022 01:00:00,03/24/2022 06:00:00,2,8.0584,4.7920,6.6877,0.6700,0.0000,0.0000
03/24/2022 01:00:00,03/24/2022 06:00:00,3,8.0584,4.7920,6.6877,0.6700,0.0000,0.0000
03/24/2022 01:00:00,03/24/2022 06:00:00,4,8.0584,4.7920,6.6877,0.6700,0.0000,0.0000
03/24/2022 01:00:00,03/24/2022 06:00:00,5,8.0584,4.7920,6.6877,0.6700,0.0000,0.0000
03/24/2022 01:00:00,03/24/2022 06:00:00,SPP,8.0584,4.7920,6.6877,0.6700,0.0000,0.0000
03/24/2022 02:00:00,03/24/2022 07:00:00,1,5.5450,4.9721,4.0000,0.6700,0.0000,0.0000
03/24/2022 02:00:00,03/24/2022 07:00:00,2,5.5450,4.9721,4.0000,0.6700,0.0000,0.0000
03/24/2022 02:00:00,03/24/2022 07:00:00,3,5.5450,4.9721,4.0000,0.6700,0.0000,0.0000
03/24/2022 02:00:00,03/24/2022 07:00:00,4,5.5450,4.9721,4.0000,0.6700,0.0000,0.0000
03/24/2022 02:00:00,03/24/2022 07:00:00,5,5.5450,4.9721,4.0000,0.6700,0.0000,0.0000
03/24/2022 02:00:00,03/24/2022 07:00:00,SPP,5.5450,4.9721,4.0000,0.6700,0.0000,0.0000
03/24/2022 03:00:00,03/24/2022 08:00:00,1,10.3206,15.6417,2.2893,0.6700,0.0000,0.0000
03/24/2022 03:00:00,03/24/2022 08:00:00,2,10.3206,15.6417,2.2893,0.6700,0.0000,0.0000
03/24/2022 03:00:00,03/24/2022 08:00:00,3,10.3206,15.6417,2.2893,0.6700,0.0000,0.0000
03/24/2022 03:00:00,03/24/2022 08:00:00,4,10.3206,15.6417,2.2893,0.6700,0.0000,0.0000
03/24/2022 03:00:00,03/24/2022 08:00:00,5,10.3206,15.6417,2.2893,0.6700,0.0000,0.0000
03/24/2022 03:00:00,03/24/2022 08:00:00,SPP,10.3206,15.6417,2.2893,0.6700,0.0000,0.0000
03/24/2022 04:00:00,03/24/2022 09:00:00,1,4.5268,27.7244,1.6680,0.5001,0.0000,0.0000
03/24/2022 04:00:00,03/24/2022 09:00:00,2,4.5268,27.7244,1.6680,0.5001,0.0000,0.0000
03/24/2022 04:00:00,03/24/2022 09:00:00,3,4.5268,27.7244,1.6680,0.5001,0.0000,0.0000
03/24/2022 04:00:00,03/24/2022 09:00:00,4,4.5268,27.7244,1.6680,0.5001,0.0000,0.0000
03/24/2022 04:00:00,03/24/2022 09:00:00,5,4.5268,27.7244,1.6680,0.5001,0.0000,0.0000
03/24/2022 04:00:00,03/24/2022 09:00:00,SPP,4.5268,27.7244,1.6680,0.5001,0.0000,0.0000
03/24/2022 05:00:00,03/24/2022 10:00:00,1,4.8583,22.7933,1.5004,0.5001,0.0000,0.0000
03/24/2022 05:00:00,03/24/2022 10:00:00,2,4.8583,22.7933,1.5004,0.5001,0.0000,0.0000
03/24/2022 05:00:00,03/24/2022 10:00:00,3,4.8583,22.7933,1.5004,0.5001,0.0000,0.0000
