Interval,GMTIntervalEnd,Reserve Zone,RegUP,RegDN,Spin,Supp
02/18/2022 09:00:00,02/18/2022 15:00:00,2,13.1941,7.9997,5.5953,0.6700
02/18/2022 09:00:00,02/18/2022 15:00:00,3,13.1941,7.9997,5.5953,0.6700
02/18/2022 09:00:00,02/18/2022 15:00:00,4,13.1941,7.9997,5.5953,0.6700
02/18/2022 09:00:00,02/18/2022 15:00:00,5,13.1941,7.9997,5.5953,0.6700
02/18/2022 09:00:00,02/18/2022 15:00:00,SPP,13.1941,7.9997,5.5953,0.6700
02/18/2022 10:00:00,02/18/2022 16:00:00,1,23.2210,4.3357,10.0783,0.6701
02/18/2022 10:00:00,02/18/2022 16:00:00,2,23.2210,4.3357,10.0783,0.6701
02/18/2022 10:00:00,02/18/2022 16:00:00,3,23.2210,4.3357,10.0783,0.6701
02/18/2022 10:00:00,02/18/2022 16:00:00,4,23.2210,4.3357,10.0783,0.6701
02/18/2022 10:00:00,02/18/2022 16:00:00,5,23.2210,4.3357,10.0783,0.6701
02/18/2022 10:00:00,02/18/2022 16:00:00,SPP,23.2210,4.3357,10.0783,0.6701
02/18/2022 11:00:00,02/18/2022 17:00:00,1,23.4572,4.7657,8.9369,0.6700
02/18/2022 11:00:00,02/18/2022 17:00:00,2,23.4572,4.7657,8.9369,0.6700
02/18/2022 11:00:00,02/18/2022 17:00:00,3,23.4572,4.7657,8.9369,0.6700
02/18/2022 11:00:00,02/18/2022 17:00:00,4,23.4572,4.7657,8.9369,0.6700
02/18/2022 11:00:00,02/18/2022 17:00:00,5,23.4572,4.7657,8.9369,0.6700
02/18/2022 11:00:00,02/18/2022 17:00:00,SPP,23.4572,4.7657,8.9369,0.6700
02/18/2022 12:00:00,02/18/2022 18:00:00,1,11.8166,3.9929,9.2823,0.6700
02/18/2022 12:00:00,02/18/2022 18:00:00,2,11.8166,3.9929,9.2823,0.6700
02/18/2022 12:00:00,02/18/2022 18:00:00,3,11.8166,3.9929,9.2823,0.6700
02/18/2022 12:00:00,02/18/2022 18:00:00,4,11.8166,3.9929,9.2823,0.6700
02/18/2022 12:00:00,02/18/2022 18:00:00,5,11.8166,3.9929,9.2823,0.6700
02/18/2022 12:00:00,02/18/2022 18:00:00,SPP,11.8166,3.9929,9.2823,0.6700
02/18/2022 13:00:00,02/18/2022 19:00:00,1,17.0790,4.9091,6.2156,0.6700
02/18/2022 13:00:00,02/18/2022 19:00:00,2,17.0790,4.9091,6.2156,0.6700
02/18/2022 13:00:00,02/18/2022 19:00:00,3,17.0790,4.9091,6.2156,0.6700
02/18/2022 13:00:00,02/18/2022 19:00:00,4,17.0790,4.9091,6.2156,0.6700
02/18/2022 13:00:00,02/18/2022 19:00:00,5,17.0790,4.9091,6.2156,0.6700
02/18/2022 13:00:00,02/18/2022 19:00:00,SPP,17.0790,4.9091,6.2156,0.6700
02/18/2022 14:00:00,02/18/2022 20:00:00,1,16.1914,4.9199,5.2396,0.6700
02/18/2022 14:00:00,02/18/2022 20:00:00,2,16.1914,4.9199,5.2396,0.6700
02/18/2022 14:00:00,02/18/2022 20:00:00,3,16.1914,4.9199,5.2396,0.6700
02/18/2022 14:00:00,02/18/2022 20:00:00,4,16.1914,4.9199,5.2396,0.6700
02/18/2022 14:00:00,02/18/2022 20:00:00,5,16.1914,4.9199,5.2396,0.6700
02/18/2022 14:00:00,02/18/2022 20:00:00,SPP,16.1914,4.9199,5.2396,0.6700
02/18/2022 15:00:00,02/18/2022 21:00:00,1,12.8901,5.1742,5.2506,0.6700
02/18/2022 15:00:00,02/18/2022 21:00:00,2,12.8901,5.1742,5.2506,0.6700
02/18/2022 15:00:00,02/18/2022 21:00:00,3,12.8901,5.1742,5.2506,0.6700
02/18/2022 15:00:00,02/18/2022 21:00:00,4,12.8901,5.1742,5.2506,0.6700
02/18/2022 15:00:00,02/18/2022 21:00:00,5,12.8901,5.1742,5.2506,0.6700
02/18/2022 15:00:00,02/18/2022 21:00:00,SPP,12.8901,5.1742,5.2506,0.6700
02/18/2022 16:00:00,02/18/2022 22:00:00,1,9.8157,2.5000,4.4757,0.6700
02/18/2022 16:00:00,02/18/2022 22:00:00,2,9.8157,2.5000,4.4757,0.6700
02/18/2022 16:00:00,02/18/2022 22:00:00,3,9.8157,2.5000,4.4757,0.6700
02/18/2022 16:00:00,02/18/2022 22:00:00,4,9.8157,2.5000,4.4757,0.6700
02/18/2022 16:00:00,02/18/2022 22:00:00,5,9.8157,2.5000,4.4757,0.6700
02/18/2022 16:00:00,02/18/2022 22:00:00,SPP,9.8157,2.5000,4.4757,0.6700
02/18/2022 17:00:00,02/18/2022 23:00:00,1,8.9498,2.5000,6.2752,0.6700
02/18/2022 17:00:00,02/18/2022 23:00:00,2,8.9498,2.5000,6.2752,0.6700
02/18/2022 17:00:00,02/18/2022 23:00:00,3,8.9498,2.5000,6.2752,0.6700
02/18/2022 17:00:00,02/18/2022 23:00:00,4,8.9498,2.5000,6.2752,0.6700
02/18/2022 17:00:00,02/18/2022 23:00:00,5,8.9498,2.5000,6.2752,0.6700
02/18/2022 17:00:00,02/18/2022 23:00:00,SPP,8.9498,2.5000,6.2752,0.6700
02/18/2022 18:00:00,02/19/2022 00:00:00,1,12.4062,2.5000,9.4956,0.1500
02/18/2022 18:00:00,02/19/2022 00:00:00,2,12.4062,2.5000,9.4956,0.1500
02/18/2022 18:00:00,02/19/2022 00:00:00,3,12.4062,2.5000,9.4956,0.1500
02/18/2022 18:00:00,02/19/2022 00:00:00,4,12.4062,2.5000,9.4956,0.1500
02/18/2022 18:00:00,02/19/2022 00:00:00,5,12.4062,2.5000,9.4956,0.1500
02/18/2022 18:00:00,02/19/2022 00:00:00,SPP,12.4062,2.5000,9.4956,0.1500
02/18/2022 19:00:00,02/19/2022 01:00:00,1,13.9000,4.2969,11.2306,0.1500
02/18/2022 19:00:00,02/19/2022 01:00:00,2,13.9000,4.2969,11.2306,0.1500
02/18/2022 19:00:00,02/19/2022 01:00:00,3,13.9000,4.2969,11.2306,0.1500
02/18/2022 19:00:00,02/19/2022 01:00:00,4,13.9000,4.2969,11.2306,0.1500
02/18/2022 19:00:00,02/19/2022 01:00:00,5,13.9000,4.2969,11.2306,0.1500
02/18/2022 19:00:00,02/19/2022 01:00:00,SPP,13.9000,4.2969,11.2306,0.1500
02/18/2022 20:00:00,02/19/2022 02:00:00,1,10.4329,4.8667,7.4092,0.1490
02/18/2022 20:00:00,02/19/2022 02:00:00,2,10.4329,4.8667,7.4092,0.1490
02/18/2022 20:00:00,02/19/2022 02:00:00,3,10.4329,4.8667,7.4092,0.1490
02/18/2022 20:00:00,02/19/2022 02:00:00,4,10.4329,4.8667,7.4092,0.1490
02/18/2022 20:00:00,02/19/2022 02:00:00,5,10.4329,4.8667,7.4092,0.1490
02/18/2022 20:00:00,02/19/2022 02:00:00,SPP,10.4329,4.8667,7.4092,0.1490
02/18/2022 21:00:00,02/19/2022 03:00:00,1,7.3326,4.7654,4.7824,0.1490
02/18/2022 21:00:00,02/19/2022 03:00:00,2,7.3326,4.7654,4.7824,0.1490
02/18/2022 21:00:00,02/19/2022 03:00:00,3,7.3326,4.7654,4.7824,0.1490
02/18/2022 21:00:00,02/19/2022 03:00:00,4,7.3326,4.7654,4.7824,0.1490
02/18/2022 21:00:00,02/19/2022 03:00:00,5,7.3326,4.7654,4.7824,0.1490
02/18/2022 21:00:00,02/19/2022 03:00:00,SPP,7.3326,4.7654,4.7824,0.1490
02/18/2022 22:00:00,02/19/2022 04:00:00,1,5.6461,4.6156,4.1490,0.1490
02/18/2022 22:00:00,02/19/2022 04:00:00,2,5.6461,4.6156,4.1490,0.1490
02/18/2022 22:00:00,02/19/2022 04:00:00,3,5.6461,4.6156,4.1490,0.1490
02/18/2022 22:00:00,02/19/2022 04:00:00,4,5.6461,4.6156,4.1490,0.1490
02/18/2022 22:00:00,02/19/2022 04:00:00,5,5.6461,4.6156,4.1490,0.1490
02/18/2022 22:00:00,02/19/2022 04:00:00,SPP,5.6461,4.6156,4.1490,0.1490
02/18/2022 23:00:00,02/19/2022 05:00:00,1,4.3801,4.1983,2.6236,0.1480
02/18/2022 23:00:00,02/19/2022 05:00:00,2,4.3801,4.1983,2.6236,0.1480
02/18/2022 23:00:00,02/19/2022 05:00:00,3,4.3801,4.1983,2.6236,0.1480
02/18/2022 23:00:00,02/19/2022 05:00:00,4,4.3801,4.1983,2.6236,0.1480
02/18/2022 23:00:00,02/19/2022 05:00:00,5,4.3801,4.1983,2.6236,0.1480
02/18/2022 23:00:00,02/19/2022 05:00:00,SPP,4.3801,4.1983,2.6236,0.1480
02/19/2022 00:00:00,02/19/2022 06:00:00,1,4.0855,4.8777,2.1481,0.1480
02/19/2022 00:00:00,02/19/2022 06:00:00,2,4.0855,4.8777,2.1481,0.1480
02/19/2022 00:00:00,02/19/2022 06:00:00,3,4.0855,4.8777,2.1481,0.1480
02/19/2022 00:00:00,02/19/2022 06:00:00,4,4.0855,4.8777,2.1481,0.1480
02/19/2022 00:00:00,02/19/2022 06:00:00,5,4.0855,4.8777,2.1481,0.1480
02/19/2022 00:00:00,02/19/2022 06:00:00,SPP,4.0855,4.8777,2.1481,0.1480
