Interval,GMTIntervalEnd,Reserve Zone,RegUP,RegDN,Spin,Supp
02/13/2022 01:00:00,02/13/2022 07:00:00,1,7.3436,25.8890,0.1480,0.1480
02/13/2022 01:00:00,02/13/2022 07:00:00,2,7.3436,25.8890,0.1480,0.1480
02/13/2022 01:00:00,02/13/2022 07:00:00,3,7.3436,25.8890,0.1480,0.1480
02/13/2022 01:00:00,02/13/2022 07:00:00,4,7.3436,25.8890,0.1480,0.1480
02/13/2022 01:00:00,02/13/2022 07:00:00,5,7.3436,25.8890,0.1480,0.1480
02/13/2022 01:00:00,02/13/2022 07:00:00,SPP,7.3436,25.8890,0.1480,0.1480
02/13/2022 02:00:00,02/13/2022 08:00:00,1,7.9993,9.9108,0.1480,0.1480
02/13/2022 02:00:00,02/13/2022 08:00:00,2,7.9993,9.9108,0.1480,0.1480
02/13/2022 02:00:00,02/13/2022 08:00:00,3,7.9993,9.9108,0.1480,0.1480
02/13/2022 02:00:00,02/13/2022 08:00:00,4,7.9993,9.9108,0.1480,0.1480
02/13/2022 02:00:00,02/13/2022 08:00:00,5,7.9993,9.9108,0.1480,0.1480
02/13/2022 02:00:00,02/13/2022 08:00:00,SPP,7.9993,9.9108,0.1480,0.1480
02/13/2022 03:00:00,02/13/2022 09:00:00,1,14.1319,16.6849,0.1480,0.1480
02/13/2022 03:00:00,02/13/2022 09:00:00,2,14.1319,16.6849,0.1480,0.1480
02/13/2022 03:00:00,02/13/2022 09:00:00,3,14.1319,16.6849,0.1480,0.1480
02/13/2022 03:00:00,02/13/2022 09:00:00,4,14.1319,16.6849,0.1480,0.1480
02/13/2022 03:00:00,02/13/2022 09:00:00,5,14.1319,16.6849,0.1480,0.1480
02/13/2022 03:00:00,02/13/2022 09:00:00,SPP,14.1319,16.6849,0.1480,0.1480
02/13/2022 04:00:00,02/13/2022 10:00:00,1,5.5201,9.1082,0.1480,0.1480
02/13/2022 04:00:00,02/13/2022 10:00:00,2,5.5201,9.1082,0.1480,0.1480
02/13/2022 04:00:00,02/13/2022 10:00:00,3,5.5201,9.1082,0.1480,0.1480
02/13/2022 04:00:00,02/13/2022 10:00:00,4,5.5201,9.1082,0.1480,0.1480
