year,month,day,hour,load,pv,pv0
2016,1,18,20,670.0281635,0,0
2016,1,18,21,754.079023,0,0
2016,1,18,22,736.2871768,0,0
2016,1,18,23,619.8124344,0,0
2016,1,18,24,429.8127916,0,0
2016,1,19,1,260.7321658,0,0
2016,1,19,2,251.2993216,0,0
2016,1,19,3,239.5561458,0,0
2016,1,19,4,243.6860793,0,0
2016,1,19,5,280.208985,0,0
2016,1,19,6,343.9028064,0,0
2016,1,19,7,560.7991176,0,0
2016,1,19,8,690.5484479,0.93495,0
2016,1,19,9,543.1775965,16.46067,0
2016,1,19,10,566.5053833,35.79582,0
2016,1,19,11,504.8210747,50.39549,0
2016,1,19,12,452.474955,58.09636,0
2016,1,19,13,500.3743293,58.55517,0
2016,1,19,14,491.9277515,55.56867,0
2016,1,19,15,466.0720874,45.19427,0
2016,1,19,16,440.9080738,28.92468,0
2016,1,19,17,457.4944266,9.97837,0
2016,1,19,18,527.15969,0,0
2016,1,19,19,641.6693905,0,0
2016,1,19,20,625.1667801,0,0
2016,1,19,21,729.9350953,0,0
2016,1,19,22,740.7134389,0,0
2016,1,19,23,587.0726786,0,0
2016,1,19,24,420.5561436,0,0
2016,1,20,1,250.2219842,0,0
2016,1,20,2,244.8635878,0,0
2016,1,20,3,233.4435178,0,0
2016,1,20,4,236.024639,0,0
2016,1,20,5,249.8417757,0,0
2016,1,20,6,367.353014,0,0
2016,1,20,7,572.9199949,0,0
2016,1,20,8,708.3931171,3.44664,0
2016,1,20,9,597.6971563,20.83708,0
2016,1,20,10,534.5822573,40.68084,0
2016,1,20,11,450.2636577,53.25571,0
2016,1,20,12,408.7924598,60.84316,0
2016,1,20,13,403.125443,63.0706,0
2016,1,20,14,351.761071,58.57658,0
2016,1,20,15,333.2864881,49.33103,0
2016,1,20,16,392.2852549,34.21003,0
2016,1,20,17,432.5853212,13.90514,0
2016,1,20,18,482.5075259,0.26311,0
2016,1,20,19,618.9635319,0,0
2016,1,20,20,664.4022317,0,0
2016,1,20,21,696.8790961,0,0
2016,1,20,22,687.6996758,0,0
2016,1,20,23,554.7932235,0,0
2016,1,20,24,393.0246079,0,0
2016,1,21,1,274.4088707,0,0
2016,1,21,2,272.939902,0,0
2016,1,21,3,236.0379021,0,0
2016,1,21,4,236.2899029,0,0
2016,1,21,5,247.75969,0,0
2016,1,21,6,266.6119689,0,0
2016,1,21,7,429.5143527,0,0
2016,1,21,8,550.0870237,2.7824,0
2016,1,21,9,685.0383165,15.24337,0
2016,1,21,10,613.7709503,31.26772,0
2016,1,21,11,531.0659273,49.0246,0
2016,1,21,12,515.8094872,60.20411,0
2016,1,21,13,516.0285878,56.17526,0
2016,1,21,14,494.0055078,49.82238,0
2016,1,21,15,496.226065,43.77749,0
2016,1,21,16,483.0831562,29.39821,0
2016,1,21,17,489.8173473,10.07491,0
2016,1,21,18,479.3642424,0,0
2016,1,21,19,632.9695455,0,0
2016,1,21,20,679.7384282,0,0
2016,1,21,21,731.3780516,0,0
2016,1,21,22,729.1033344,0,0
2016,1,21,23,624.4456013,0,0
2016,1,21,24,433.8610012,0,0
2016,1,22,1,339.5481579,0,0
2016,1,22,2,324.3868126,0,0
2016,1,22,3,281.9279306,0,0
2016,1,22,4,279.0920071,0,0
2016,1,22,5,287.6576064,0,0
2016,1,22,6,303.427064,0,0
2016,1,22,7,446.2390598,0,0
2016,1,22,8,585.9879439,0.5094,0
2016,1,22,9,688.0390362,10.14692,0
2016,1,22,10,598.342417,13.23384,0
2016,1,22,11,507.2220737,13.02959,0
2016,1,22,12,521.3145113,47.46563,0
2016,1,22,13,510.4740017,34.54819,0
2016,1,22,14,442.2032409,31.14009,0
2016,1,22,15,373.7808742,31.37608,0
2016,1,22,16,375.6349391,20.69032,0
2016,1,22,17,410.5179982,3.58406,0
2016,1,22,18,483.1881063,0,0
2016,1,22,19,643.1725144,0,0
2016,1,22,20,680.1645227,0,0
2016,1,22,21,756.4614644,0,0
2016,1,22,22,713.7669516,0,0
2016,1,22,23,622.0772245,0,0
2016,1,22,24,463.8110496,0,0
2016,1,23,1,253.3678775,0,0
2016,1,23,2,233.2192254,0,0
2016,1,23,3,231.5821162,0,0
2016,1,23,4,229.8118582,0,0
2016,1,23,5,243.7579659,0,0
2016,1,23,6,308.417955,0,0
2016,1,23,7,543.1132805,0,0
2016,1,23,8,688.6335483,0.84126,0
2016,1,23,9,551.1890362,5.40163,0
2016,1,23,10,492.2270808,13.84289,0
2016,1,23,11,395.0757434,33.93056,0
2016,1,23,12,386.5351743,52.22253,0
2016,1,23,13,395.7621039,58.68382,0
2016,1,23,14,458.8217587,50.8764,0
2016,1,23,15,460.1951392,40.87492,0
2016,1,23,16,477.0544745,26.97737,0
2016,1,23,17,478.1680055,8.24705,0
2016,1,23,18,510.7353913,0,0
2016,1,23,19,642.6084702,0,0
2016,1,23,20,662.0157623,0,0
2016,1,23,21,722.5640335,0,0
2016,1,23,22,713.0489229,0,0
2016,1,23,23,552.3893851,0,0
2016,1,23,24,380.289856,0,0
2016,1,24,1,282.7600563,0,0
2016,1,24,2,252.5352046,0,0
2016,1,24,3,227.4898154,0,0
2016,1,24,4,222.1989417,0,0
2016,1,24,5,235.2469694,0,0
2016,1,24,6,292.742571,0,0
2016,1,24,7,522.6952253,0,0
2016,1,24,8,677.4718369,1.32514,0
2016,1,24,9,585.6865874,17.31605,0
2016,1,24,10,575.5805253,37.99356,0
2016,1,24,11,502.7677845,52.41032,0
2016,1,24,12,502.4459313,61.20558,0
2016,1,24,13,497.8873541,62.37172,0
2016,1,24,14,476.7607038,57.87257,0
2016,1,24,15,477.6133161,48.49213,0
2016,1,24,16,479.8236537,33.06748,0
2016,1,24,17,514.9882878,13.27368,0
2016,1,24,18,554.3605728,0.29276,0
2016,1,24,19,680.2449419,0,0
2016,1,24,20,696.4739918,0,0
2016,1,24,21,758.2806097,0,0
2016,1,24,22,734.8169421,0,0
2016,1,24,23,585.600796,0,0
2016,1,24,24,406.2657184,0,0
2016,1,25,1,307.7012982,0,0
2016,1,25,2,278.5289181,0,0
2016,1,25,3,253.5718698,0,0
2016,1,25,4,248.6966831,0,0
2016,1,25,5,257.7825545,0,0
2016,1,25,6,320.293938,0,0
2016,1,25,7,553.2044147,0,0
2016,1,25,8,695.8634676,2.9732,0
2016,1,25,9,564.9223026,9.71797,0
2016,1,25,10,517.5503884,18.24569,0
2016,1,25,11,462.8147894,25.72721,0
2016,1,25,12,437.0853115,34.32394,0
2016,1,25,13,442.9368397,43.49783,0
2016,1,25,14,482.3940806,45.57088,0
2016,1,25,15,437.7546345,20.20671,0
2016,1,25,16,472.9533928,10.55309,0
2016,1,25,17,467.0519591,3.68973,0
2016,1,25,18,518.5245642,0.15358,0
2016,1,25,19,657.3344913,0,0
2016,1,25,20,680.0819766,0,0
2016,1,25,21,745.0098963,0,0
2016,1,25,22,733.7285109,0,0
2016,1,25,23,568.430927,0,0
2016,1,25,24,393.0257736,0,0
2016,1,26,1,284.5485128,0,0
2016,1,26,2,262.8365372,0,0
2016,1,26,3,246.2436223,0,0
2016,1,26,4,242.2701588,0,0
2016,1,26,5,251.8207102,0,0
2016,1,26,6,310.7159452,0,0
2016,1,26,7,540.8578833,0,0
2016,1,26,8,680.8106168,0.85153,0
2016,1,26,9,540.3743598,3.21077,0
2016,1,26,10,480.2707871,6.93474,0
2016,1,26,11,390.0968052,45.31393,0
2016,1,26,12,381.5278548,48.22058,0
2016,1,26,13,398.8731697,43.16619,0
2016,1,26,14,455.8935391,43.48263,0
2016,1,26,15,485.2519172,12.5774,0
2016,1,26,16,484.584249,3.13624,0
2016,1,26,17,476.3698393,2.88271,0
2016,1,26,18,512.6354066,0,0
2016,1,26,19,651.3614561,0,0
2016,1,26,20,670.8614217,0,0
2016,1,26,21,731.3044217,0,0
2016,1,26,22,721.2516088,0,0
2016,1,26,23,556.6662098,0,0
2016,1,26,24,381.8465165,0,0
2016,1,27,1,283.7511389,0,0
2016,1,27,2,256.8267339,0,0
2016,1,27,3,237.8948259,0,0
2016,1,27,4,231.7714138,0,0
2016,1,27,5,236.7105926,0,0
2016,1,27,6,297.773743,0,0
2016,1,27,7,528.1518213,0,0
2016,1,27,8,678.8749651,2.95059,0
2016,1,27,9,591.1589631,18.37429,0
2016,1,27,10,575.147457,38.41794,0
2016,1,27,11,499.7602915,50.57611,0
2016,1,27,12,498.0820665,57.01654,0
2016,1,27,13,494.350429,62.21912,0
2016,1,27,14,476.1237683,58.20414,0
2016,1,27,15,479.3957104,49.72708,0
2016,1,27,16,482.3414746,34.19263,0
2016,1,27,17,517.7045187,15.40315,0
2016,1,27,18,562.9781889,0.84913,0
2016,1,27,19,689.3776178,0,0
2016,1,27,20,704.875127,0,0
2016,1,27,21,767.5511686,0,0
2016,1,27,22,736.2281854,0,0
2016,1,27,23,584.731748,0,0
2016,1,27,24,405.5470697,0,0
2016,1,28,1,308.5646575,0,0
2016,1,28,2,294.5984211,0,0
2016,1,28,3,247.3798469,0,0
2016,1,28,4,238.5676838,0,0
2016,1,28,5,247.2996723,0,0
2016,1,28,6,260.6735452,0,0
2016,1,28,7,424.2906032,0,0
2016,1,28,8,553.2332759,2.39426,0
2016,1,28,9,685.4123992,7.74638,0
2016,1,28,10,611.1047474,17.88759,0
2016,1,28,11,527.5598804,39.22824,0
2016,1,28,12,509.5791809,48.82074,0
2016,1,28,13,507.5763664,48.77269,0
2016,1,28,14,484.9242815,42.92389,0
2016,1,28,15,484.6227879,24.93777,0
2016,1,28,16,488.4561452,18.98049,0
2016,1,28,17,519.7298404,2.60631,0
2016,1,28,18,541.4713129,0.51995,0
2016,1,28,19,689.0653653,0,0
2016,1,28,20,708.0933098,0,0
2016,1,28,21,737.9440496,0,0
2016,1,28,22,731.2375245,0,0
2016,1,28,23,623.2325952,0,0
2016,1,28,24,435.2605,0,0
2016,1,29,1,338.7289682,0,0
2016,1,29,2,319.7457677,0,0
2016,1,29,3,274.4194291,0,0
2016,1,29,4,267.5254363,0,0
2016,1,29,5,273.194488,0,0
2016,1,29,6,286.3609741,0,0
2016,1,29,7,427.0159647,0,0
2016,1,29,8,572.7838871,1.02156,0
2016,1,29,9,686.1868922,3.88352,0
2016,1,29,10,590.6163797,9.54209,0
2016,1,29,11,525.4628848,7.22382,0
2016,1,29,12,516.9870461,11.40728,0
2016,1,29,13,515.5484357,10.27538,0
2016,1,29,14,474.7339791,11.1462,0
2016,1,29,15,474.1756338,7.40709,0
2016,1,29,16,475.8803562,5.39454,0
2016,1,29,17,515.6784362,2.4997,0
2016,1,29,18,560.5496189,0.04985,0
2016,1,29,19,691.5647794,0,0
2016,1,29,20,714.6370792,0,0
