year,month,day,hour,load,pv,pv0
2016,4,11,14,480.6301409,76.89366,0
2016,4,11,15,478.0221258,65.59266,0
2016,4,11,16,514.2119521,49.62356,0
2016,4,11,17,566.4048052,29.43514,0
2016,4,11,18,674.5162374,9.5672,0
2016,4,11,19,712.5296817,1.13378,0
2016,4,11,20,769.2427423,0,0
2016,4,11,21,732.0884016,0,0
2016,4,11,22,618.6888266,0,0
2016,4,11,23,463.9579973,0,0
2016,4,11,24,289.1806405,0,0
2016,4,12,1,287.3079606,0,0
2016,4,12,2,272.0164657,0,0
2016,4,12,3,279.9419505,0,0
2016,4,12,4,295.2287922,0,0
2016,4,12,5,346.2302504,0,0
2016,4,12,6,588.9133181,0,0
2016,4,12,7,694.9556652,3.69644,0
2016,4,12,8,612.8693961,18.79362,0
2016,4,12,9,576.5023703,37.70843,0
2016,4,12,10,505.6408656,53.99569,0
2016,4,12,11,502.1100461,61.53504,0
2016,4,12,12,496.8499505,77.60923,0
2016,4,12,13,479.237894,79.00038,0
2016,4,12,14,479.6743875,74.80482,0
2016,4,12,15,485.1617747,63.70414,0
2016,4,12,16,518.3883809,47.13531,0
2016,4,12,17,567.8103616,27.20229,0
2016,4,12,18,674.0356064,8.95355,0
2016,4,12,19,710.7691186,1.12194,0
2016,4,12,20,769.8186231,0,0
2016,4,12,21,734.9129125,0,0
2016,4,12,22,620.8761663,0,0
2016,4,12,23,465.3810543,0,0
2016,4,12,24,278.775677,0,0
2016,4,13,1,286.8945922,0,0
2016,4,13,2,319.7244913,0,0
2016,4,13,3,295.3413678,0,0
2016,4,13,4,267.0027106,0,0
2016,4,13,5,366.0066978,0,0
2016,4,13,6,584.5202458,0,0
2016,4,13,7,696.3974603,5.19206,0
2016,4,13,8,612.8751941,23.80699,0
2016,4,13,9,575.2128872,44.55648,0
2016,4,13,10,499.814433,60.50113,0
2016,4,13,11,501.8612783,70.93958,0
2016,4,13,12,498.5178404,77.73128,0
2016,4,13,13,475.9842342,79.08185,0
2016,4,13,14,474.2490854,75.90201,0
2016,4,13,15,474.8954791,66.62333,0
2016,4,13,16,511.7711096,52.72611,0
2016,4,13,17,563.9616815,32.09041,0
2016,4,13,18,670.5585426,10.64474,0
2016,4,13,19,708.4658213,0.99718,0
2016,4,13,20,768.4217357,0,0
2016,4,13,21,732.9157395,0,0
2016,4,13,22,615.7443014,0,0
2016,4,13,23,492.4524391,0,0
2016,4,13,24,299.5991641,0,0
2016,4,14,1,303.1856684,0,0
2016,4,14,2,326.8588268,0,0
2016,4,14,3,325.4854883,0,0
2016,4,14,4,263.9537444,0,0
2016,4,14,5,370.7609711,0,0
2016,4,14,6,557.140075,0,0
2016,4,14,7,690.6864924,5.37568,0
2016,4,14,8,610.8340492,23.86552,0
2016,4,14,9,572.572912,44.84558,0
2016,4,14,10,499.6272482,60.68751,0
2016,4,14,11,501.1584819,69.92326,0
2016,4,14,12,499.0921606,74.25073,0
2016,4,14,13,475.0371772,76.40885,0
2016,4,14,14,474.2293488,70.25225,0
2016,4,14,15,473.6177271,61.18658,0
2016,4,14,16,509.446888,50.35563,0
2016,4,14,17,561.9913871,30.8045,0
2016,4,14,18,671.3330604,10.02194,0
2016,4,14,19,709.7552798,1.04722,0
2016,4,14,20,769.0509993,0,0
2016,4,14,21,732.638867,0,0
2016,4,14,22,616.0430565,0,0
2016,4,14,23,462.421901,0,0
2016,4,14,24,326.8079817,0,0
2016,4,15,1,337.6441022,0,0
2016,4,15,2,318.6379701,0,0
2016,4,15,3,306.562843,0,0
2016,4,15,4,296.5497427,0,0
2016,4,15,5,328.8867745,0,0
2016,4,15,6,487.4425622,0.24355,0
2016,4,15,7,606.3964082,5.76459,0
2016,4,15,8,684.9147328,24.01189,0
2016,4,15,9,609.8591846,44.07263,0
2016,4,15,10,527.0786396,59.0602,0
2016,4,15,11,511.2574068,63.95802,0
2016,4,15,12,510.389136,69.28708,0
2016,4,15,13,492.6581737,66.36574,0
2016,4,15,14,491.5047043,52.33556,0
2016,4,15,15,492.4714624,55.75866,0
2016,4,15,16,526.3728894,38.80216,0
2016,4,15,17,563.8647801,27.03975,0
2016,4,15,18,697.3935705,10.14375,0
2016,4,15,19,705.965297,0.98508,0
2016,4,15,20,736.979772,0,0
2016,4,15,21,729.3310507,0,0
2016,4,15,22,636.3907146,0,0
2016,4,15,23,504.0191686,0,0
2016,4,15,24,296.855019,0,0
2016,4,16,1,336.1147758,0,0
2016,4,16,2,304.1700832,0,0
2016,4,16,3,303.765212,0,0
2016,4,16,4,311.7853298,0,0
2016,4,16,5,356.5790662,0,0
2016,4,16,6,494.620606,0,0
2016,4,16,7,628.655107,5.42551,0
2016,4,16,8,688.6055402,18.20961,0
2016,4,16,9,596.3062007,44.52225,0
2016,4,16,10,532.3947672,61.36703,0
2016,4,16,11,526.0609433,73.60657,0
2016,4,16,12,528.4721969,80.24588,0
2016,4,16,13,491.560676,82.58079,0
2016,4,16,14,492.5058314,78.29019,0
2016,4,16,15,491.5708261,66.79599,0
2016,4,16,16,500.8449197,50.80263,0
2016,4,16,17,508.8683739,30.20055,0
2016,4,16,18,635.7501649,10.19717,0
2016,4,16,19,700.9935212,1.36573,0
2016,4,16,20,758.3447918,0,0
2016,4,16,21,714.6576383,0,0
2016,4,16,22,616.2724361,0,0
2016,4,16,23,413.8662388,0,0
2016,4,16,24,287.0986538,0,0
2016,4,17,1,244.8672731,0,0
2016,4,17,2,225.654825,0,0
2016,4,17,3,239.9238308,0,0
2016,4,17,4,256.6367638,0,0
2016,4,17,5,322.8870057,0,0
2016,4,17,6,550.3006991,0.33895,0
2016,4,17,7,696.0712109,6.03102,0
2016,4,17,8,595.5162514,25.29285,0
2016,4,17,9,574.2479783,45.92259,0
2016,4,17,10,501.541194,60.94488,0
2016,4,17,11,504.3338089,70.73176,0
2016,4,17,12,500.334024,74.07215,0
2016,4,17,13,479.0477481,75.37234,0
2016,4,17,14,477.4808537,75.36657,0
2016,4,17,15,476.7596217,67.4312,0
2016,4,17,16,512.6107506,52.04001,0
2016,4,17,17,563.7778907,31.70886,0
2016,4,17,18,672.0165975,10.8842,0
2016,4,17,19,706.209018,0.94488,0
2016,4,17,20,773.2462968,0,0
2016,4,17,21,734.9342615,0,0
2016,4,17,22,616.8153579,0,0
2016,4,17,23,445.1575859,0,0
2016,4,17,24,302.9518792,0,0
2016,4,18,1,290.7278901,0,0
2016,4,18,2,272.5454035,0,0
2016,4,18,3,274.0709134,0,0
2016,4,18,4,280.1293983,0,0
2016,4,18,5,340.5208486,0,0
2016,4,18,6,569.6679147,0.0494,0
2016,4,18,7,696.8810955,5.91897,0
2016,4,18,8,614.6613039,6.17116,0
2016,4,18,9,571.2300016,15.90276,0
2016,4,18,10,502.166259,24.33476,0
2016,4,18,11,500.1780024,22.36681,0
2016,4,18,12,497.5454816,30.30132,0
2016,4,18,13,477.956497,30.50357,0
2016,4,18,14,475.1477223,27.87209,0
2016,4,18,15,479.124001,30.7795,0
2016,4,18,16,511.2356303,23.11667,0
2016,4,18,17,563.0749877,14.40211,0
2016,4,18,18,668.7446024,6.23724,0
2016,4,18,19,707.6802546,1.76711,0
2016,4,18,20,773.078716,0,0
2016,4,18,21,735.3518975,0,0
2016,4,18,22,616.4343021,0,0
2016,4,18,23,447.8415877,0,0
2016,4,18,24,344.8098532,0,0
2016,4,19,1,312.1325545,0,0
2016,4,19,2,286.0832026,0,0
2016,4,19,3,284.0121256,0,0
2016,4,19,4,281.7804189,0,0
2016,4,19,5,339.8400936,0,0
2016,4,19,6,571.1867175,0.23397,0
2016,4,19,7,695.4254597,6.84407,0
2016,4,19,8,608.3765152,2.21882,0
2016,4,19,9,574.1281059,46.23626,0
2016,4,19,10,500.1679916,32.00252,0
2016,4,19,11,500.129091,30.33192,0
2016,4,19,12,497.7372843,16.96828,0
2016,4,19,13,479.2002028,33.5403,0
2016,4,19,14,473.0645928,22.86846,0
2016,4,19,15,476.1634747,32.34904,0
2016,4,19,16,511.2898022,41.16472,0
2016,4,19,17,564.413662,21.80361,0
2016,4,19,18,672.0650954,7.60609,0
2016,4,19,19,707.396564,1.54155,0
2016,4,19,20,771.2314226,0,0
2016,4,19,21,734.542066,0,0
2016,4,19,22,615.4355404,0,0
2016,4,19,23,451.4864189,0,0
2016,4,19,24,329.1182503,0,0
2016,4,20,1,311.3956583,0,0
2016,4,20,2,292.6993945,0,0
2016,4,20,3,284.2534729,0,0
2016,4,20,4,295.3991582,0,0
2016,4,20,5,349.1071539,0,0
2016,4,20,6,590.1841592,0.22183,0
2016,4,20,7,691.9093818,5.73805,0
2016,4,20,8,608.5576603,24.91065,0
2016,4,20,9,574.2963642,37.51995,0
2016,4,20,10,500.4130972,60.56471,0
2016,4,20,11,499.2548978,75.29477,0
2016,4,20,12,495.2493949,81.32077,0
2016,4,20,13,475.1537443,82.16604,0
2016,4,20,14,475.7395416,79.41994,0
2016,4,20,15,476.0327548,68.13128,0
2016,4,20,16,511.9399639,54.02801,0
2016,4,20,17,562.8440043,32.99541,0
2016,4,20,18,671.1003563,11.65938,0
2016,4,20,19,707.8419126,1.13541,0
2016,4,20,20,770.442549,0,0
2016,4,20,21,734.9756302,0,0
2016,4,20,22,615.5479878,0,0
2016,4,20,23,449.7338003,0,0
2016,4,20,24,326.4384032,0,0
2016,4,21,1,306.3128586,0,0
2016,4,21,2,288.9457632,0,0
2016,4,21,3,283.1459555,0,0
2016,4,21,4,307.2415951,0,0
2016,4,21,5,341.9319962,0,0
2016,4,21,6,579.1375248,0.45147,0
2016,4,21,7,698.3470774,6.74643,0
2016,4,21,8,616.8172664,25.60357,0
2016,4,21,9,576.4630283,45.42746,0
2016,4,21,10,505.9741232,62.28814,0
2016,4,21,11,508.3494096,75.15205,0
2016,4,21,12,506.0515594,80.88609,0
2016,4,21,13,487.1753715,83.1419,0
2016,4,21,14,486.6034579,79.14074,0
2016,4,21,15,485.8796488,68.51555,0
2016,4,21,16,513.6331258,52.47942,0
2016,4,21,17,557.3284943,32.10563,0
2016,4,21,18,667.8598267,11.24765,0
2016,4,21,19,700.0058321,1.32662,0
2016,4,21,20,754.0856648,0,0
2016,4,21,21,735.9019262,0,0
2016,4,21,22,598.2679356,0,0
2016,4,21,23,422.249421,0,0
2016,4,21,24,323.2868519,0,0
2016,4,22,1,315.8008429,0,0
2016,4,22,2,272.6355772,0,0
2016,4,22,3,268.9495513,0,0
2016,4,22,4,306.1266241,0,0
2016,4,22,5,304.4495507,0,0
2016,4,22,6,496.0743118,0.30125,0
2016,4,22,7,601.7107324,6.61627,0
2016,4,22,8,688.0741668,24.3595,0
2016,4,22,9,614.3785435,41.92458,0
2016,4,22,10,533.0520922,62.67331,0
2016,4,22,11,511.9422424,74.53689,0
2016,4,22,12,509.8276111,81.40657,0
2016,4,22,13,488.9543567,82.22697,0
2016,4,22,14,488.1202202,77.68684,0
2016,4,22,15,488.1590247,68.37756,0
2016,4,22,16,524.6781455,52.1044,0
2016,4,22,17,562.2465142,31.87838,0
2016,4,22,18,698.4624438,10.71303,0
2016,4,22,19,705.1677029,1.54415,0
2016,4,22,20,737.1541078,0,0
2016,4,22,21,729.366764,0,0
2016,4,22,22,636.6236284,0,0
2016,4,22,23,455.9735217,0,0
2016,4,22,24,335.4619541,0,0
2016,4,23,1,333.9551879,0,0
2016,4,23,2,287.5863463,0,0
2016,4,23,3,282.0873794,0,0
2016,4,23,4,289.9901433,0,0
2016,4,23,5,304.0672618,0,0
2016,4,23,6,443.9617334,0,0
2016,4,23,7,614.3485847,3.83644,0
2016,4,23,8,684.4548665,9.48663,0
2016,4,23,9,591.7906838,22.48503,0
2016,4,23,10,529.8618637,22.84734,0
2016,4,23,11,521.0059529,70.12885,0
2016,4,23,12,518.3256214,70.20182,0
2016,4,23,13,480.167758,76.00094,0
2016,4,23,14,479.3262547,75.03946,0
2016,4,23,15,477.043739,44.34173,0
2016,4,23,16,517.7035594,49.65832,0
2016,4,23,17,550.875249,25.16295,0
2016,4,23,18,678.1631963,7.19703,0
2016,4,23,19,704.9344168,1.23477,0
2016,4,23,20,757.6779161,0,0
2016,4,23,21,711.8581792,0,0
2016,4,23,22,618.156498,0,0
2016,4,23,23,462.3126863,0,0
2016,4,23,24,365.4941425,0,0
2016,4,24,1,302.8554254,0,0
2016,4,24,2,272.4793243,0,0
2016,4,24,3,264.4514075,0,0
2016,4,24,4,270.6198951,0,0
2016,4,24,5,333.5063349,0,0
2016,4,24,6,562.6821707,0,0
2016,4,24,7,695.9510378,1.64382,0
2016,4,24,8,611.5219338,5.72465,0
2016,4,24,9,572.2213648,11.30166,0
2016,4,24,10,502.3462179,22.77218,0
2016,4,24,11,500.6967808,37.41091,0
2016,4,24,12,498.9995209,52.29197,0
2016,4,24,13,478.7633451,30.02113,0
2016,4,24,14,477.8721742,57.34237,0
2016,4,24,15,479.9809212,41.01203,0
2016,4,24,16,515.4702238,40.07867,0
2016,4,24,17,566.5333699,23.60257,0
2016,4,24,18,674.9583101,10.00085,0
2016,4,24,19,709.3511827,0.22324,0
2016,4,24,20,773.52989,0,0
2016,4,24,21,734.7755163,0,0
2016,4,24,22,617.1667624,0,0
2016,4,24,23,438.1179178,0,0
2016,4,24,24,335.3091228,0,0
2016,4,25,1,301.7082115,0,0
2016,4,25,2,273.6555657,0,0
2016,4,25,3,267.4193864,0,0
2016,4,25,4,280.1001418,0,0
2016,4,25,5,332.9172637,0,0
2016,4,25,6,567.5436808,0.51101,0
2016,4,25,7,698.5365823,2.68891,0
2016,4,25,8,611.3486772,12.24371,0
2016,4,25,9,577.42575,9.8167,0
2016,4,25,10,506.6851149,41.67857,0
2016,4,25,11,506.8127402,52.3426,0
2016,4,25,12,504.8527109,66.91502,0
2016,4,25,13,483.0222688,76.53319,0
2016,4,25,14,484.7292242,60.58213,0
2016,4,25,15,485.9527297,43.14745,0
2016,4,25,16,520.6083834,42.29508,0
2016,4,25,17,571.5134518,26.50055,0
2016,4,25,18,678.5393614,9.93161,0
2016,4,25,19,711.6320238,1.32047,0
2016,4,25,20,771.3700111,0,0
2016,4,25,21,737.1606257,0,0
2016,4,25,22,571.526176,0,0
2016,4,25,23,414.4963365,0,0
2016,4,25,24,320.406987,0,0
2016,4,26,1,293.2623201,0,0
2016,4,26,2,268.6999805,0,0
2016,4,26,3,265.4591929,0,0
2016,4,26,4,278.2236729,0,0
2016,4,26,5,333.3961615,0,0
2016,4,26,6,573.4309242,0.94257,0
2016,4,26,7,689.8475046,7.41307,0
2016,4,26,8,611.4263166,16.2616,0
2016,4,26,9,575.5069463,30.44321,0
2016,4,26,10,501.373359,45.82054,0
2016,4,26,11,498.8876556,58.9841,0
2016,4,26,12,497.41537,71.38958,0
2016,4,26,13,475.5269756,70.97928,0
2016,4,26,14,474.457679,59.61548,0
2016,4,26,15,473.9255707,53.11405,0
2016,4,26,16,512.5185221,36.45149,0
2016,4,26,17,562.0160508,18.66117,0
2016,4,26,18,668.1991961,5.79384,0
2016,4,26,19,704.1097004,0.55713,0
2016,4,26,20,768.4562585,0,0
2016,4,26,21,732.6741069,0,0
2016,4,26,22,617.1885395,0,0
2016,4,26,23,474.6446094,0,0
2016,4,26,24,313.7304887,0,0
2016,4,27,1,302.9431261,0,0
2016,4,27,2,289.8330533,0,0
2016,4,27,3,275.3178058,0,0
2016,4,27,4,291.1695327,0,0
2016,4,27,5,350.1282229,0,0
2016,4,27,6,587.2042833,0.82593,0
2016,4,27,7,692.9593063,6.26243,0
2016,4,27,8,612.0613202,9.7215,0
2016,4,27,9,577.474535,9.94984,0
2016,4,27,10,505.8670342,18.52428,0
2016,4,27,11,506.3798607,28.85914,0
2016,4,27,12,506.6492889,36.73691,0
2016,4,27,13,488.2923624,47.53014,0
2016,4,27,14,486.6909569,48.57226,0
2016,4,27,15,485.6541768,50.71807,0
2016,4,27,16,520.9746158,49.71919,0
2016,4,27,17,569.9918738,25.76032,0
2016,4,27,18,675.7643403,11.75919,0
2016,4,27,19,701.7721707,1.0897,0
2016,4,27,20,752.9521906,0,0
2016,4,27,21,736.7854679,0,0
2016,4,27,22,604.5690369,0,0
2016,4,27,23,424.0383157,0,0
2016,4,27,24,324.9635619,0,0
2016,4,28,1,293.8589325,0,0
2016,4,28,2,269.133265,0,0
2016,4,28,3,262.7826659,0,0
2016,4,28,4,274.6299812,0,0
2016,4,28,5,328.0619811,0,0
2016,4,28,6,563.8115008,0.6479,0
2016,4,28,7,697.4364717,7.99845,0
2016,4,28,8,615.2223492,28.17526,0
2016,4,28,9,576.0696338,48.02966,0
2016,4,28,10,502.8764469,62.78436,0
2016,4,28,11,504.4886475,75.72743,0
2016,4,28,12,502.3245415,81.89736,0
2016,4,28,13,481.9377717,83.08934,0
2016,4,28,14,481.4724487,78.96231,0
2016,4,28,15,480.3667449,69.39083,0
2016,4,28,16,516.3324923,54.68675,0
2016,4,28,17,567.6099923,34.43028,0
2016,4,28,18,676.1191513,12.42359,0
2016,4,28,19,707.7809896,1.04832,0
2016,4,28,20,771.4086057,0,0
2016,4,28,21,734.4177841,0,0
2016,4,28,22,608.4068461,0,0
2016,4,28,23,427.6364653,0,0
2016,4,28,24,323.5006989,0,0
2016,4,29,1,313.4825181,0,0
2016,4,29,2,267.723563,0,0
2016,4,29,3,260.083124,0,0
2016,4,29,4,264.6286791,0,0
2016,4,29,5,281.4042393,0,0
2016,4,29,6,438.7285482,1.16171,0
2016,4,29,7,598.3889745,7.86847,0
2016,4,29,8,682.2746744,24.10499,0
2016,4,29,9,606.1190222,40.97617,0
2016,4,29,10,528.685813,56.92056,0
2016,4,29,11,510.5747486,66.35271,0
2016,4,29,12,506.7841944,74.28141,0
2016,4,29,13,485.6045353,75.55461,0
2016,4,29,14,484.4784514,73.27004,0
2016,4,29,15,489.6583215,62.8115,0
2016,4,29,16,522.5579823,47.43688,0
2016,4,29,17,558.2792908,28.2603,0
2016,4,29,18,693.9132084,9.38748,0
2016,4,29,19,699.7509877,1.52093,0
2016,4,29,20,739.2432037,0,0
2016,4,29,21,729.7948283,0,0
2016,4,29,22,636.4710385,0,0
2016,4,29,23,464.3770328,0,0
2016,4,29,24,345.6696961,0,0
2016,4,30,1,343.4931132,0,0
2016,4,30,2,294.5418961,0,0
2016,4,30,3,286.6489495,0,0
2016,4,30,4,294.5674267,0,0
2016,4,30,5,308.9452569,0,0
2016,4,30,6,453.480003,1.14644,0
2016,4,30,7,621.1786848,8.04531,0
2016,4,30,8,681.2546788,25.6442,0
2016,4,30,9,588.7272812,42.13272,0
2016,4,30,10,527.3116248,54.08838,0
2016,4,30,11,518.9491219,67.19234,0
2016,4,30,12,515.419722,69.0192,0
2016,4,30,13,478.9071123,65.19151,0
2016,4,30,14,478.8631829,65.61404,0
2016,4,30,15,479.6659223,48.78786,0
2016,4,30,16,514.6903856,44.1594,0
2016,4,30,17,553.337969,23.84105,0
2016,4,30,18,675.6155863,10.74088,0
2016,4,30,19,700.3258199,1.81722,0
2016,4,30,20,755.7082444,0,0
2016,4,30,21,713.6295981,0,0
2016,4,30,22,617.3523998,0,0
2016,4,30,23,502.3916215,0,0
2016,4,30,24,340.4832358,0,0
2016,5,1,1,306.3580117,0,0
2016,5,1,2,291.4817214,0,0
2016,5,1,3,315.9805313,0,0
2016,5,1,4,276.701567,0,0
2016,5,1,5,343.968609,0,0
2016,5,1,6,573.1394338,1.06461,0
2016,5,1,7,692.0271118,6.0448,0
2016,5,1,8,612.9245837,11.69037,0
2016,5,1,9,573.6864073,26.35256,0
2016,5,1,10,499.1975946,64.88719,0
2016,5,1,11,497.8772445,70.6509,0
2016,5,1,12,495.5352013,78.24967,0
2016,5,1,13,473.8572343,78.05665,0
2016,5,1,14,472.952957,73.46986,0
2016,5,1,15,473.1276909,60.99193,0
2016,5,1,16,508.8955604,25.96991,0
2016,5,1,17,561.1650564,17.86405,0
2016,5,1,18,668.0074349,11.80266,0
2016,5,1,19,700.406295,1.76023,0
2016,5,1,20,766.4472253,0,0
2016,5,1,21,729.8453355,0,0
2016,5,1,22,614.1289407,0,0
2016,5,1,23,496.3673375,0,0
2016,5,1,24,302.6772223,0,0
2016,5,2,1,349.0507969,0,0
2016,5,2,2,281.3098661,0,0
2016,5,2,3,299.0077129,0,0
2016,5,2,4,328.4097368,0,0
2016,5,2,5,354.7044732,0,0
2016,5,2,6,576.2523268,0.90846,0
2016,5,2,7,688.8846678,5.76771,0
2016,5,2,8,611.1694074,12.03605,0
2016,5,2,9,572.4806473,16.60254,0
2016,5,2,10,499.0137417,21.74036,0
2016,5,2,11,497.6531328,33.44126,0
2016,5,2,12,494.6906485,37.51983,0
2016,5,2,13,475.867278,28.74994,0
2016,5,2,14,474.955449,28.97371,0
2016,5,2,15,474.7048446,30.32056,0
2016,5,2,16,510.4741163,23.81573,0
2016,5,2,17,561.8544089,14.86728,0
2016,5,2,18,668.0083365,7.61203,0
2016,5,2,19,699.886118,1.47302,0
2016,5,2,20,766.3003012,0,0
2016,5,2,21,730.9282678,0,0
2016,5,2,22,614.4100643,0,0
2016,5,2,23,491.3849587,0,0
2016,5,2,24,299.0623922,0,0
2016,5,3,1,302.4782316,0,0
2016,5,3,2,296.5025234,0,0
2016,5,3,3,279.9204523,0,0
2016,5,3,4,289.4548054,0,0
2016,5,3,5,349.7257004,0,0
2016,5,3,6,584.6095467,1.12122,0
2016,5,3,7,694.5953222,7.69885,0
2016,5,3,8,605.4853714,18.80521,0
2016,5,3,9,574.3483078,40.25134,0
2016,5,3,10,504.986399,58.86929,0
2016,5,3,11,502.1671679,43.45597,0
2016,5,3,12,501.0440892,29.9529,0
2016,5,3,13,480.075193,28.00611,0
2016,5,3,14,479.3205941,30.13229,0
2016,5,3,15,479.2400262,38.73058,0
2016,5,3,16,514.3061615,26.07615,0
2016,5,3,17,566.9798336,15.70701,0
2016,5,3,18,673.8750629,8.10515,0
2016,5,3,19,706.8214795,0.78902,0
2016,5,3,20,770.7851543,0,0
2016,5,3,21,733.4900009,0,0
2016,5,3,22,617.6986519,0,0
2016,5,3,23,441.8526176,0,0
2016,5,3,24,335.2038632,0,0
2016,5,4,1,300.8318005,0,0
2016,5,4,2,272.8221161,0,0
2016,5,4,3,265.7098533,0,0
2016,5,4,4,277.0526587,0,0
2016,5,4,5,330.5897637,0,0
2016,5,4,6,569.563093,0.04124,0
2016,5,4,7,695.3574362,5.04488,0
2016,5,4,8,608.1388984,18.82619,0
2016,5,4,9,572.359631,20.12339,0
2016,5,4,10,503.2595284,28.47198,0
2016,5,4,11,505.2001906,34.75135,0
2016,5,4,12,499.0733902,42.61122,0
2016,5,4,13,476.5017314,72.56326,0
2016,5,4,14,480.511638,50.59635,0
2016,5,4,15,477.3308175,46.01688,0
2016,5,4,16,513.2716641,46.82477,0
2016,5,4,17,564.4388821,25.22139,0
2016,5,4,18,670.6595253,10.34251,0
2016,5,4,19,704.4989488,1.31118,0
2016,5,4,20,772.3777236,0,0
2016,5,4,21,734.7030037,0,0
2016,5,4,22,609.9109129,0,0
2016,5,4,23,438.7678409,0,0
2016,5,4,24,334.8689931,0,0
2016,5,5,1,301.3833174,0,0
2016,5,5,2,274.5312839,0,0
2016,5,5,3,269.3564282,0,0
2016,5,5,4,278.6543817,0,0
2016,5,5,5,337.8335435,0,0
2016,5,5,6,567.0216223,0.97309,0
2016,5,5,7,697.5211319,9.37038,0
2016,5,5,8,608.6729783,26.54295,0
2016,5,5,9,574.3899586,35.89982,0
2016,5,5,10,504.1737046,34.04231,0
2016,5,5,11,502.5257862,55.43982,0
2016,5,5,12,499.7697537,61.48808,0
2016,5,5,13,478.6318049,75.89239,0
2016,5,5,14,477.550225,72.81986,0
2016,5,5,15,478.3770416,64.3908,0
2016,5,5,16,514.6964418,49.78692,0
2016,5,5,17,564.8849813,31.63828,0
2016,5,5,18,674.4655591,13.08589,0
2016,5,5,19,706.633951,1.37127,0
2016,5,5,20,769.8960616,0,0
2016,5,5,21,735.2976311,0,0
2016,5,5,22,618.3145725,0,0
2016,5,5,23,441.0583988,0,0
2016,5,5,24,336.5307482,0,0
2016,5,6,1,325.9845995,0,0
2016,5,6,2,278.2691025,0,0
2016,5,6,3,276.1625963,0,0
2016,5,6,4,277.4548974,0,0
2016,5,6,5,296.7792952,0,0
2016,5,6,6,445.6566318,0.38388,0
2016,5,6,7,596.8792169,4.49205,0
2016,5,6,8,680.3461676,17.15781,0
2016,5,6,9,608.2534504,37.23965,0
2016,5,6,10,527.9146121,48.46044,0
2016,5,6,11,509.7563995,41.71698,0
2016,5,6,12,508.557423,60.61387,0
2016,5,6,13,488.7957281,76.51694,0
2016,5,6,14,488.3288433,14.65721,0
2016,5,6,15,489.4472263,29.25259,0
2016,5,6,16,527.9941991,38.46068,0
2016,5,6,17,563.5173546,14.22569,0
2016,5,6,18,695.8910907,12.49415,0
2016,5,6,19,700.9652338,2.1509,0
2016,5,6,20,736.4302445,0,0
2016,5,6,21,728.7696016,0,0
2016,5,6,22,635.8036127,0,0
2016,5,6,23,469.940591,0,0
2016,5,6,24,353.752735,0,0
2016,5,7,1,351.9998961,0,0
2016,5,7,2,303.3103683,0,0
2016,5,7,3,296.5142773,0,0
2016,5,7,4,301.4343635,0,0
2016,5,7,5,313.1144944,0,0
2016,5,7,6,457.8427048,1.06046,0
2016,5,7,7,622.0441352,9.52488,0
2016,5,7,8,678.9479929,27.90792,0
2016,5,7,9,588.9902977,48.46271,0
2016,5,7,10,531.4855088,60.33063,0
2016,5,7,11,520.3445359,52.62734,0
2016,5,7,12,518.9937903,81.49022,0
2016,5,7,13,480.9828501,29.31785,0
2016,5,7,14,478.1702723,68.51089,0
2016,5,7,15,483.7620512,64.62718,0
2016,5,7,16,516.9601078,50.3554,0
2016,5,7,17,552.7873859,27.84286,0
2016,5,7,18,675.9221191,12.69444,0
2016,5,7,19,697.2432217,1.59985,0
2016,5,7,20,755.8706457,0,0
2016,5,7,21,710.9436438,0,0
2016,5,7,22,618.1122267,0,0
2016,5,7,23,458.9293856,0,0
2016,5,7,24,359.895845,0,0
2016,5,8,1,300.3598179,0,0
2016,5,8,2,274.2739958,0,0
2016,5,8,3,268.0117802,0,0
2016,5,8,4,277.8283722,0,0
2016,5,8,5,336.2012852,0,0
2016,5,8,6,567.5845004,1.53542,0
2016,5,8,7,697.4708609,9.50252,0
2016,5,8,8,608.394055,28.60218,0
2016,5,8,9,572.1082643,48.64592,0
2016,5,8,10,504.5121284,65.18074,0
2016,5,8,11,506.2378941,75.45521,0
2016,5,8,12,502.8869414,81.13676,0
2016,5,8,13,482.3410821,82.05978,0
2016,5,8,14,481.0304614,77.67746,0
2016,5,8,15,481.3455902,67.45495,0
2016,5,8,16,516.5643361,52.43074,0
2016,5,8,17,569.3738023,32.79536,0
2016,5,8,18,675.6029307,12.68827,0
2016,5,8,19,702.3928734,1.96202,0
2016,5,8,20,772.540516,0,0
2016,5,8,21,734.4729086,0,0
2016,5,8,22,612.0072685,0,0
2016,5,8,23,429.8264767,0,0
2016,5,8,24,325.1307668,0,0
2016,5,9,1,294.5728122,0,0
2016,5,9,2,269.1143864,0,0
2016,5,9,3,262.4998749,0,0
2016,5,9,4,273.6348581,0,0
2016,5,9,5,326.0865283,0,0
2016,5,9,6,564.4230667,1.62475,0
2016,5,9,7,698.1404199,9.55733,0
2016,5,9,8,615.0176021,27.46391,0
2016,5,9,9,568.9340371,46.46769,0
2016,5,9,10,504.0388531,61.05115,0
2016,5,9,11,503.9704096,70.64542,0
2016,5,9,12,501.0195637,77.35188,0
2016,5,9,13,480.9633741,78.24338,0
2016,5,9,14,480.8716621,76.06478,0
2016,5,9,15,481.279215,66.48026,0
2016,5,9,16,517.1028608,50.94245,0
2016,5,9,17,568.4246108,31.76106,0
2016,5,9,18,675.2866726,12.37026,0
