,time,Pload,Ppv,Pcharge,Pdischarge,Ptotal,state of charge,energy_charge_with_es,nem_charge_with_es,demand_charge_with_es,total_bill_with_es,energy_charge_without_es,nem_charge_without_es,demand_charge_without_es,total_bill_without_es
42,42,376.275019485,0.0,0.0,50.0097074855877,326.2653119994123,258.515981481351,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
43,43,384.12139802300004,0.0,0.0,57.8560860235878,326.26531199941223,200.659895457763,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
44,44,404.201569903,0.0,0.0,77.9362579035878,326.26531199941223,122.723637554176,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
45,45,394.17584040599996,0.0,0.0,67.9105284065877,326.26531199941223,54.8131091475878,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
46,46,341.07842114700003,0.0,0.0,14.8131091475878,326.26531199941223,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
47,47,236.55609706599998,0.0,89.7092149334123,0.0,326.2653119994123,116.2528326934,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
48,48,187.364818197,0.0,100.0,0.0,287.364818197,201.2528326934,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
49,49,180.80151971400002,0.0,18.4996214461923,0.0,199.30114116019232,216.977510922664,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
50,50,159.246982229,0.0,0.0,0.0,159.246982229,216.977510922664,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
51,51,157.71798017700002,0.0,0.0,0.0,157.71798017700002,216.977510922664,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
52,52,166.00829189799998,0.0,0.0,0.0,166.00829189799998,216.977510922664,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
53,53,179.82542172,0.0,100.0,0.0,279.82542172,301.977510922664,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
54,54,262.498581173,0.0,63.7667308264122,0.0,326.2653119994122,356.179232125114,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
55,55,334.851616917,0.0,0.0,8.58630491758777,326.26531199941223,347.592927207527,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
56,56,375.43248828599997,0.0,0.0,49.1671762865877,326.2653119994123,298.425750920939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
57,57,319.166691207,0.9463429999999999,0.0,0.0,318.220348207,298.425750920939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
58,58,277.88233271400003,6.3006530000000005,0.0,0.0,271.581679714,298.425750920939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
59,59,275.527127373,13.153446,0.0,0.0,262.373681373,298.425750920939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
60,60,275.789017873,17.825898000000002,0.0,0.0,257.963119873,298.425750920939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
61,61,257.69415005,16.868988,0.0,0.0,240.82516205000002,298.425750920939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
62,62,235.08099805900002,13.915001,0.0,0.0,221.16599705900003,298.425750920939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
63,63,212.07634517900001,9.71239,0.0,0.0,202.36395517900002,298.425750920939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
64,64,251.47852144700002,4.7855609999999995,0.0,0.0,246.69296044700002,298.425750920939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
65,65,305.451420412,0.740585,0.0,0.0,304.710835412,298.425750920939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
66,66,372.372869811,0.0,0.0,46.1075578115878,326.2653119994122,252.318193109351,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
67,67,384.143144285,0.0,0.0,57.8778322855878,326.26531199941223,194.440360823763,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
68,68,413.86566450699996,0.0,0.0,87.6003525075877,326.26531199941223,106.840008316176,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
69,69,386.17943902900004,0.0,0.0,59.9141270295878,326.26531199941223,46.9258812865878,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
70,70,333.191193286,0.0,0.0,6.92588128658775,326.26531199941223,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
71,71,262.597644722,0.0,0.0,0.0,262.597644722,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
72,72,145.330473759,0.0,100.0,0.0,245.330473759,125.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
73,73,142.140537438,0.0,100.0,0.0,242.140537438,210.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
74,74,136.756162948,0.0,69.0189034088818,0.0,205.77506635688178,268.66606789755,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
75,75,137.243203586,0.0,0.0,0.0,137.243203586,268.66606789755,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
76,76,145.507898301,0.0,0.0,0.0,145.507898301,268.66606789755,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
77,77,208.58066582400002,0.0,100.0,0.0,308.580665824,353.66606789755,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
78,78,318.813627173,0.0,7.45168482641225,0.0,326.26531199941223,360.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
79,79,386.05271599900004,0.0,0.0,59.7874039995878,326.26531199941223,300.212596000412,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
80,80,339.322820585,0.794198,0.0,12.2633105855878,326.2653119994122,287.949285414824,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
81,81,311.202295417,6.186658,0.0,0.0,305.015637417,287.949285414824,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
82,82,264.29494944,12.740913,0.0,0.0,251.55403643999998,287.949285414824,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
83,83,265.399127587,17.421215,0.0,0.0,247.97791258700002,287.949285414824,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
84,84,265.775196967,19.864719,0.0,0.0,245.910477967,287.949285414824,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
85,85,255.904398951,19.804895000000002,0.0,0.0,236.09950395099997,287.949285414824,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
86,86,250.81978279700002,16.922498,0.0,0.0,233.89728479700003,287.949285414824,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
87,87,255.378443668,12.315104,78.4255595949438,0.0,321.4888992629438,354.611011070527,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
88,88,285.179591352,6.062966,0.0,0.0,279.11662535199997,354.611011070527,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
89,89,332.205971447,0.8038339999999999,0.0,5.1368254475878,326.26531199941223,349.474185622939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
90,90,390.094848039,0.0,0.0,63.8295360395878,326.2653119994122,285.644649583351,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
91,91,397.295311813,0.0,0.0,71.0299998135878,326.26531199941223,214.614649769763,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
92,92,422.831287184,0.0,0.0,96.5659751845878,326.26531199941223,118.048674585176,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
93,93,397.71403465300006,0.0,0.0,71.4487226535878,326.26531199941223,46.5999519315877,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
94,94,332.86526393099996,0.0,0.0,6.59995193158773,326.26531199941223,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
95,95,252.82879689700002,0.0,0.0,0.0,252.82879689700002,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
96,96,138.260675721,0.0,100.0,0.0,238.260675721,125.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
97,97,131.51945700000002,0.0,100.0,0.0,231.51945700000002,210.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
98,98,124.72615457399999,0.0,76.4705882352941,0.0,201.1967428092941,275.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
99,99,132.676218184,0.0,0.0,0.0,132.676218184,275.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
100,100,169.508324591,0.0,0.0,0.0,169.508324591,275.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
101,101,183.95481073,0.0,100.0,0.0,283.95481072999996,360.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
102,102,330.43947509,0.0,0.0,4.17416309058774,326.26531199941223,355.825836909412,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
103,103,386.42171853900004,0.0,0.0,60.1564065395878,326.26531199941223,295.669430369824,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
104,104,341.622242731,0.7475620000000001,0.0,14.6093687315877,326.26531199941223,281.060061638237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
105,105,314.402179859,6.11074,0.0,0.0,308.291439859,281.060061638237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
106,106,266.503321388,12.64805,0.0,0.0,253.855271388,281.060061638237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
107,107,259.848302172,17.433975,0.0,0.0,242.414327172,281.060061638237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
108,108,262.648443718,19.629759999999997,0.0,0.0,243.018683718,281.060061638237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
109,109,257.1454697,17.830566,76.8394489203411,0.0,316.15435262034106,346.373593220527,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
110,110,256.696668796,14.370001,0.0,0.0,242.32666779599998,346.373593220527,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
111,111,256.338255934,10.106451999999999,0.0,0.0,246.23180393400003,346.373593220527,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
112,112,284.050783489,5.205068000000001,0.0,0.0,278.84571548900004,346.373593220527,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
113,113,328.089712501,0.773741,0.0,1.0506595015878,326.26531199941223,345.322933718939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
114,114,389.387436904,0.0,0.0,63.1221249045878,326.26531199941223,282.200808814351,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
115,115,397.493957808,0.0,0.0,71.2286458085878,326.26531199941223,210.972163005763,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
116,116,422.35642517199994,0.0,0.0,96.0911131725877,326.26531199941223,114.881049833176,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
117,117,398.27168446800005,0.0,0.0,72.0063724685878,326.26531199941223,42.8746773645878,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
118,118,329.13998936400003,0.0,0.0,2.8746773645878,326.26531199941223,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
119,119,238.168620433,0.0,0.0,0.0,238.168620433,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
120,120,142.47555095299998,0.0,100.0,0.0,242.47555095299998,125.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
121,121,139.58615812899998,0.0,100.0,0.0,239.58615812899998,210.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
122,122,134.047284956,0.0,76.4705882352941,0.0,210.5178731912941,275.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
123,123,135.443660682,0.0,0.0,0.0,135.443660682,275.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
124,124,166.42428925299998,0.0,0.0,0.0,166.42428925299998,275.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
125,125,181.52223375,0.0,100.0,0.0,281.52223375,360.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
126,126,329.923332228,0.0,0.0,3.65802022858776,326.26531199941223,356.341979771412,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
127,127,385.68103112800003,0.0,0.0,59.4157191285878,326.26531199941223,296.926260642824,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
128,128,331.524817122,0.7131240000000001,0.0,4.54638112258777,326.26531199941223,292.379879520237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
129,129,307.960267347,6.064642,0.0,0.0,301.895625347,292.379879520237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
130,130,246.29940554,12.569158,0.0,0.0,233.73024754000002,292.379879520237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
131,131,242.181318068,17.425471,0.0,0.0,224.75584706799998,292.379879520237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
132,132,251.918813573,19.698748,0.0,0.0,232.220065573,292.379879520237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
133,133,248.54153311599998,19.60274,0.0,0.0,228.93879311599997,292.379879520237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
134,134,254.122830113,17.072059000000003,0.0,0.0,237.050771113,292.379879520237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
135,135,242.33697491700002,12.248789,12.2250988930758,0.0,242.31328481007583,302.771213579351,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
136,136,265.41440434099997,6.030695,0.0,0.0,259.383709341,302.771213579351,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
137,137,315.946871257,0.7934950000000001,0.0,0.0,315.153376257,302.771213579351,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
138,138,378.19271923800005,0.0,0.0,51.9274072385878,326.26531199941223,250.843806340763,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
139,139,389.74694219400004,0.0,0.0,63.4816301945878,326.26531199941223,187.362176146175,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
140,140,414.107140109,0.0,0.0,87.8418281095878,326.26531199941223,99.5203480365877,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
141,141,385.78566003599997,0.0,0.0,59.5203480365877,326.2653119994123,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
142,142,305.423163075,0.0,0.0,0.0,305.423163075,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
143,143,221.49740048400002,0.0,0.0,0.0,221.49740048400002,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
144,144,148.557490184,0.0,0.0,0.0,148.557490184,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
145,145,138.367372701,0.0,0.0,0.0,138.367372701,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
146,146,131.213377562,0.0,0.0,0.0,131.213377562,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
147,147,131.83806915899999,0.0,0.0,0.0,131.83806915899999,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
148,148,143.918181242,0.0,0.0,0.0,143.918181242,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
149,149,193.621186011,0.0,57.6247451082648,0.0,251.24593111926478,88.9810333420251,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
150,150,295.455428071,0.0,30.8098839284123,0.0,326.2653119994123,115.169434681176,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
151,151,385.30315867,0.0,0.0,59.0378466705878,326.26531199941223,56.1315880105877,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
152,152,342.46790401,0.07100400000000001,0.0,16.1315880105877,326.2653119994123,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
153,153,316.390820898,2.330685,0.0,0.0,314.060135898,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
154,154,217.758505728,9.014576,0.0,0.0,208.74392972799998,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
155,155,186.26405535599997,9.783263999999999,0.0,0.0,176.48079135599997,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
156,156,224.03288688400002,13.650101000000001,0.0,0.0,210.38278588400001,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
157,157,255.820219921,17.143959,0.0,0.0,238.676260921,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
158,158,235.40207455200002,14.80615,0.0,0.0,220.595924552,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
159,159,203.45039503400002,9.269445,25.3378318204126,0.0,219.51878185441262,61.5371570473507,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
160,160,216.06923556400002,4.440729,100.0,0.0,311.628506564,146.537157047351,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
161,161,274.80701477,1.0167300000000001,52.4750272294122,0.0,326.26531199941223,191.140930192351,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
162,162,352.032552186,0.0,0.0,25.7672401865877,326.2653119994123,165.373690005763,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
163,163,354.39810736199996,0.0,0.0,28.1327953625877,326.26531199941223,137.240894643176,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
164,164,380.140307034,0.0,0.0,53.8749950345878,326.2653119994122,83.3658996085878,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
165,165,369.63121160800006,0.0,0.0,43.3658996085878,326.26531199941223,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
166,166,294.621931831,0.0,0.0,0.0,294.621931831,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
167,167,207.207551144,0.0,0.0,0.0,207.207551144,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
168,168,158.536635364,0.0,0.0,0.0,158.536635364,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
169,169,146.444179088,0.0,0.0,0.0,146.444179088,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
170,170,131.10360661,0.0,0.0,0.0,131.10360661,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
171,171,131.863987968,0.0,0.0,0.0,131.863987968,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
172,172,138.369240705,0.0,0.0,0.0,138.369240705,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
173,173,175.895171555,0.0,24.4400709449264,0.0,200.33524249992638,60.7740603031874,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
174,174,308.606984646,0.0,17.6583273534122,0.0,326.2653119994122,75.7836385535878,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
175,175,362.04895055300005,0.0,0.0,35.7836385535878,326.26531199941223,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
176,176,295.090939808,0.02173,0.0,0.0,295.069209808,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
177,177,278.008737543,1.9409610000000002,0.0,0.0,276.067776543,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
178,178,231.50058045900002,3.965321,0.0,0.0,227.53525945900003,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
179,179,217.45814815,7.719978,0.0,0.0,209.73817015,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
180,180,233.61643928,11.144112,0.0,0.0,222.47232728,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
181,181,231.994204731,9.224563,0.0,0.0,222.769641731,40.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
182,182,231.73987479599998,16.343385,100.0,0.0,315.39648979599997,125.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
183,183,223.80244121400003,10.373098,100.0,0.0,313.429343214,210.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
184,184,243.055688897,4.544633,87.7542561024122,0.0,326.26531199941223,284.59111768705,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
185,185,290.393886713,0.612582,36.4840072864122,0.0,326.2653119994122,315.602523880501,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
186,186,362.523431605,0.0,0.0,36.2581196055878,326.2653119994122,279.344404274913,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
187,187,367.81976256900003,0.0,0.0,41.5544505695878,326.26531199941223,237.789953705325,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
