,time,Pload,Ppv,Pcharge,Pdischarge,Ptotal,state of charge,energy_charge_with_es,nem_charge_with_es,demand_charge_with_es,total_bill_with_es,energy_charge_without_es,nem_charge_without_es,demand_charge_without_es,total_bill_without_es
10,10,256.906851706,3.719267,0.0,0.0,253.187584706,133.953465192825,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
11,11,258.126936759,5.470265,0.0,0.0,252.65667175899998,133.953465192825,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
12,12,257.00818794099996,5.677718,0.0,0.0,251.33046994099996,133.953465192825,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
13,13,247.31040043299998,5.0617659999999995,84.0166775664123,0.0,326.2653119994123,205.367641124275,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
14,14,247.266349455,8.032649000000001,52.2517545169109,0.0,291.48545497191094,249.781632463649,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
15,15,247.972545698,5.335256,83.6280223014122,0.0,326.26531199941223,320.86545141985,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
16,16,286.220457611,5.9957910000000005,46.0406453884123,0.0,326.2653119994123,360.0,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
17,17,335.520016825,1.041587,0.0,8.2131178255878,326.26531199941223,351.786882174412,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
18,18,387.57118494300005,0.0,0.0,61.3058729435878,326.26531199941223,290.481009230824,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
19,19,395.655538837,0.0,0.0,69.3902268375878,326.2653119994122,221.090782393237,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
20,20,420.095467295,0.0,0.0,93.8301552955878,326.2653119994122,127.260627097649,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
21,21,395.38159283199997,0.0,0.0,69.1162808325877,326.26531199941223,58.1443462650611,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
22,22,328.39275933,0.0,0.0,2.12744733058776,326.26531199941223,56.0168989344734,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
23,23,232.18679724,0.0,0.0,0.0,232.18679724,56.0168989344734,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
24,24,179.532926632,0.0,100.0,0.0,279.532926632,141.016898934473,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
25,25,170.58698231399998,0.0,100.0,0.0,270.586982314,226.016898934473,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
26,26,146.113533914,0.0,78.0152844813557,0.0,224.1288183953557,292.329890743626,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
27,27,143.164133269,0.0,0.0,0.0,143.164133269,292.329890743626,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
28,28,149.944113739,0.0,0.0,0.0,149.944113739,292.329890743626,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
29,29,162.567546634,0.0,0.0,0.0,162.567546634,292.329890743626,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
30,30,255.965390526,0.0,70.2999214734122,0.0,326.2653119994122,352.084823996026,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
31,31,321.22634456,0.0,5.03896743941226,0.0,326.26531199941223,356.367946319527,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
32,32,375.00532135199995,0.897752,0.0,47.8422573525877,326.26531199941223,308.525688966939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
33,33,328.191625272,6.248611,0.0,0.0,321.943014272,308.525688966939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
34,34,274.47027351099996,12.691111000000001,0.0,0.0,261.779162511,308.525688966939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
35,35,265.050350583,17.138912,0.0,0.0,247.911438583,308.525688966939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
36,36,263.51571893,19.448456999999998,0.0,0.0,244.06726193,308.525688966939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
37,37,256.18166885799997,19.393816,0.0,0.0,236.78785285799995,308.525688966939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
38,38,257.753231087,16.878904,0.0,0.0,240.874327087,308.525688966939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
39,39,259.400005916,12.214233,0.0,0.0,247.185772916,308.525688966939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
40,40,280.96574360200003,6.0281530000000005,0.0,0.0,274.93759060200006,308.525688966939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
41,41,313.809569034,0.807876,0.0,0.0,313.00169303399997,308.525688966939,19986.732752647735,0.0,5827.098472309498,25813.831224957234,19890.218094580843,0.0,7551.766789106239,27441.98488368708
