Interval,GMTIntervalEnd,Reserve Zone,RegUP,RegDN,Spin,Supp,RampUP,RampDN
03/07/2022 01:00:00,03/07/2022 07:00:00,1,9.5618,12.4612,2.1481,0.1480,0.0000,0.0000
03/07/2022 01:00:00,03/07/2022 07:00:00,2,9.5618,12.4612,2.1481,0.1480,0.0000,0.0000
03/07/2022 01:00:00,03/07/2022 07:00:00,3,9.5618,12.4612,2.1481,0.1480,0.0000,0.0000
03/07/2022 01:00:00,03/07/2022 07:00:00,4,9.5618,12.4612,2.1481,0.1480,0.0000,0.0000
03/07/2022 01:00:00,03/07/2022 07:00:00,5,9.5618,12.4612,2.1481,0.1480,0.0000,0.0000
03/07/2022 01:00:00,03/07/2022 07:00:00,SPP,9.5618,12.4612,2.1481,0.1480,0.0000,0.0000
03/07/2022 02:00:00,03/07/2022 08:00:00,1,9.5359,15.4894,2.0001,0.1480,0.0000,0.0000
03/07/2022 02:00:00,03/07/2022 08:00:00,2,9.5359,15.4894,2.0001,0.1480,0.0000,0.0000
03/07/2022 02:00:00,03/07/2022 08:00:00,3,9.5359,15.4894,2.0001,0.1480,0.0000,0.0000
03/07/2022 02:00:00,03/07/2022 08:00:00,4,9.5359,15.4894,2.0001,0.1480,0.0000,0.0000
03/07/2022 02:00:00,03/07/2022 08:00:00,5,9.5359,15.4894,2.0001,0.1480,0.0000,0.0000
03/07/2022 02:00:00,03/07/2022 08:00:00,SPP,9.5359,15.4894,2.0001,0.1480,0.0000,0.0000
03/07/2022 03:00:00,03/07/2022 09:00:00,1,7.9993,9.9836,1.1480,0.1480,0.0000,0.0000
03/07/2022 03:00:00,03/07/2022 09:00:00,2,7.9993,9.9836,1.1480,0.1480,0.0000,0.0000
03/07/2022 03:00:00,03/07/2022 09:00:00,3,7.9993,9.9836,1.1480,0.1480,0.0000,0.0000
03/07/2022 03:00:00,03/07/2022 09:00:00,4,7.9993,9.9836,1.1480,0.1480,0.0000,0.0000
03/07/2022 03:00:00,03/07/2022 09:00:00,5,7.9993,9.9836,1.1480,0.1480,0.0000,0.0000
03/07/2022 03:00:00,03/07/2022 09:00:00,SPP,7.9993,9.9836,1.1480,0.1480,0.0000,0.0000
03/07/2022 04:00:00,03/07/2022 10:00:00,1,8.0003,18.5302,1.1480,0.1480,0.0000,0.0000
03/07/2022 04:00:00,03/07/2022 10:00:00,2,8.0003,18.5302,1.1480,0.1480,0.0000,0.0000
