Interval,GMTIntervalEnd,Reserve Zone,RegUP,RegDN,Spin,Supp,RampUP,RampDN
03/25/2022 01:00:00,03/25/2022 06:00:00,1,4.9538,7.1347,2.0000,0.5001,0.0000,0.0000
03/25/2022 01:00:00,03/25/2022 06:00:00,2,4.9538,7.1347,2.0000,0.5001,0.0000,0.0000
03/25/2022 01:00:00,03/25/2022 06:00:00,3,4.9538,7.1347,2.0000,0.5001,0.0000,0.0000
03/25/2022 01:00:00,03/25/2022 06:00:00,4,4.9538,7.1347,2.0000,0.5001,0.0000,0.0000
03/25/2022 01:00:00,03/25/2022 06:00:00,5,4.9538,7.1347,2.0000,0.5001,0.0000,0.0000
03/25/2022 01:00:00,03/25/2022 06:00:00,SPP,4.9538,7.1347,2.0000,0.5001,0.0000,0.0000
03/25/2022 02:00:00,03/25/2022 07:00:00,1,4.7022,5.7371,1.5001,0.5001,0.0000,0.0000
03/25/2022 02:00:00,03/25/2022 07:00:00,2,4.7022,5.7371,1.5001,0.5001,0.0000,0.0000
03/25/2022 02:00:00,03/25/2022 07:00:00,3,4.7022,5.7371,1.5001,0.5001,0.0000,0.0000
03/25/2022 02:00:00,03/25/2022 07:00:00,4,4.7022,5.7371,1.5001,0.5001,0.0000,0.0000
03/25/2022 02:00:00,03/25/2022 07:00:00,5,4.7022,5.7371,1.5001,0.5001,0.0000,0.0000
03/25/2022 02:00:00,03/25/2022 07:00:00,SPP,4.7022,5.7371,1.5001,0.5001,0.0000,0.0000
03/25/2022 03:00:00,03/25/2022 08:00:00,1,5.6347,6.9403,1.0001,0.1500,0.0000,0.0000
03/25/2022 03:00:00,03/25/2022 08:00:00,2,5.6347,6.9403,1.0001,0.1500,0.0000,0.0000
03/25/2022 03:00:00,03/25/2022 08:00:00,3,5.6347,6.9403,1.0001,0.1500,0.0000,0.0000
03/25/2022 03:00:00,03/25/2022 08:00:00,4,5.6347,6.9403,1.0001,0.1500,0.0000,0.0000
03/25/2022 03:00:00,03/25/2022 08:00:00,5,5.6347,6.9403,1.0001,0.1500,0.0000,0.0000
03/25/2022 03:00:00,03/25/2022 08:00:00,SPP,5.6347,6.9403,1.0001,0.1500,0.0000,0.0000
03/25/2022 04:00:00,03/25/2022 09:00:00,1,5.5358,10.2612,1.0001,0.1490,0.0000,0.0000
03/25/2022 04:00:00,03/25/2022 09:00:00,2,5.5358,10.2612,1.0001,0.1490,0.0000,0.0000
03/25/2022 04:00:00,03/25/2022 09:00:00,3,5.5358,10.2612,1.0001,0.1490,0.0000,0.0000
03/25/2022 04:00:00,03/25/2022 09:00:00,4,5.5358,10.2612,1.0001,0.1490,0.0000,0.0000
03/25/2022 04:00:00,03/25/2022 09:00:00,5,5.5358,10.2612,1.0001,0.1490,0.0000,0.0000
03/25/2022 04:00:00,03/25/2022 09:00:00,SPP,5.5358,10.2612,1.0001,0.1490,0.0000,0.0000
03/25/2022 05:00:00,03/25/2022 10:00:00,1,7.9999,10.0954,1.1500,0.1500,0.0000,0.0000
03/25/2022 05:00:00,03/25/2022 10:00:00,2,7.9999,10.0954,1.1500,0.1500,0.0000,0.0000
03/25/2022 05:00:00,03/25/2022 10:00:00,3,7.9999,10.0954,1.1500,0.1500,0.0000,0.0000
03/25/2022 05:00:00,03/25/2022 10:00:00,4,7.9999,10.0954,1.1500,0.1500,0.0000,0.0000
03/25/2022 05:00:00,03/25/2022 10:00:00,5,7.9999,10.0954,1.1500,0.1500,0.0000,0.0000
03/25/2022 05:00:00,03/25/2022 10:00:00,SPP,7.9999,10.0954,1.1500,0.1500,0.0000,0.0000
03/25/2022 06:00:00,03/25/2022 11:00:00,1,15.8101,8.9433,4.0000,0.5001,0.0000,0.0000
03/25/2022 06:00:00,03/25/2022 11:00:00,2,15.8101,8.9433,4.0000,0.5001,0.0000,0.0000
03/25/2022 06:00:00,03/25/2022 11:00:00,3,15.8101,8.9433,4.0000,0.5001,0.0000,0.0000
03/25/2022 06:00:00,03/25/2022 11:00:00,4,15.8101,8.9433,4.0000,0.5001,0.0000,0.0000
03/25/2022 06:00:00,03/25/2022 11:00:00,5,15.8101,8.9433,4.0000,0.5001,0.0000,0.0000
03/25/2022 06:00:00,03/25/2022 11:00:00,SPP,15.8101,8.9433,4.0000,0.5001,0.0000,0.0000
03/25/2022 07:00:00,03/25/2022 12:00:00,1,13.9035,10.7522,7.1141,0.6700,0.0000,0.0000
03/25/2022 07:00:00,03/25/2022 12:00:00,2,13.9035,10.7522,7.1141,0.6700,0.0000,0.0000
03/25/2022 07:00:00,03/25/2022 12:00:00,3,13.9035,10.7522,7.1141,0.6700,0.0000,0.0000
03/25/2022 07:00:00,03/25/2022 12:00:00,4,13.9035,10.7522,7.1141,0.6700,0.0000,0.0000
03/25/2022 07:00:00,03/25/2022 12:00:00,5,13.9035,10.7522,7.1141,0.6700,0.0000,0.0000
03/25/2022 07:00:00,03/25/2022 12:00:00,SPP,13.9035,10.7522,7.1141,0.6700,0.0000,0.0000
03/25/2022 08:00:00,03/25/2022 13:00:00,1,12.5830,4.8716,5.8173,0.6700,0.0000,0.0000
03/25/2022 08:00:00,03/25/2022 13:00:00,2,12.5830,4.8716,5.8173,0.6700,0.0000,0.0000
03/25/2022 08:00:00,03/25/2022 13:00:00,3,12.5830,4.8716,5.8173,0.6700,0.0000,0.0000
03/25/2022 08:00:00,03/25/2022 13:00:00,4,12.5830,4.8716,5.8173,0.6700,0.0000,0.0000
03/25/2022 08:00:00,03/25/2022 13:00:00,5,12.5830,4.8716,5.8173,0.6700,0.0000,0.0000
03/25/2022 08:00:00,03/25/2022 13:00:00,SPP,12.5830,4.8716,5.8173,0.6700,0.0000,0.0000
03/25/2022 09:00:00,03/25/2022 14:00:00,1,9.1432,4.6150,4.6700,0.6700,0.0000,0.0000
