Interval,GMTIntervalEnd,Reserve Zone,RegUP,RegDN,Spin,Supp,RampUP,RampDN
03/18/2022 01:00:00,03/18/2022 06:00:00,1,8.7481,10.7904,4.0000,0.5001,0.0000,0.0000
03/18/2022 01:00:00,03/18/2022 06:00:00,2,8.7481,10.7904,4.0000,0.5001,0.0000,0.0000
03/18/2022 01:00:00,03/18/2022 06:00:00,3,8.7481,10.7904,4.0000,0.5001,0.0000,0.0000
03/18/2022 01:00:00,03/18/2022 06:00:00,4,8.7481,10.7904,4.0000,0.5001,0.0000,0.0000
03/18/2022 01:00:00,03/18/2022 06:00:00,5,8.7481,10.7904,4.0000,0.5001,0.0000,0.0000
03/18/2022 01:00:00,03/18/2022 06:00:00,SPP,8.7481,10.7904,4.0000,0.5001,0.0000,0.0000
03/18/2022 02:00:00,03/18/2022 07:00:00,1,10.0451,10.4931,4.0000,0.5001,0.0000,0.0000
03/18/2022 02:00:00,03/18/2022 07:00:00,2,10.0451,10.4931,4.0000,0.5001,0.0000,0.0000
03/18/2022 02:00:00,03/18/2022 07:00:00,3,10.0451,10.4931,4.0000,0.5001,0.0000,0.0000
03/18/2022 02:00:00,03/18/2022 07:00:00,4,10.0451,10.4931,4.0000,0.5001,0.0000,0.0000
03/18/2022 02:00:00,03/18/2022 07:00:00,5,10.0451,10.4931,4.0000,0.5001,0.0000,0.0000
03/18/2022 02:00:00,03/18/2022 07:00:00,SPP,10.0451,10.4931,4.0000,0.5001,0.0000,0.0000
03/18/2022 03:00:00,03/18/2022 08:00:00,1,8.8372,10.3595,4.0000,0.5001,0.0000,0.0000
03/18/2022 03:00:00,03/18/2022 08:00:00,2,8.8372,10.3595,4.0000,0.5001,0.0000,0.0000
03/18/2022 03:00:00,03/18/2022 08:00:00,3,8.8372,10.3595,4.0000,0.5001,0.0000,0.0000
03/18/2022 03:00:00,03/18/2022 08:00:00,4,8.8372,10.3595,4.0000,0.5001,0.0000,0.0000
03/18/2022 03:00:00,03/18/2022 08:00:00,5,8.8372,10.3595,4.0000,0.5001,0.0000,0.0000
03/18/2022 03:00:00,03/18/2022 08:00:00,SPP,8.8372,10.3595,4.0000,0.5001,0.0000,0.0000
03/18/2022 04:00:00,03/18/2022 09:00:00,1,8.0003,10.2760,4.0000,0.5001,0.0000,0.0000
03/18/2022 04:00:00,03/18/2022 09:00:00,2,8.0003,10.2760,4.0000,0.5001,0.0000,0.0000
03/18/2022 04:00:00,03/18/2022 09:00:00,3,8.0003,10.2760,4.0000,0.5001,0.0000,0.0000
03/18/2022 04:00:00,03/18/2022 09:00:00,4,8.0003,10.2760,4.0000,0.5001,0.0000,0.0000
03/18/2022 04:00:00,03/18/2022 09:00:00,5,8.0003,10.2760,4.0000,0.5001,0.0000,0.0000
03/18/2022 04:00:00,03/18/2022 09:00:00,SPP,8.0003,10.2760,4.0000,0.5001,0.0000,0.0000
03/18/2022 05:00:00,03/18/2022 10:00:00,1,9.0158,10.0959,4.0000,0.5001,0.0000,0.0000
03/18/2022 05:00:00,03/18/2022 10:00:00,2,9.0158,10.0959,4.0000,0.5001,0.0000,0.0000
03/18/2022 05:00:00,03/18/2022 10:00:00,3,9.0158,10.0959,4.0000,0.5001,0.0000,0.0000
03/18/2022 05:00:00,03/18/2022 10:00:00,4,9.0158,10.0959,4.0000,0.5001,0.0000,0.0000
03/18/2022 05:00:00,03/18/2022 10:00:00,5,9.0158,10.0959,4.0000,0.5001,0.0000,0.0000
03/18/2022 05:00:00,03/18/2022 10:00:00,SPP,9.0158,10.0959,4.0000,0.5001,0.0000,0.0000
03/18/2022 06:00:00,03/18/2022 11:00:00,1,9.0151,11.3444,4.0000,0.1500,0.0000,0.0000
03/18/2022 06:00:00,03/18/2022 11:00:00,2,9.0151,11.3444,4.0000,0.1500,0.0000,0.0000
03/18/2022 06:00:00,03/18/2022 11:00:00,3,9.0151,11.3444,4.0000,0.1500,0.0000,0.0000
03/18/2022 06:00:00,03/18/2022 11:00:00,4,9.0151,11.3444,4.0000,0.1500,0.0000,0.0000
03/18/2022 06:00:00,03/18/2022 11:00:00,5,9.0151,11.3444,4.0000,0.1500,0.0000,0.0000
03/18/2022 06:00:00,03/18/2022 11:00:00,SPP,9.0151,11.3444,4.0000,0.1500,0.0000,0.0000
03/18/2022 07:00:00,03/18/2022 12:00:00,1,18.4892,10.7588,4.6701,0.6701,0.0000,0.0000
03/18/2022 07:00:00,03/18/2022 12:00:00,2,18.4892,10.7588,4.6701,0.6701,0.0000,0.0000
03/18/2022 07:00:00,03/18/2022 12:00:00,3,18.4892,10.7588,4.6701,0.6701,0.0000,0.0000
03/18/2022 07:00:00,03/18/2022 12:00:00,4,18.4892,10.7588,4.6701,0.6701,0.0000,0.0000
03/18/2022 07:00:00,03/18/2022 12:00:00,5,18.4892,10.7588,4.6701,0.6701,0.0000,0.0000
03/18/2022 07:00:00,03/18/2022 12:00:00,SPP,18.4892,10.7588,4.6701,0.6701,0.0000,0.0000
03/18/2022 08:00:00,03/18/2022 13:00:00,1,21.3948,10.5965,7.6322,0.6701,0.0000,0.0000
03/18/2022 08:00:00,03/18/2022 13:00:00,2,21.3948,10.5965,7.6322,0.6701,0.0000,0.0000
03/18/2022 08:00:00,03/18/2022 13:00:00,3,21.3948,10.5965,7.6322,0.6701,0.0000,0.0000
03/18/2022 08:00:00,03/18/2022 13:00:00,4,21.3948,10.5965,7.6322,0.6701,0.0000,0.0000
03/18/2022 08:00:00,03/18/2022 13:00:00,5,21.3948,10.5965,7.6322,0.6701,0.0000,0.0000
03/18/2022 08:00:00,03/18/2022 13:00:00,SPP,21.3948,10.5965,7.6322,0.6701,0.0000,0.0000
03/18/2022 09:00:00,03/18/2022 14:00:00,1,16.3492,8.0485,6.6063,0.6701,0.0000,0.0000
03/18/2022 09:00:00,03/18/2022 14:00:00,2,16.3492,8.0485,6.6063,0.6701,0.0000,0.0000
03/18/2022 09:00:00,03/18/2022 14:00:00,3,16.3492,8.0485,6.6063,0.6701,0.0000,0.0000
03/18/2022 09:00:00,03/18/2022 14:00:00,4,16.3492,8.0485,6.6063,0.6701,0.0000,0.0000
03/18/2022 09:00:00,03/18/2022 14:00:00,5,16.3492,8.0485,6.6063,0.6701,0.0000,0.0000
03/18/2022 09:00:00,03/18/2022 14:00:00,SPP,16.3492,8.0485,6.6063,0.6701,0.0000,0.0000
03/18/2022 10:00:00,03/18/2022 15:00:00,1,17.7349,4.8318,6.7027,0.6701,0.0000,0.0000
03/18/2022 10:00:00,03/18/2022 15:00:00,2,17.7349,4.8318,6.7027,0.6701,0.0000,0.0000
03/18/2022 10:00:00,03/18/2022 15:00:00,3,17.7349,4.8318,6.7027,0.6701,0.0000,0.0000
03/18/2022 10:00:00,03/18/2022 15:00:00,4,17.7349,4.8318,6.7027,0.6701,0.0000,0.0000
03/18/2022 10:00:00,03/18/2022 15:00:00,5,17.7349,4.8318,6.7027,0.6701,0.0000,0.0000
03/18/2022 10:00:00,03/18/2022 15:00:00,SPP,17.7349,4.8318,6.7027,0.6701,0.0000,0.0000
03/18/2022 11:00:00,03/18/2022 16:00:00,1,19.3926,7.1183,6.6464,0.6701,0.0000,0.0000
03/18/2022 11:00:00,03/18/2022 16:00:00,2,19.3926,7.1183,6.6464,0.6701,0.0000,0.0000
03/18/2022 11:00:00,03/18/2022 16:00:00,3,19.3926,7.1183,6.6464,0.6701,0.0000,0.0000
03/18/2022 11:00:00,03/18/2022 16:00:00,4,19.3926,7.1183,6.6464,0.6701,0.0000,0.0000
03/18/2022 11:00:00,03/18/2022 16:00:00,5,19.3926,7.1183,6.6464,0.6701,0.0000,0.0000
03/18/2022 11:00:00,03/18/2022 16:00:00,SPP,19.3926,7.1183,6.6464,0.6701,0.0000,0.0000
03/18/2022 12:00:00,03/18/2022 17:00:00,1,16.9237,8.5289,6.6702,0.6701,0.0000,0.0000
03/18/2022 12:00:00,03/18/2022 17:00:00,2,16.9237,8.5289,6.6702,0.6701,0.0000,0.0000
03/18/2022 12:00:00,03/18/2022 17:00:00,3,16.9237,8.5289,6.6702,0.6701,0.0000,0.0000
03/18/2022 12:00:00,03/18/2022 17:00:00,4,16.9237,8.5289,6.6702,0.6701,0.0000,0.0000
03/18/2022 12:00:00,03/18/2022 17:00:00,5,16.9237,8.5289,6.6702,0.6701,0.0000,0.0000
03/18/2022 12:00:00,03/18/2022 17:00:00,SPP,16.9237,8.5289,6.6702,0.6701,0.0000,0.0000
