Interval,GMTIntervalEnd,Settlement Location,Pnode,LMP,MLC,MCC,MEC
02/22/2022 01:00:00,02/22/2022 07:00:00,AEC,SOUC,8.8331,-0.1175,11.4884,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,AECC_CSWS,CSWS_AECC_LA,11.3939,-0.1295,14.0612,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,AECC_ELKINS,CSWSELKINSUNELKINS_RA,13.1880,-0.1002,15.8261,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,AECC_FITZHUGH,CSWSFITZHUGHPLT1,10.4254,-0.1717,13.1349,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,AECC_FLTCREEK,CSWSFLINTCRKUN1_JOU_AECC_RA,14.4506,-0.0651,17.0536,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,AECC_FULTON,CSWSFULTON_CUNFULT_RA,5.4181,-0.0971,8.0531,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,AECC_HYDRO13,CSWSLD13UN1_RA,9.9693,-0.1223,12.6295,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,AECC_JWTURK,CSWSTURK_PPUNTURK_AECC_RA,4.8819,-0.0588,7.4786,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,AECI,AECI,13.6998,-0.0834,16.3211,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,AEPM_CSWS,CSWS_LA,5.3053,-0.1151,7.9582,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,ALTW,MISO,4.5958,-0.0712,7.2049,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,AMRN,MISO,4.5958,-0.0712,7.2049,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,ANTELOPE,SPSANTELOPEUNANT1_RA,-17.9454,0.1383,-15.5459,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,BBA,MISO,4.5958,-0.0712,7.2049,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,BCA,MISO,4.5958,-0.0712,7.2049,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,BEPM_RM_NPPD,NPPD_BEPM_RUSHMORE_LA,-4.2816,0.0496,-1.7932,-2.5380
02/22/2022 01:00:00,02/22/2022 07:00:00,BEPM_TS_NPPD,NPPD_BEPM_TRISTATE_LA,-9.3328,0.3358,-7.1307,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,BLKW,BLKW,-19.9913,0.0968,-17.5503,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,BLUECANYON2,WFECBLUCAN14UNUN2_BLUCAN14_RA,-16.4280,0.2561,-14.1462,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,BLUECANYON5,WFECCHERRYRDUNBLUCAN5_WND_RA,-16.3646,0.1585,-13.9853,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,BLUECANYON6,WFECSLCKHILSUNBLUCAN6_WIND_RA,-16.4337,0.2504,-14.1462,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,BRAZ,MISO,4.5958,-0.0712,7.2049,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,BUBA,MISO,4.5958,-0.0712,7.2049,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,BUFFALO_DUNES_WIND,SPSFINNEY1UNBUFFDUNE_WIND_RA,-19.5633,0.3418,-17.3672,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,CANADIAN_HILLS_1,OKGECIMARRONUNCANADN1_WIND_RA,-19.1188,0.1170,-16.6980,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,CANADIAN_HILLS_2,OKGECIMARRONUNCANADN2_WIND_RA,-19.1188,0.1170,-16.6980,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,CANADIAN_HILLS_3,GRDACMRN_GRDLDCANADN3_WIND_RA,-19.1188,0.1170,-16.6980,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,CANADIAN_HILLS_4,OKGECIMARRONUNCANADN4_WIND_RA,-19.1188,0.1170,-16.6980,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,CANADIAN_HILLS_5,OKGECIMARRONUNCANADN5_WIND_RA,-19.1188,0.1170,-16.6980,-2.5378
02/22/2022 01:00:00,02/22/2022 07:00:00,CANEY_RIVER_WINDPOWER,WRCAN_RIVRUNCANEY_WIND_RA,-34.4408,0.0914,-31.9943,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,CASS_CO_1,OPPDCASSCNTYUN1_RA,-6.4774,0.0783,-4.0178,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,CASS_CO_2,OPPDCASSCNTYUN2_RA,-6.4774,0.0783,-4.0178,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,CLEC,MISO,4.5958,-0.0712,7.2049,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,COFFEYVILLE_7,GRDACOFFEYGRUN7_RA,-26.8397,-0.0963,-24.2055,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,COWP,COWP_LA,21.1235,-0.1246,23.7860,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,COWP_GEN1,WRW_PLAINGUNCOWP_GEN1_RA,21.1235,-0.1246,23.7860,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,COWP_GEN2,WRW_PLAINGUNCOWP_GEN2_RA,21.1235,-0.1246,23.7860,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,CPLE,VACS,8.9130,-0.1138,11.5647,-2.5379
02/22/2022 01:00:00,02/22/2022 07:00:00,CPLW,VACS,8.9130,-0.1138,11.5647,-2.5379
