,month,day,hour,wind_power_pu
63,1,3,16,0.2756361345483266
64,1,3,17,0.19140771740354298
65,1,3,18,0.12090796490044144
66,1,3,19,0.09888716391045063
67,1,3,20,0.08963388457644218
68,1,3,21,0.055224153448083346
69,1,3,22,0.042791787602657116
70,1,3,23,0.05828726515918601
71,1,3,24,0.08847252784340157
72,1,4,1,0.14306967037912913
73,1,4,2,0.22819966250422835
74,1,4,3,0.3197467544155784
75,1,4,4,0.416540420744751
76,1,4,5,0.5494113511081236
77,1,4,6,0.6317961300484021
78,1,4,7,0.6835921025987566
79,1,4,8,0.690273236584581
80,1,4,9,0.7555661829227577
81,1,4,10,0.7850341433232463
82,1,4,11,0.7452241534481083
83,1,4,12,0.7073638992012797
84,1,4,13,0.5997329733378408
85,1,4,14,0.5172658904263824
86,1,4,15,0.407467161660487
87,1,4,16,0.3346425694678882
88,1,4,17,0.32255955675554254
89,1,4,18,0.2874381595230094
90,1,4,19,0.2811524918438552
91,1,4,20,0.24323850826865484
92,1,4,21,0.21506141298235035
93,1,4,22,0.18127584655193438
94,1,4,23,0.1906728540893413
95,1,4,24,0.27480023624704747
96,1,5,1,0.4189447744403204
97,1,5,2,0.5934319833502314
98,1,5,3,0.7006927550906048
99,1,5,4,0.7597385195185212
100,1,5,4,0.8599569467882447
101,1,5,5,0.9100963775453497
102,1,5,6,0.9255729665879513
103,1,5,7,0.9485984362695796
104,1,5,8,0.9553084373945813
105,1,5,9,0.9445148610643052
106,1,5,10,0.9601566880414343
107,1,5,11,0.985730430869603
108,1,5,12,0.9901016087298804
109,1,5,13,0.9891676004049854
110,1,5,14,0.9814158285521374
111,1,5,15,0.9616745978175548
112,1,5,16,0.9300566767916056
113,1,5,17,0.8703209809878059
114,1,5,18,0.7976807627405127
115,1,5,19,0.7059556080549271
116,1,5,20,0.5986670491618906
117,1,5,21,0.4715834964563074
118,1,5,22,0.3366098661266824
119,1,5,23,0.2204213522331087
120,1,5,24,0.13371762852964092
121,1,6,1,0.09860760490493359
122,1,6,2,0.07097383282708876
123,1,6,3,0.03632708966138036
124,1,6,4,0.02791931600855127
125,1,6,5,0.028738159523008098
126,1,6,6,0.03187531780853015
127,1,6,7,0.030773990325123412
128,1,6,8,0.022082180222748632
129,1,6,9,0.01727440656991837
130,1,6,10,0.02089966250421944
131,1,6,11,0.027304477444033075
132,1,6,12,0.031302688716391955
133,1,6,13,0.03668680391495174
134,1,6,14,0.05541516481044083
135,1,6,15,0.07681903476206371
136,1,6,16,0.07708704016199597
137,1,6,17,0.0772233997075024
138,1,6,18,0.07979092136348045
139,1,6,19,0.10312945213184575
140,1,6,20,0.14316000674992851
141,1,6,21,0.22692368095400206
142,1,6,22,0.30875642929463737
143,1,6,23,0.41762921588482177
144,1,6,24,0.521387591405126
145,1,7,1,0.5801775340308488
146,1,7,2,0.6201839914501326
147,1,7,3,0.4705891213859957
148,1,7,4,0.49548624142198877
149,1,7,5,0.6435872089099179
150,1,7,6,0.7462696703791457
151,1,7,7,0.8005332770840655
152,1,7,8,0.8201739453257231
153,1,7,9,0.7299872314096147
154,1,7,10,0.6348172685341571
155,1,7,11,0.6582867814152434
156,1,7,12,0.6963676341545724
157,1,7,13,0.6770802114973484
158,1,7,14,0.655115896051304
159,1,7,15,0.6755855889301333
160,1,7,16,0.6663187197660125
161,1,7,17,0.6399950950613349
162,1,7,18,0.7099819439757338
163,1,7,19,0.7867281921476457
164,1,7,20,0.8588225447182626
165,1,7,21,0.8989025762178746
166,1,7,22,0.8666045786928356
167,1,7,23,0.7854076161548317
168,1,7,24,0.6504673079086598
169,1,8,1,0.5261977275284221
170,1,8,2,0.37965581055237757
171,1,8,3,0.24041219484757484
172,1,8,4,0.15356874789066546
173,1,8,5,0.08070917988525227
174,1,8,6,0.027470232872092125
175,1,8,7,0.008609449881876834
176,1,8,8,0.010655923050962152
177,1,8,9,0.03166591292609031
178,1,8,10,0.08071335358307737
179,1,8,11,0.22802802339971515
180,1,8,12,0.4661058724266063
181,1,8,13,0.6689844976938013
182,1,8,14,0.8119871976600794
183,1,8,15,0.9046154573068037
184,1,8,16,0.9503882326471053
185,1,8,17,0.9798398807514923
186,1,8,18,0.9913518393519964
187,1,8,19,0.9958588480143831
188,1,8,20,0.9971413544830481
189,1,8,21,0.997691281358969
190,1,8,22,0.9979537968275236
191,1,8,23,0.9988143660704109
192,1,8,24,0.9990913263584097
193,1,9,1,0.9993717741028136
194,1,9,2,0.9995594892563764
195,1,9,3,0.9998425919675962
196,1,9,4,0.9998978850264355
197,1,9,5,0.9999134098323748
198,1,9,6,0.9999282821464712
199,1,9,7,0.9999282821464722
200,1,9,8,0.9996843626954662
201,1,9,9,0.9998016424794691
202,1,9,10,0.9999779165260433
203,1,9,11,0.9999063786702661
204,1,9,12,0.9999463606704911
205,1,9,13,0.9994837664529179
206,1,9,14,0.9988080323995936
207,1,9,15,0.9969108561142935
208,1,9,16,0.9941749240634482
209,1,9,17,0.990083451456854
210,1,9,18,0.9793218134773299
211,1,9,19,0.9799997412532356
212,1,9,20,0.9779636179547759
213,1,9,21,0.9692427382157713
214,1,9,22,0.9592791990100141
215,1,9,23,0.9502033749578153
216,1,9,24,0.9488086961413027
217,1,10,1,0.9474441106986192
218,1,10,2,0.946384216447296
219,1,10,3,0.9426841376982812
220,1,10,4,0.9304873776577799
221,1,10,5,0.9092761840477034
222,1,10,6,0.8822213747328218
223,1,10,7,0.8734939363257945
224,1,10,8,0.8680832152098229
225,1,10,9,0.8596314096073947
226,1,10,10,0.8679001912476345
227,1,10,11,0.8672365170435551
228,1,10,12,0.894037788277658
229,1,10,13,0.9490926650916961
230,1,10,14,0.9679357970525382
231,1,10,15,0.9811838902013709
232,1,10,16,0.98584493193835
233,1,10,17,0.9920407244909435
234,1,10,18,0.9935815389807613
235,1,10,19,0.9900901226234665
236,1,10,20,0.979970311621105
237,1,10,21,0.9737577455281826
238,1,10,22,0.9657969062886718
239,1,10,23,0.9588444256946808
240,1,10,24,0.8296904713691147
241,1,11,1,0.6959653616829828
242,1,11,2,0.5899377432782178
243,1,11,3,0.7417626954663143
244,1,11,4,0.7726291258859334
245,1,11,5,0.7583036899538849
246,1,11,6,0.7310251096861345
247,1,11,7,0.7793397120036138
248,1,11,8,0.8373918438519586
249,1,11,9,0.8418156935538403
250,1,11,10,0.8781593205085
251,1,11,11,0.9506091011362378
252,1,11,12,0.9827233097086274
253,1,11,13,0.9952003937450773
254,1,11,14,0.9960335808302386
255,1,11,15,0.9924476769040385
256,1,11,16,0.9998436044549429
257,1,11,17,0.9990279671504108
258,1,11,18,0.9941476544043142
259,1,11,19,0.9725313758577956
260,1,11,20,0.8526672741591076
261,1,11,21,0.6151800764990653
262,1,11,22,0.39289480256497583
263,1,11,23,0.24882501968725945
264,1,11,24,0.15197652154349378
265,1,12,1,0.07760575992800038
266,1,12,2,0.03479305883676684
267,1,12,3,0.014531960850489429
268,1,12,4,0.0055223309708628465
269,1,12,5,0.001425199685003943
270,1,12,6,0.0017583530205872676
271,1,12,7,0.005341534480819027
272,1,12,8,0.012327337158285535
273,1,12,9,0.02289907751153277
274,1,12,10,0.04114019574755577
275,1,12,11,0.0784679266509157
276,1,12,12,0.14674066824165713
277,1,12,13,0.20975377432783432
278,1,12,14,0.2245368657891854
279,1,12,15,0.17357267409159022
280,1,12,16,0.13493704578693677
281,1,12,17,0.10595941050736996
282,1,12,18,0.09910465744178304
283,1,12,19,0.11592798965012896
284,1,12,20,0.12465766677916852
285,1,12,21,0.11413002587467534
286,1,12,22,0.0908608279896459
287,1,12,23,0.07677736528293308
288,1,12,24,0.06694576442794462
289,1,13,1,0.05425231184610307
290,1,13,2,0.050742029474633604
291,1,13,3,0.0262594330070899
292,1,13,4,0.019246191922602244
293,1,13,5,0.019127629654630645
294,1,13,6,0.02528698391270358
295,1,13,7,0.04561180110248949
296,1,13,8,0.056623557205537585
297,1,13,9,0.07317486781415129
298,1,13,10,0.14509219259760486
299,1,13,11,0.3026272696591316
300,1,13,12,0.48176142423221
301,1,13,13,0.6281259759253286
302,1,13,14,0.6736531893351647
303,1,13,15,0.7117829902126377
304,1,13,16,0.7535137360782721
305,1,13,17,0.784933333333348
306,1,13,18,0.7853979412757698
307,1,13,19,0.7407977275284316
308,1,13,20,0.6209258071774107
309,1,13,21,0.5585546293171533
310,1,13,22,0.533072325345947
311,1,13,23,0.5273646304421319
312,1,13,24,0.5294869614129957
313,1,14,1,0.5360695803802714
314,1,14,2,0.4930960287996602
315,1,14,3,0.32702103723703885
316,1,14,4,0.21495613679830627
317,1,14,5,0.21053038587019537
318,1,14,6,0.2320943075711679
319,1,14,7,0.22917346158173987
320,1,14,8,0.2310834289571501
321,1,14,9,0.21696776915289837
322,1,14,10,0.2318392845089557
323,1,14,11,0.2309726290921466
324,1,14,12,0.1778751940600837
325,1,14,13,0.11089401507480795
326,1,14,14,0.06509815502306146
327,1,14,15,0.04948529643379601
328,1,14,16,0.06880896613792274
329,1,14,17,0.11563516706041242
330,1,14,18,0.17679650129373953
331,1,14,19,0.26791763977950783
332,1,14,20,0.35528230397120636
333,1,14,21,0.40681460231748257
334,1,14,22,0.46796022049725006
335,1,14,23,0.49453912701091496
336,1,14,24,0.5168919451006931
337,1,15,1,0.5203082011474977
338,1,15,2,0.4918111486106593
339,1,15,3,0.4719720890989009
340,1,15,4,0.4499400269996674
341,1,15,5,0.4081064574192886
342,1,15,6,0.4327566205422452
343,1,15,7,0.5032235347058224
344,1,15,8,0.6143753290584
345,1,15,9,0.7508396782540422
346,1,15,10,0.8518239284509288
347,1,15,11,0.9347408932388407
348,1,15,12,0.9778389582630088
349,1,15,13,0.9929503543705526
350,1,15,14,0.9922268534143164
351,1,15,15,0.9827400607492437
352,1,15,16,0.9681589042637315
353,1,15,17,0.9544489256384927
354,1,15,18,0.9469990100124455
355,1,15,19,0.9450582967713632
356,1,15,20,0.9422251096862083
357,1,15,21,0.9372743503206962
358,1,15,22,0.9315796940039058
359,1,15,23,0.9198885926426728
360,1,15,24,0.8509928113399209
361,1,16,1,0.7414386882664099
362,1,16,2,0.6851497243784307
363,1,16,3,0.6611995162560379
364,1,16,4,0.5716714141073167
365,1,16,5,0.4653970862864593
366,1,16,6,0.4261848464394342
367,1,16,7,0.4192557543030788
368,1,16,8,0.4373900101248798
369,1,16,9,0.4189975137810918
370,1,16,10,0.4210838564518115
371,1,16,11,0.46218299021265113
372,1,16,12,0.48431443356960474
373,1,16,13,0.47840345370684606
374,1,16,14,0.4766532118348617
375,1,16,15,0.44933731578356545
376,1,16,16,0.44031961975477135
377,1,16,17,0.40042351220610833
378,1,16,18,0.31724471819103034
379,1,16,19,0.2197392507593772
380,1,16,20,0.19346694791316388
381,1,16,21,0.19647102036226013
382,1,16,22,0.1835751490606602
383,1,16,23,0.18102827089664025
384,1,16,24,0.2433422657216868
385,1,17,1,0.32892870964112764
386,1,17,2,0.31608818764765195
387,1,17,3,0.3325604792440045
388,1,17,4,0.3817173810327513
389,1,17,5,0.3805451456856844
390,1,17,6,0.3670546518168537
391,1,17,7,0.42651803352460116
392,1,17,8,0.47571992350099
393,1,17,9,0.5628216447294561
394,1,17,10,0.7711689953875782
395,1,17,11,0.9337712678592174
396,1,17,12,0.9843969512881099
397,1,17,13,0.9980976150297969
398,1,17,14,0.9991754190572553
399,1,17,15,0.998351839352001
400,1,17,16,0.9966838002024871
401,1,17,17,0.996909551130604
402,1,17,18,0.9983548430644562
403,1,17,19,0.9996707278658948
404,1,17,20,0.9993635167060377
405,1,17,21,0.999070682866459
406,1,17,22,0.9990256496793768
407,1,17,23,0.9993366857914264
408,1,17,24,0.9993547868151642
409,1,18,1,0.9987902126223421
410,1,18,2,0.9983727528405894
411,1,18,3,0.9983698953763074
412,1,18,4,0.9989322870964115
413,1,18,5,0.9996865001687474
414,1,18,6,0.9997782315221044
415,1,18,7,0.9997719091011352
416,1,18,8,0.9993708403644946
417,1,18,9,0.9995428957138023
418,1,18,10,0.9998167735403302
419,1,18,11,0.9999127235909544
420,1,18,12,0.999906952413094
421,1,18,13,0.9996888513893545
422,1,18,14,0.999417819777247
423,1,18,15,0.9986588255146764
424,1,18,16,0.9981914163572834
425,1,18,17,0.9978661941725553
426,1,18,18,0.9966328383394981
427,1,18,19,0.9953497693778633
428,1,18,20,0.9935109123635751
429,1,18,21,0.9925346158172861
430,1,18,22,0.9915775677803865
431,1,18,23,0.9909428394644927
432,1,18,24,0.9881397457531719
433,1,19,1,0.987042794465065
434,1,19,2,0.9846566317921047
435,1,19,3,0.9810720440994621
436,1,19,4,0.9605408257397302
437,1,19,5,0.9036341658230306
438,1,19,6,0.8635462706717109
439,1,19,7,0.8589542580718712
440,1,19,8,0.8771900776241235
441,1,19,9,0.8715169872877399
442,1,19,10,0.8689839239510289
443,1,19,11,0.8682121610980543
444,1,19,12,0.8522780852739938
445,1,19,13,0.8186359658004669
446,1,19,14,0.7788224322196065
447,1,19,15,0.7366734840814524
448,1,19,16,0.7311999775002672
449,1,19,17,0.7194195185060143
450,1,19,18,0.6961046574417772
451,1,19,19,0.6412152098098902
452,1,19,20,0.5734467544155898
453,1,19,21,0.5028367307908831
454,1,19,22,0.4039041061986856
455,1,19,23,0.3191926313421098
456,1,19,24,0.2546028687141402
457,1,20,1,0.2367284058949295
458,1,20,2,0.2054664529193463
459,1,20,3,0.13666892788841042
460,1,20,4,0.09907039037012448
461,1,20,5,0.08314151198110174
462,1,20,6,0.07991400607492553
463,1,20,7,0.06921982225222212
464,1,20,8,0.061642040724491136
465,1,20,9,0.06905881426482169
466,1,20,10,0.08341004612442447
467,1,20,11,0.12771951850602825
468,1,20,12,0.1758674991562738
469,1,20,13,0.22693738328271781
470,1,20,14,0.26878149398132606
471,1,20,15,0.2592195747553131
472,1,20,16,0.2378262796715047
473,1,20,17,0.20519502756216365
474,1,20,18,0.1386895151310704
475,1,20,19,0.07569955000562323
476,1,20,20,0.04520607492406582
477,1,20,21,0.03985140060749511
478,1,20,22,0.03763680953988386
479,1,20,23,0.03402281471481845
480,1,20,24,0.03167270784115443
481,1,21,1,0.02413836202047648
482,1,21,2,0.01243766452919342
483,1,21,3,0.006136719541005729
484,1,21,4,0.005666869164135413
485,1,21,5,0.010361570480369023
486,1,21,6,0.017379266509168982
487,1,21,7,0.029060512993588965
488,1,21,8,0.043160096748792225
489,1,21,9,0.05311680728991063
490,1,21,10,0.06279566880414071
491,1,21,11,0.08701480481493706
492,1,21,12,0.12003243334458245
493,1,21,13,0.16398302396220982
494,1,21,14,0.21156157048037955
495,1,21,15,0.29184341320734164
496,1,21,16,0.4104089436382074
497,1,21,17,0.5492066486669122
498,1,21,18,0.6032540330746211
499,1,21,19,0.625532050849402
500,1,21,20,0.6592574417820283
501,1,21,21,0.6868321745978526
502,1,21,22,0.6864284058949283
503,1,21,23,0.6410446956913329
504,1,21,24,0.6254764427944932
505,1,22,1,0.6468300708741307
506,1,22,2,0.6339148498143872
507,1,22,3,0.48897894026326433
508,1,22,4,0.44978843514457356
509,1,22,5,0.4185186410169994
510,1,22,6,0.37974002699967113
511,1,22,7,0.3637085498931304
512,1,22,8,0.3754986500168811
513,1,22,9,0.3977259084261574
514,1,22,10,0.4782608729891073
515,1,22,11,0.6179556980537713
516,1,22,12,0.7429749015637633
517,1,22,13,0.7913713803577956
518,1,22,14,0.7997922825964874
519,1,22,15,0.8183083698954028
520,1,22,16,0.7987249409382435
521,1,22,17,0.7834575992800047
522,1,22,18,0.7460525930925667
523,1,22,19,0.6891897176285214
524,1,22,20,0.6313344133198314
525,1,22,21,0.5637500393745315
526,1,22,22,0.5004052986837882
527,1,22,23,0.45724170322872854
528,1,22,24,0.4451380357745736
529,1,23,1,0.44361689728880177
530,1,23,2,0.436369512881109
531,1,23,3,0.31764827314658023
532,1,23,4,0.24525529305885044
533,1,23,5,0.2522988750140718
534,1,23,6,0.2910894813814834
535,1,23,7,0.34785815052310853
536,1,23,8,0.41134510068625046
537,1,23,9,0.4460323545955829
538,1,23,10,0.5462433794577762
539,1,23,11,0.6775041624479673
540,1,23,12,0.7563509956126019
541,1,23,13,0.7894239509506751
542,1,23,14,0.8205728090899294
543,1,23,15,0.8436436157048623
544,1,23,16,0.8459005849927621
545,1,23,17,0.8377886151423737
546,1,23,18,0.8050168297896848
547,1,23,19,0.7946699516256425
548,1,23,20,0.7978058949263388
549,1,23,21,0.7675786927663459
550,1,23,22,0.7215329395882555
551,1,23,23,0.6713420407245132
552,1,23,24,0.6516551918101371
553,1,24,1,0.6278936888289148
554,1,24,2,0.6103774215322456
555,1,24,3,0.5522411744853243
556,1,24,4,0.4584708516143708
557,1,24,5,0.3648826189672668
558,1,24,6,0.3094032962087853
559,1,24,7,0.3029886938913158
560,1,24,8,0.31795438182022573
561,1,24,9,0.3395229609629941
562,1,24,10,0.3727272021599755
563,1,24,11,0.4220890201372509
564,1,24,12,0.4446137473281675
565,1,24,13,0.4302228372145517
566,1,24,14,0.42294287321409624
567,1,24,15,0.40131007987400574
568,1,24,16,0.38996243671954395
569,1,24,17,0.3951449319383581
570,1,24,18,0.3905679604004997
571,1,24,19,0.4059802789965193
572,1,24,20,0.4425872089098929
573,1,24,21,0.47407320283497034
574,1,24,22,0.4886459556755549
575,1,24,23,0.5065807177410305
576,1,24,24,0.5229256271796716
577,1,25,1,0.5368793677579125
578,1,25,2,0.5134258634267252
579,1,25,3,0.4076570592867666
580,1,25,4,0.3671347958150608
581,1,25,5,0.3523658904263702
582,1,25,6,0.369265845426943
583,1,25,7,0.3910471031612209
584,1,25,8,0.3779698503768796
585,1,25,9,0.34580938238272374
586,1,25,10,0.35165977050287334
587,1,25,11,0.4066221734728402
588,1,25,12,0.42816085048937597
589,1,25,13,0.37215343683204516
590,1,25,14,0.2948643041961995
591,1,25,15,0.25581924850939836
592,1,25,16,0.24353864326696215
593,1,25,17,0.2210967487906504
594,1,25,18,0.20266097423783896
595,1,25,19,0.19384967937902836
596,1,25,20,0.22694380695242575
597,1,25,21,0.2347312408595005
598,1,25,22,0.2097144335695962
599,1,25,23,0.20733058836765966
600,1,25,24,0.18177708403646387
601,1,26,1,0.13457076161548745
602,1,26,2,0.07591865226684508
603,1,26,3,0.04459503881201723
604,1,26,4,0.030992203847454703
605,1,26,5,0.02430939363258153
606,1,26,6,0.036020485993927855
607,1,26,7,0.04984885813927565
608,1,26,8,0.049299415007315224
609,1,26,9,0.039067049161888696
610,1,26,10,0.02901932725841222
611,1,26,11,0.027718821014739742
612,1,26,12,0.025867847901903173
613,1,26,13,0.019111947350658964
614,1,26,14,0.023144200697492907
615,1,26,15,0.04044847564405603
616,1,26,16,0.06212427719653513
617,1,26,17,0.08996293171335554
618,1,26,18,0.10918299021262502
619,1,26,19,0.12966893913826943
620,1,26,20,0.1475404319946136
621,1,26,21,0.15814648441895895
622,1,26,22,0.16256466419171192
623,1,26,23,0.1714597592530226
624,1,26,24,0.1791411969850501
625,1,27,1,0.18673056586793835
626,1,27,2,0.1878882551468214
627,1,27,3,0.16727492406346117
628,1,27,4,0.12530932613343065
629,1,27,5,0.08324237822027396
630,1,27,6,0.05799166385420287
631,1,27,7,0.05783376082799094
632,1,27,8,0.07349376757790514
633,1,27,9,0.08750047249409319
634,1,27,10,0.12317643154460499
635,1,27,11,0.19300619867251506
636,1,27,12,0.25911781977725223
637,1,27,13,0.293465001687484
638,1,27,14,0.3224991225109801
639,1,27,15,0.3583762627967314
640,1,27,16,0.37398653391834685
641,1,27,17,0.3779758803015132
642,1,27,18,0.37589428507144734
643,1,27,19,0.339095601304975
644,1,27,20,0.3063440769490265
645,1,27,21,0.28231886601416534
646,1,27,22,0.24472939588255446
647,1,27,23,0.21090737990776529
648,1,27,24,0.1735122960963217
649,1,28,1,0.1418553268084364
650,1,28,2,0.08709188885139277
651,1,28,3,0.033917752278100684
652,1,28,4,0.017031297108787095
653,1,28,5,0.006413814827314959
654,1,28,6,0.00281051861851715
655,1,28,7,0.0013767577905276442
656,1,28,8,0.0010742603217459962
657,1,28,9,0.0012854764315446273
658,1,28,10,0.0018035099561255782
659,1,28,11,0.002533704578692698
660,1,28,12,0.003983181460231681
661,1,28,13,0.003967397907526105
662,1,28,14,0.004044898188772598
663,1,28,15,0.003645021937225707
664,1,28,16,0.004234447069411552
665,1,28,17,0.007617786027674752
666,1,28,18,0.00905510181122746
667,1,28,19,0.009463246709416223
668,1,28,20,0.00987960400494999
669,1,28,21,0.009930712116098564
670,1,28,22,0.009676105298683813
671,1,28,23,0.012485138935763281
672,1,28,24,0.0171631117111042
673,1,29,1,0.019490943863202683
674,1,29,2,0.018376262796715802
675,1,29,3,0.009199955000562489
676,1,29,4,0.0050749240634491615
677,1,29,5,0.0034448194397569
678,1,29,6,0.0023341770727865574
679,1,29,7,0.0019475644054449369
680,1,29,8,0.0020953988075149035
681,1,29,9,0.001978917763527963
682,1,29,10,0.0028787827652153463
683,1,29,11,0.005996850039374571
684,1,29,12,0.01389482506468664
685,1,29,13,0.02540733490831565
686,1,29,14,0.031989875126563455
687,1,29,15,0.028713421082239114
688,1,29,16,0.027598346270674055
689,1,29,17,0.027983147710656093
690,1,29,18,0.024785127685905864
691,1,29,19,0.024786567667906104
692,1,29,20,0.016672145348183766
693,1,29,21,0.017714591067612386
694,1,29,22,0.024028619642255684
695,1,29,23,0.030336764540444965
696,1,29,24,0.03193338958263174
697,1,30,1,0.03435351558105659
698,1,30,2,0.02682152098098967
699,1,30,3,0.01749222634717111
700,1,30,4,0.012642198222521973
701,1,30,5,0.012120744740690562
702,1,30,6,0.006847575655304392
703,1,30,7,0.011284745190685098
704,1,30,8,0.01110991112611102
705,1,30,9,0.007965856676791663
706,1,30,10,0.007283372707841221
707,1,30,11,0.008192935088311506
708,1,30,12,0.008169310383620294
709,1,30,13,0.010140791990100206
710,1,30,14,0.021288615142311916
711,1,30,15,0.04887356283046671
712,1,30,16,0.0632952750590618
713,1,30,17,0.08828821014736715
714,1,30,18,0.10568896388794714
715,1,30,19,0.15329013387333537
716,1,30,20,0.1536457081786575
717,1,30,21,0.14594494318821746
718,1,30,22,0.14735186185173238
719,1,30,23,0.1590904713691129
720,1,30,24,0.19355198560018919
721,1,31,1,0.2130938238272149
722,1,31,2,0.2029028124648546
723,1,31,3,0.14726591292609653
724,1,31,4,0.13802045224435666
725,1,31,5,0.16585798177523886
726,1,31,6,0.22280082123973996
727,1,31,7,0.21989053886827156
728,1,31,8,0.22393604454945162
729,1,31,9,0.17508914388571298
730,1,31,10,0.2163349758128153
731,1,31,11,0.30414866689166475
732,1,31,12,0.3855400269996697
733,1,31,13,0.39109570255372716
734,1,31,14,0.3876248846889516
735,1,31,15,0.37823601079987357
736,1,31,16,0.39617778152773747
737,1,31,17,0.4333916301046295
738,1,31,18,0.4271149735628448
739,1,31,19,0.39805973675329626
740,1,31,20,0.41746892788840856
741,1,31,21,0.4280087298908893
742,1,31,22,0.4475768027899745
743,1,31,23,0.46124584317697603
744,1,31,24,0.4210708516143646
745,2,1,1,0.36733052086849144
746,2,1,2,0.34522839464507415
747,2,1,3,0.3368727415907342
748,2,1,4,0.4290582067724306
749,2,1,5,0.43773149960628
750,2,1,6,0.4626853526831216
751,2,1,7,0.4775000449994752
752,2,1,8,0.5139105523681234
753,2,1,9,0.5471658791765299
754,2,1,10,0.6201820227247454
755,2,1,11,0.8045562830465086
756,2,1,12,0.9282020249747525
757,2,1,13,0.8928933963326035
758,2,1,14,0.9332821914726653
759,2,1,15,0.9689494881314209
760,2,1,16,0.9781876701541216
761,2,1,17,0.9903708066149056
762,2,1,18,0.9960093373832637
763,2,1,19,0.9983784002699831
764,2,1,20,0.9987031612104753
765,2,1,21,0.9988624479693908
766,2,1,22,0.9988927550905535
767,2,1,23,0.9980897288783783
768,2,1,24,0.997628068399128
769,2,2,1,0.996713398582507
770,2,2,2,0.99216279671503
771,2,2,3,0.9776644279446376
772,2,2,4,0.9144645854427225
773,2,2,5,0.7843707728653551
774,2,2,6,0.651671582855237
775,2,2,7,0.5748727078411924
776,2,2,8,0.54853028462147
777,2,2,9,0.4572747440657094
778,2,2,10,0.43082090223872643
779,2,2,11,0.47245911801103185
780,2,2,12,0.48530038249523255
781,2,2,13,0.5041085161435622
782,2,2,14,0.5135052536843426
783,2,2,15,0.48036668916639874
784,2,2,16,0.4676992687591541
785,2,2,17,0.4378262571717959
786,2,2,18,0.38884915063562375
787,2,2,19,0.3394681516481133
788,2,2,20,0.3027808864889289
789,2,2,21,0.3178607492406429
790,2,2,22,0.3662357295533893
791,2,2,23,0.3524170660366802
792,2,2,24,0.3736432782090252
793,2,3,1,0.5034063561705666
794,2,3,2,0.6366551243109659
795,2,3,3,0.6142228822139826
796,2,3,4,0.5287108561143131
797,2,3,5,0.6016596467544376
798,2,3,6,0.7295730790865337
799,2,3,7,0.8301970975363339
800,2,3,8,0.8659892226347363
801,2,3,9,0.882408516143547
802,2,3,10,0.908216188547644
803,2,3,11,0.9480672179097736
804,2,3,12,0.9645210709866102
805,2,3,13,0.9682384182697646
806,2,3,14,0.978071346608161
807,2,3,15,0.9787497581280212
808,2,3,16,0.9734937000787468
809,2,3,17,0.9673471819102217
810,2,3,18,0.9656251434356962
811,2,3,19,0.9660548655641708
812,2,3,20,0.9522143323208381
813,2,3,21,0.9226012712341191
814,2,3,22,0.8803793677579576
815,2,3,23,0.8489516706041801
816,2,3,24,0.7961856676792068
817,2,4,1,0.7041430307121083
818,2,4,2,0.5871438857014442
819,2,4,3,0.45999872876590686
820,2,4,4,0.3614764877939131
821,2,4,5,0.345066779165263
822,2,4,6,0.3957108111148645
