Node ID,Node Name,Zone ID,Reserve ID
4882,LD.MIDLBORO14.4,4006,7000
4457,LD.MIDLEBRY46,4003,7000
346,UN.MIDDLESX34.5BOLT,4003,7000
614,UN.MIDDLESX34.5WATR,4003,7000
779,UN.MIDDLESX34.5MSX2,4003,7000
4466,LD.MIDDLESX34.5,4003,7000
4348,LD.MIDDLTON115,4008,7003
478,UN.MIDDLETN115 MI10,4004,7002
480,UN.MIDDLETN13.2MID2,4004,7002
481,UN.MIDDLETN20.9MID3,4004,7002
4515,LD.MIDWAY  13.8,4007,7000
486,UN.MILFORD 13.8MILF,4006,7000
1385,UN.MILFD_CT21  MFD1,4004,7001
1386,UN.MILFD_CT21  MFD2,4004,7001
46716,LD.MILL_PD 12.5,4002,7000
4422,LD.MILL_RV 13.8,4004,7001
4211,LD.MILL_ST 13.8,4006,7000
624,UN.MILLBURY13.8WMIM,4007,7000
4252,LD.MILLBURY69,4007,7000
14065,LD.MILLBURY13.8,4007,7000
1210,UN.MILLENUM16  MILN,4007,7000
484,UN.MILSTONE24.0MIL2,4004,7002
485,UN.MILSTONE24.0MIL3,4004,7002
4494,LD.MILSTONE345,4004,7002
4432,LD.MILVON  13.8,4004,7001
4296,LD.MINK    13.8,4006,7000
47968,LD.MINK    23,4006,7000
4426,LD.MIX_AVE 13.8,4004,7001
4403,LD.MONADNCK34.5,4002,7000
40034,LD.MONMOUTH12,4001,7000
40035,LD.MONMOUTH34.5,4001,7000
4510,LD.MONTAGUE13.8,4007,7000
14801,UN.MONTAGUE13.8CABT,4007,7000
14808,UN.MONTAGUE13.8TURN,4007,7000
492,UN.MONTVLLE69  MO10,4004,7002
493,UN.MONTVLLE13.8MON5,4004,7002
494,UN.MONTVLLE22.0MON6,4004,7002
47370,UN.MOORE   13.8MOR1,4002,7000
47371,UN.MOORE   13.8MOR2,4002,7000
47372,UN.MOORE   13.8MOR3,4002,7000
47373,UN.MOORE   13.8MOR4,4002,7000
4265,LD.MOORE   13.8,4002,7000
4177,LD.MOSHERS 34.5,4001,7000
46655,LD.MOSHERS 12.5,4001,7000
4267,LD.MT_SUPP 13.8,4002,7000
14796,LD.MUSSEYRD34.5,4001,7000
4564,LD.MYSTC_NU34.5,4004,7002
44031,LD.MYSTC_NU13.8,4004,7002
502,UN.MYSTIC  22  MYS7,4008,7003
503,UN.MYSTIC  24.0MYSJ,4008,7003
1478,UN.MYSTIC  18.1MYS8,4008,7003
1616,UN.MYSTIC  18.1MYS9,4008,7003
4087,LD.MYSTIC  24.0,4008,7003
17227,LD.MYSTIC  13.8,4008,7003
4565,LD.NE_SIMSB23,4004,7002
4325,LD.NASHUA  13.8,4007,7000
4197,LD.NASNVILL13.8,4005,7000
4113,LD.NEEDHAM 13.8,4008,7003
4456,LD.NEW_HAVN46,4003,7000
47381,LD.N_LONDON12.5,4005,7000
48633,LD.NLONDNCT115,4004,7002
4129,LD.NEWCASTL34.5,4001,7000
36881,LD.NEWFANE 46,4003,7000
508,UN.NEWINGTN24.0NEWI,4002,7000
4621,LD.NEWNGTON23,4004,7002
1649,UN.NEW_ENER18.0NEWE,4002,7000
