Interval,GMTIntervalEnd,Settlement Location,Pnode,LMP,MLC,MCC,MEC
03/21/2022 01:00:00,03/21/2022 06:00:00,AEC,SOUC,5.2975,-0.4015,14.7682,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,AECC_CSWS,CSWS_AECC_LA,15.1880,-0.4713,24.7285,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,AECC_ELKINS,CSWSELKINSUNELKINS_RA,18.7488,-0.2947,28.1127,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,AECC_FITZHUGH,CSWSFITZHUGHPLT1,13.8468,-0.5974,23.5134,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,AECC_FLTCREEK,CSWSFLINTCRKUN1_JOU_AECC_RA,19.7400,-0.1673,28.9765,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,AECC_FULTON,CSWSFULTON_CUNFULT_RA,10.5848,-0.3679,20.0218,-9.0691
03/21/2022 01:00:00,03/21/2022 06:00:00,AECC_HYDRO13,CSWSLD13UN1_RA,14.5193,-0.3794,23.9679,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,AECC_JWTURK,CSWSTURK_PPUNTURK_AECC_RA,11.0796,-0.2248,20.3736,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,AECI,AECI,8.4906,-0.1938,17.7535,-9.0691
03/21/2022 01:00:00,03/21/2022 06:00:00,AEPM_CSWS,CSWS_LA,11.2473,-0.4494,20.7659,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,ALTW,MISO,-2.5571,-0.1747,6.6869,-9.0693
03/21/2022 01:00:00,03/21/2022 06:00:00,AMRN,MISO,-2.5571,-0.1747,6.6869,-9.0693
03/21/2022 01:00:00,03/21/2022 06:00:00,ANTELOPE,SPSANTELOPEUNANT1_RA,-25.2677,0.1408,-16.3393,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,BBA,MISO,-2.5571,-0.1747,6.6869,-9.0693
03/21/2022 01:00:00,03/21/2022 06:00:00,BCA,MISO,-2.5571,-0.1747,6.6869,-9.0693
03/21/2022 01:00:00,03/21/2022 06:00:00,BEPM_RM_NPPD,NPPD_BEPM_RUSHMORE_LA,-19.9510,0.1980,-11.0799,-9.0691
03/21/2022 01:00:00,03/21/2022 06:00:00,BEPM_TS_NPPD,NPPD_BEPM_TRISTATE_LA,-22.4587,0.5872,-13.9767,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,BLKW,BLKW,-25.9407,-0.0971,-16.7744,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,BLUECANYON2,WFECBLUCAN14UNUN2_BLUCAN14_RA,-19.9947,0.8285,-11.7540,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,BLUECANYON5,WFECCHERRYRDUNBLUCAN5_WND_RA,-18.7745,0.5383,-10.2436,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,BLUECANYON6,WFECSLCKHILSUNBLUCAN6_WIND_RA,-20.0147,0.8084,-11.7540,-9.0691
03/21/2022 01:00:00,03/21/2022 06:00:00,BRAZ,MISO,-2.5571,-0.1747,6.6869,-9.0693
03/21/2022 01:00:00,03/21/2022 06:00:00,BUBA,MISO,-2.5571,-0.1747,6.6869,-9.0693
03/21/2022 01:00:00,03/21/2022 06:00:00,BUFFALO_DUNES_WIND,SPSFINNEY1UNBUFFDUNE_WIND_RA,-26.2066,1.0064,-18.1438,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CANADIAN_HILLS_1,OKGECIMARRONUNCANADN1_WIND_RA,-32.2527,0.3882,-23.5717,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CANADIAN_HILLS_2,OKGECIMARRONUNCANADN2_WIND_RA,-32.2527,0.3882,-23.5717,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CANADIAN_HILLS_3,GRDACMRN_GRDLDCANADN3_WIND_RA,-32.2527,0.3882,-23.5717,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CANADIAN_HILLS_4,OKGECIMARRONUNCANADN4_WIND_RA,-32.2527,0.3882,-23.5717,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CANADIAN_HILLS_5,OKGECIMARRONUNCANADN5_WIND_RA,-32.2527,0.3882,-23.5717,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CANEY_RIVER_WINDPOWER,WRCAN_RIVRUNCANEY_WIND_RA,-27.4837,0.2934,-18.7079,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CASS_CO_1,OPPDCASSCNTYUN1_RA,-21.6603,0.3922,-12.9833,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CASS_CO_2,OPPDCASSCNTYUN2_RA,-21.6603,0.3922,-12.9833,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CLEC,MISO,-2.5571,-0.1747,6.6869,-9.0693
03/21/2022 01:00:00,03/21/2022 06:00:00,COFFEYVILLE_7,GRDACOFFEYGRUN7_RA,-14.6821,-0.1884,-5.4246,-9.0691
03/21/2022 01:00:00,03/21/2022 06:00:00,COWP,COWP_LA,11.7985,-0.3560,21.2237,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,COWP_GEN1,WRW_PLAINGUNCOWP_GEN1_RA,11.7985,-0.3560,21.2237,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,COWP_GEN2,WRW_PLAINGUNCOWP_GEN2_RA,11.7985,-0.3560,21.2237,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CPLE,VACS,4.9000,-0.3792,14.3484,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CPLW,VACS,4.9000,-0.3792,14.3484,-9.0692
03/21/2022 01:00:00,03/21/2022 06:00:00,CROSSROADS1,MPSCRSRD_EXUNCROSSROADS1_RA,7.3936,-0.4485,16.9113,-9.0692
