time,Pload,Ppv,Pcharge,Pdischarge,Ptotal,state of charge,energy_charge_with_es,nem_charge_with_es,demand_charge_with_es,total_bill_with_es,energy_charge_without_es,nem_charge_without_es,demand_charge_without_es,total_bill_without_es
0,9724.860285,0.0,0.0,0.0,9724.860285,200.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
1,9723.458941,0.0,0.0,0.0,9723.458941,200.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
2,9722.057596,0.0,0.0,0.0,9722.057596,200.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
3,9720.656252,0.0,0.0,0.0,9720.656252,200.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
4,9719.254908,0.0,81.8181818181818,0.0,9801.073089818183,272.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
5,9717.853563,0.0,100.0,0.0,9817.853563,360.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
6,9716.452219,0.000728,0.0,100.0,9616.451491,260.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
7,9715.050875,0.015692,0.0,100.0,9615.035183,160.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
8,9713.64953,0.02451,0.0,100.0,9613.625020000001,60.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
9,9712.248186,0.034851,0.0,20.0,9692.213335,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
10,9710.846842,0.040578,0.0,0.0,9710.806264,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
11,9709.445498,0.041667,0.0,0.0,9709.403831,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
12,9708.044153,0.041667,0.0,0.0,9708.002486000001,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
13,9706.642809,0.038833,63.6363636363636,0.0,9770.240339636364,96.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
14,9705.241465,0.030195,100.0,0.0,9805.21127,184.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
15,9703.84012,0.021021,100.0,0.0,9803.819099,272.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
16,9702.601167,0.000901,100.0,0.0,9802.600266000001,360.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
17,9701.400015,0.0,0.0,100.0,9601.400015,260.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
18,9700.198863,0.0,0.0,100.0,9600.198863,160.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
19,9698.99771,0.0,0.0,100.0,9598.99771,60.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
20,9697.796558,0.0,0.0,20.0,9677.796558,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
21,9696.991079,0.0,0.0,0.0,9696.991079,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
22,9696.390503,0.0,0.0,0.0,9696.390503,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
23,9695.789927,0.0,0.0,0.0,9695.789927,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
24,9695.189351,0.0,0.0,0.0,9695.189351,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
25,9694.588775,0.0,0.0,0.0,9694.588775,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
26,9693.988199,0.0,0.0,0.0,9693.988199,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
27,9693.387623,0.0,0.0,0.0,9693.387623,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
28,9692.787047,0.0,0.0,0.0,9692.787047,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
29,9692.18647,0.0,0.0,0.0,9692.18647,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
30,9691.585894,0.0,0.0,0.0,9691.585894,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
31,9690.985318,0.000876,0.0,0.0,9690.984441999999,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
32,9690.384742,0.009472,0.0,0.0,9690.37527,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
33,9689.784166,0.007353,0.0,0.0,9689.776812999999,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
34,9689.18359,0.024926,0.0,0.0,9689.158664,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
35,9688.583014,0.035632,0.0,0.0,9688.547382,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
36,9687.982437,0.038804000000000005,0.0,0.0,9687.943633,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
37,9687.381861,0.035112000000000004,0.0,0.0,9687.346749,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
38,9686.781285,0.030079,0.0,0.0,9686.751205999999,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
39,9686.180709,0.019826,0.0,0.0,9686.160883,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
40,9685.580133,0.00846,0.0,0.0,9685.571673,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
41,9684.979557,0.0,0.0,0.0,9684.979557,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
42,9684.378981,0.0,0.0,0.0,9684.378981,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
43,9683.778405,0.0,0.0,0.0,9683.778405,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
44,9683.177828,0.0,0.0,0.0,9683.177828,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
45,9682.577252,0.0,0.0,0.0,9682.577252,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
46,9681.976676,0.0,0.0,0.0,9681.976676,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
47,9681.555684,0.0,0.0,0.0,9681.555684,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
48,9681.1553,0.0,0.0,0.0,9681.1553,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
49,9680.754916,0.0,0.0,0.0,9680.754916,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
50,9680.354532,0.0,0.0,0.0,9680.354532,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
51,9679.954148,0.0,0.0,0.0,9679.954148,40.0,330975.83278382925,0.0,187431.77359651466,518407.6063803439,331036.63899357256,0.0,187959.2086468,518995.8476403726
