time,Pload,Ppv,Pcharge,Pdischarge,Ptotal,state of charge,energy_charge_with_es,nem_charge_with_es,demand_charge_with_es,total_bill_with_es,energy_charge_without_es,nem_charge_without_es,demand_charge_without_es,total_bill_without_es
0,9854.476391,0.0,0.0,0.0,9854.476391,2000.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
1,9860.482152,0.0,0.0,0.0,9860.482152,2000.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
2,9866.487913,0.0,0.0,0.0,9866.487913,2000.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
3,9872.493675,0.0,0.0,0.0,9872.493675,2000.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
4,9878.499436,0.0,0.0,0.0,9878.499436,2000.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
5,9884.753906,0.0004,0.0,0.0,9884.753506,2000.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
6,9891.360244,0.002096,0.0,0.0,9891.358148,2000.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
7,9897.966581,0.006886000000000001,0.0,0.0,9897.959695000001,2000.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
8,9904.572919,0.014949,0.0,0.0,9904.55797,2000.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
9,9911.179256,0.023654,0.0,0.0,9911.155601999999,2000.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
10,9918.571642,0.020276,946.271765363635,0.0,10864.823131363637,2832.71915352,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
11,9928.18086,0.031944,871.910052818178,0.0,10800.058968818179,3600.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
12,9937.790078,0.01858,0.0,0.0,9937.771498,3600.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
13,9947.399296,0.025307,0.0,1000.0,8947.373989,2600.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
14,9957.008514,0.009793,0.0,1000.0,8956.998721,1600.0,385689.5768592704,0.0,246387.63457141572,632077.2114306861,387380.18249174627,0.0,252462.27472822997,639842.4572199762
