time,Pload,Ppv,Pcharge,Pdischarge,Ptotal,state of charge,energy_charge_with_es,nem_charge_with_es,demand_charge_with_es,total_bill_with_es,energy_charge_without_es,nem_charge_without_es,demand_charge_without_es,total_bill_without_es
0,9874.031149,0.0,0.0,0.0,9874.031149,300.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
1,9872.429613,0.0,0.0,0.0,9872.429613,300.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
2,9870.828077,0.0,0.0,0.0,9870.828077,300.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
3,9869.22654,0.0,0.0,0.0,9869.22654,300.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
4,9867.625004,0.0,0.0,0.0,9867.625004,300.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
5,9866.023468,0.0,0.0,0.0,9866.023468,300.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
6,9864.148728,0.0036810000000000002,0.0,0.0,9864.145047,300.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
7,9862.146808,0.013374,0.0,0.0,9862.133434,300.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
8,9860.144887,0.024202,0.0,0.0,9860.120685,300.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
9,9858.142967,0.031686,0.0,0.0,9858.111281,300.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
10,9856.141046,0.036026,72.7272727272727,0.0,9928.832292727273,364.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
11,9852.972006,0.04143,100.0,0.0,9952.930576,452.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
12,9848.767973,0.041667,100.0,0.0,9948.726306,540.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
13,9844.56394,0.038604,0.0,100.0,9744.525336,440.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
14,9840.359907,0.033273000000000004,0.0,100.0,9740.326634000001,340.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
15,9836.155874,0.025978,0.0,100.0,9736.129896,240.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
16,9831.951842,0.015332000000000002,0.0,100.0,9731.93651,140.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
17,9827.747809,0.0044800000000000005,0.0,80.0,9747.743329,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
18,9823.543776,0.000268,0.0,0.0,9823.543508,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
19,9819.339743,0.0,0.0,0.0,9819.339743,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
20,9815.13571,0.0,0.0,0.0,9815.13571,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
21,9810.931677,0.0,0.0,0.0,9810.931677,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
22,9806.727644,0.0,0.0,0.0,9806.727644,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
23,9802.523611,0.0,0.0,0.0,9802.523611,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
24,9798.319578,0.0,0.0,0.0,9798.319578,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
25,9794.115545,0.0,0.0,0.0,9794.115545,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
26,9789.940717,0.0,0.0,0.0,9789.940717,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
27,9786.137068,0.0,0.0,0.0,9786.137068,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
28,9782.333419,0.0,0.0,0.0,9782.333419,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
29,9778.52977,0.0,0.0,0.0,9778.52977,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
30,9774.726121,0.004345,0.0,0.0,9774.721776,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
31,9770.922472,0.014374000000000001,45.4545454545455,0.0,9816.362643454546,100.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
32,9768.408885,0.024305,100.0,0.0,9868.38458,188.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
33,9766.00658,0.032602,100.0,0.0,9865.973978,276.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
34,9763.604276,0.038427,100.0,0.0,9863.565849,364.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
35,9761.201971,0.038981,100.0,0.0,9861.16299,452.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
36,9758.799667,0.03919400000000001,100.0,0.0,9858.760472999998,540.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
37,9756.704951,0.037491000000000003,0.0,100.0,9656.66746,440.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
38,9754.703031,0.031835,0.0,100.0,9654.671196,340.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
39,9752.70111,0.024453,0.0,100.0,9652.676657,240.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
40,9750.69919,0.015009000000000002,0.0,100.0,9650.684180999999,140.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
41,9748.697269,0.004357000000000001,0.0,80.0,9668.692912,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
42,9746.572054,0.00028399999999999996,0.0,0.0,9746.57177,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
43,9744.369942,0.0,0.0,0.0,9744.369942,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
44,9742.167829,0.0,0.0,0.0,9742.167829,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
45,9739.965717,0.0,0.0,0.0,9739.965717,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
46,9737.763604,0.0,0.0,0.0,9737.763604,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
47,9735.654287,0.0,0.0,0.0,9735.654287,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
48,9733.652366,0.0,0.0,0.0,9733.652366,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
49,9731.650446,0.0,0.0,0.0,9731.650446,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
50,9729.648525,0.0,0.0,0.0,9729.648525,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
51,9727.646605,0.0,0.0,0.0,9727.646605,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
52,9725.644685,0.0,0.0,0.0,9725.644685,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
53,9723.642764,3.3e-05,0.0,0.0,9723.642731,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
54,9721.640844,0.005654,0.0,0.0,9721.635189999999,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
55,9719.638923,0.006719,45.4545454545455,0.0,9765.086749454545,100.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
56,9717.637003,0.014343,100.0,0.0,9817.622659999999,188.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
57,9715.794058,0.018259,100.0,0.0,9815.775799,276.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
58,9714.793098,0.018186,100.0,0.0,9814.774912,364.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
59,9713.792138,0.007086,100.0,0.0,9813.785052000001,452.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
60,9712.791178,0.0071330000000000005,100.0,0.0,9812.784045,540.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
61,9711.790217,0.008556,0.0,100.0,9611.781660999999,440.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
62,9710.785371,0.005457,0.0,100.0,9610.779914,340.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
63,9709.183835,0.0038290000000000004,0.0,100.0,9609.180006,240.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
64,9707.582298,0.004235,0.0,100.0,9607.578062999999,140.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
65,9705.980762,0.004352000000000001,0.0,80.0,9625.97641,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
66,9704.379226,0.000357,0.0,0.0,9704.378868999998,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
67,9702.777689,0.0,0.0,0.0,9702.777689,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
68,9699.808253,0.0,0.0,0.0,9699.808253,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
69,9696.60518,0.0,0.0,0.0,9696.60518,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
70,9693.402107,0.0,0.0,0.0,9693.402107,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
71,9690.199034,0.0,0.0,0.0,9690.199034,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
72,9686.995962,0.0,0.0,0.0,9686.995962,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
73,9682.949963,0.0,0.0,0.0,9682.949963,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
74,9678.545738,0.0,0.0,0.0,9678.545738,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
75,9674.141513,0.0,0.0,0.0,9674.141513,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
76,9669.737288,0.0,0.0,0.0,9669.737288,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
77,9665.333063,0.0,0.0,0.0,9665.333063,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
78,9661.148814,0.00475,0.0,0.0,9661.144064,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
79,9657.144973,0.013897000000000001,0.0,0.0,9657.131076,60.0,335326.0148355976,0.0,184948.53449517072,520274.5493307683,335378.81605900056,0.0,185580.928755,520959.74481400056
