time,Pload,Ppv,Pcharge,Pdischarge,Ptotal,state of charge,energy_charge_with_es,nem_charge_with_es,demand_charge_with_es,total_bill_with_es,energy_charge_without_es,nem_charge_without_es,demand_charge_without_es,total_bill_without_es
0,9871.839518,0.0,0.0,0.0,9871.839518,2000.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
1,9870.037789,0.0,0.0,0.0,9870.037789,2000.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
2,9868.277512,0.0,0.0,0.0,9868.277512,2000.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
3,9866.675976,0.0,0.0,0.0,9866.675976,2000.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
4,9865.07444,0.0,0.0,0.0,9865.07444,2000.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
5,9863.472903,0.0,0.0,0.0,9863.472903,2000.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
6,9861.871367,0.001905,0.0,0.0,9861.869462,2000.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
7,9860.280782,0.012696,0.0,0.0,9860.268086,2000.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
8,9858.879438,0.023673,0.0,0.0,9858.855765,2000.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
9,9857.478094,0.029825,0.0,0.0,9857.448269,2000.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
10,9856.076749,0.034332,396.384534926137,0.0,10252.426951926138,2348.818390735,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
11,9854.675405,0.036597000000000005,710.19905212784,0.0,10564.83786012784,2973.7935566075,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
12,9853.274061,0.034432000000000004,711.59823112784,0.0,10564.83786012784,3600.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
13,9851.692072,0.031338000000000005,0.0,1000.0,8851.660734,2600.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
14,9850.090536,0.025588000000000003,0.0,1000.0,8850.064948,1600.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
15,9848.489,0.018112,0.0,1000.0,8848.470888,600.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
16,9846.887463,0.0065309999999999995,0.0,200.0,9646.880931999998,400.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
17,9845.285927,0.001192,0.0,0.0,9845.284735000001,400.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
18,9843.684391,0.0,0.0,0.0,9843.684391,400.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
19,9842.082854,0.0,0.0,0.0,9842.082854,400.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
20,9840.481318,0.0,0.0,0.0,9840.481318,400.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
21,9838.879782,0.0,659.738972852276,0.0,10498.618754852276,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
22,9837.278245,0.0,0.0,0.0,9837.278245,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
23,9835.796353,0.0,0.0,0.0,9835.796353,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
24,9834.395009,0.0,0.0,0.0,9834.395009,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
25,9832.993664,0.0,0.0,0.0,9832.993664,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
26,9831.59232,0.0,0.0,0.0,9831.59232,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
27,9830.190976,0.0,0.0,0.0,9830.190976,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
28,9828.878776,0.0,0.0,0.0,9828.878776,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
29,9827.677624,0.0,0.0,0.0,9827.677624,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
30,9826.476471,0.002404,0.0,0.0,9826.474067,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
31,9825.275319,0.012403,0.0,0.0,9825.262916,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
32,9824.074167,0.019907,0.0,0.0,9824.05426,980.570296110003,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
33,9822.81437,0.025544,742.04903412784,0.0,10564.83786012784,1633.5734461425,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
34,9821.413026,0.032333,743.457167127839,0.0,10564.83786012784,2287.815753215,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
35,9820.011681,0.034851999999999994,744.861031127841,0.0,10564.83786012784,2943.2934606075,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
36,9818.610337,0.029908,746.25743112784,0.0,10564.83786012784,3600.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
37,9817.208993,0.02305,0.0,1000.0,8817.185943,2600.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
38,9815.863938,0.02675,0.0,1000.0,8815.837188,1600.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
39,9814.862978,0.016184,0.0,1000.0,8814.846794,600.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
40,9813.862017,0.004417,0.0,200.0,9613.8576,400.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
41,9812.861057,0.000277,0.0,0.0,9812.86078,400.0,342778.7556115699,0.0,186277.28878981422,529056.0444013842,343132.6867056742,0.0,190187.3561694,533320.0428750742
