Interval,GMTIntervalEnd,Settlement Location,Pnode,LMP,MLC,MCC,MEC
03/28/2022 01:00:00,03/28/2022 06:00:00,AEC,SOUC,7.3511,0.1116,3.7872,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,AECC_CSWS,CSWS_AECC_LA,10.3518,0.1504,6.7491,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,AECC_ELKINS,CSWSELKINSUNELKINS_RA,10.4135,0.1183,6.8429,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,AECC_FITZHUGH,CSWSFITZHUGHPLT1,9.0010,0.1635,5.3852,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,AECC_FLTCREEK,CSWSFLINTCRKUN1_JOU_AECC_RA,10.8378,0.0857,7.2998,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,AECC_FULTON,CSWSFULTON_CUNFULT_RA,9.3898,0.1307,5.8068,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,AECC_HYDRO13,CSWSLD13UN1_RA,9.0151,0.0451,5.5176,3.4524
03/28/2022 01:00:00,03/28/2022 06:00:00,AECC_JWTURK,CSWSTURK_PPUNTURK_AECC_RA,9.6519,0.1004,6.0992,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,AECI,AECI,7.5907,0.0540,4.0843,3.4524
03/28/2022 01:00:00,03/28/2022 06:00:00,AEPM_CSWS,CSWS_LA,7.8353,0.1528,4.2302,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,ALTW,MISO,5.5429,0.0544,2.0362,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,AMRN,MISO,5.5429,0.0544,2.0362,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,ANTELOPE,SPSANTELOPEUNANT1_RA,-2.0518,-0.0366,-5.4675,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,BBA,MISO,5.5429,0.0544,2.0362,3.4523
03/28/2022 01:00:00,03/28/2022 06:00:00,BCA,MISO,5.5429,0.0544,2.0362,3.4523
